status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40,corrected_spectral_error,corrected_mismatch,powell_pass,optimization_seconds_pass1,optimization_seconds_retry,retry_attempted,adaptive_optimization_seconds,adaptive_total_seconds,modal_max
COMPLETED,,pinn,all,1.1,0.14,False,0.1209667013989745,0.1164507274034491,0.1209666835852239,0.1164104981937384,1.7813750599615652e-08,4.022920971069599e-05,4.0229213654716976e-05,-14.379059760675442,,1.1502988301646116e-20,,1.194252921268344,0.1752654109150171,1.369518332183361,1.2099096092554391,0.006234196670336,-335.3171897682047,335.3171897682047,4515,1601,3201,6.402900254442929e-05,0.0001077055167259,6.402900254442499e-05,0.0001077055167258,8.618942950554532e-05,0.0001025872085909,0.0001264193176507,0.0001411146466747,2.049856839825281e-09,5.30455734892854e-09,4.022921365466144e-05,6.25744897874252e-06,initial_80,13.785224393941462,0.0,False,13.785224393941462,15.154742726124823,0.0001411146466747
COMPLETED,,pinn,all,1.1,0.145,False,0.1266922780688296,0.1134560016881082,0.1266922861699083,0.1134296094515845,8.101078696753916e-09,2.6392236523689605e-05,2.639223776699982e-05,-14.99999335625205,,0.0627818132497277,,5.392920611426234,0.1758175250142812,5.568738136440516,1.2099359189321204,0.005957785889626,-334.6119620711568,334.6119620711568,4515,1601,3201,4.312134296231298e-05,7.048624454130519e-05,4.312134296231877e-05,7.048624454129625e-05,5.666616971864616e-05,6.721032127043073e-05,8.330299347009187e-05,9.316145139582442e-05,9.29724741638438e-10,2.2908774877095084e-09,2.639223776691658e-05,4.413300809426489e-06,initial_80,13.873267001472414,0.0,False,13.873267001472414,19.44200513791293,9.316145139582442e-05
COMPLETED,,pinn,all,1.1,0.15,False,0.1320566414058153,0.1104728205019271,0.1320566385044365,0.1104669106042967,2.901378803876753e-09,5.9098976303989526e-06,5.909898342593899e-06,-14.99999335625205,,1.3171806817867702,,5.419524863362312,0.176904353313148,5.59642921667546,1.209976720487744,0.0056847147167453,-334.2840331358019,334.2840331358019,4515,1601,3201,9.735896427708052e-06,1.997657576751537e-05,9.735896427713092e-06,1.99765757675172e-05,1.3043618020931256e-05,1.7261562523151215e-05,1.8444346163093173e-05,2.5978556641803812e-05,4.7394088653618376e-11,1.9518686666941678e-10,5.909898342524496e-06,1.056659651427568e-06,initial_80,13.993931591510773,0.0,False,13.993931591510773,19.590360808186233,2.5978556641803812e-05
COMPLETED,,pinn,all,1.1,0.155,False,0.1371057085051619,0.1075009266966481,0.1371057203191296,0.1075009271915201,1.1813967693008465e-08,4.948720044861686e-10,1.1824327928143397e-08,-14.99999335625205,,4.316225856357334,,5.442871659062803,0.1774495150893926,5.620321174152196,1.209988748108246,0.005415468994148,-334.4080982547983,334.4080982547983,4515,1601,3201,2.2626718391273768e-06,2.195465687524637e-05,2.262671839131004e-06,2.195465687525507e-05,2.805022372467381e-06,1.5253668979210457e-05,2.2939279146729342e-06,2.3975945271091717e-05,2.5593971386683734e-12,2.2352730777441818e-10,1.1824327956455466e-08,2.241780255262989e-09,initial_80,14.066035059280694,0.0,False,14.066035059280694,19.68635623343289,2.3975945271091717e-05
COMPLETED,,pinn,all,1.1,0.16,False,0.1418764142379207,0.1045400746294168,0.1418764197898195,0.1045400808905729,5.551898801803291e-09,6.261156107467691e-09,8.368133370563878e-09,-14.99999335625205,,9.266755205143737,,5.469457305036485,0.1778039410710334,5.647261246107519,1.2099899236239609,0.0051520512777503,-334.973035059727,334.973035059727,4515,1601,3201,2.438098216828576e-06,2.3916692221447026e-05,2.438098216826901e-06,2.391669222144952e-05,2.9426414344085847e-06,1.6746061950381753e-05,2.489794281479973e-06,2.6106670468997213e-05,2.971956014619081e-12,2.6473168102114636e-10,8.368133422481668e-09,1.671330816895154e-09,initial_80,14.162992999888957,0.0,False,14.162992999888957,19.810254245996475,2.6106670468997213e-05
COMPLETED,,pinn,all,1.1,0.165,False,0.1463990255732808,0.1015900294887648,0.1463990170298064,0.1015900313677511,8.543474400157791e-09,1.8789862998858094e-09,8.747659363584643e-09,-14.99999335625205,,16.414495516900462,,5.4944536834955215,0.1778756119310856,5.672329295426607,1.2099914269229424,0.0048958619089996,-335.9737634731812,335.9737634731812,4515,1601,3201,2.621861329923003e-06,2.6012056657784148e-05,2.6218613299254903e-06,2.6012056657794315e-05,3.0884816206617318e-06,1.8353070469522804e-05,2.6918639020574607e-06,2.8378688090763037e-05,3.43702843963456e-12,3.1248137410955223e-10,8.747659363584643e-09,1.8718069026112183e-09,initial_80,14.254846408963203,0.0,False,14.254846408963203,19.92717570438981,2.8378688090763037e-05
COMPLETED,,pinn,all,1.1,0.17,False,0.1506987370978195,0.0986505663220147,0.1506987470552701,0.0986505535355415,9.957450586295382e-09,1.2786473199688508e-08,1.6206317257935768e-08,-14.99999335625205,,26.056372319486247,,5.523080674000084,0.1803663084283471,5.703446982428432,1.209992157883736,0.0046462959327727,-337.42363376815433,337.42363376815433,4515,1601,3201,2.786497413221818e-06,2.8193477419240408e-05,2.7864974132284725e-06,2.819347741924209e-05,3.246677996718409e-06,2.0051917073047776e-05,2.860678068938563e-06,3.0729216168057206e-05,3.88233889481171e-12,3.6656311319660517e-10,1.620631724340048e-08,3.6392291233598334e-09,initial_80,14.354579313658178,0.0,False,14.354579313658178,20.05802629608661,3.0729216168057206e-05
COMPLETED,,pinn,all,1.1,0.175,False,0.1547968043623869,0.0957214701503959,0.1547968120254785,0.0957214851781036,7.663091577958525e-09,1.5027707703230142e-08,1.6868757255527198e-08,-14.99999335625205,,38.54642862966258,,5.542091181501746,0.1803882662206888,5.722479447722435,1.2099939808136524,0.0044031432719842,-339.3379172501713,339.3379172501713,4515,1601,3201,2.9993889354892566e-06,3.0623817247166745e-05,2.999388935501885e-06,3.062381724716747e-05,3.420203071300948e-06,2.1950154983339237e-05,3.103792830620316e-06,3.33341277626511e-05,4.498179606571284e-12,4.315117152486891e-10,1.6868757355169232e-08,3.9259488527776445e-09,initial_80,14.444963133893909,0.0,False,14.444963133893909,20.167442581616342,3.33341277626511e-05
COMPLETED,,pinn,all,1.1,0.18,False,0.1587113678144348,0.0928025345122517,0.1587113532511706,0.092802539269851,1.456326417792475e-08,4.757599300631021e-09,1.532068584043779e-08,-14.99999335625205,,54.30638776768418,,5.565247896127403,0.1813889313489198,5.746636827476323,1.2099949781147488,0.0041544790646355,-341.7352091131091,341.7352091131091,4515,1601,3201,3.209115539781217e-06,3.313251358329316e-05,3.209115539787476e-06,3.31325135833029e-05,3.5963607477649017e-06,2.392685368396168e-05,3.3293159584400884e-06,3.6027920500107404e-05,5.149991544328714e-12,5.040958761526325e-10,1.532068583991157e-08,3.806495578362016e-09,initial_80,14.54458093456924,0.0,False,14.54458093456924,20.291217762045562,3.6027920500107404e-05
COMPLETED,,pinn,all,1.1,0.185,False,0.1624580667905106,0.0898935613408621,0.1624580525601876,0.0898935578264358,1.4230323003294744e-08,3.514426305528673e-09,1.4657874506049348e-08,-14.99999335625205,,73.837897680069,,5.580591702833772,0.1818835288286209,5.762475231662393,1.2099950903417955,0.0039232855010725,-344.6372119027784,344.6372119027784,4515,1601,3201,3.416466028636552e-06,3.570174353165387e-05,3.4164660286331464e-06,3.5701743531660445e-05,3.787396497731777e-06,2.598068837615282e-05,3.5480250810841637e-06,3.87685555524246e-05,5.8358873289421345e-12,5.841477301871122e-10,1.4657874459139029e-08,3.8241428396169445e-09,initial_80,14.612806014716623,0.0,False,14.612806014716623,20.375281246379018,3.87685555524246e-05
COMPLETED,,pinn,all,1.1,0.1875,False,0.1642727872469405,0.0884427509439601,0.164272802361776,0.088442760897182,1.511483549432313e-08,9.953221899450249e-09,1.809764841630388e-08,-14.99999335625205,,85.20048300659829,,5.601993454620242,0.1813252717256546,5.783318726345897,1.2099955091287615,0.00380986116682,-346.28535704506646,346.28535704506646,4515,1601,3201,3.5206682162987323e-06,3.701374763943271e-05,3.520668216300277e-06,3.701374763943972e-05,3.89619371011186e-06,2.704531440551592e-05,3.661966406928203e-06,4.015143268308919e-05,6.1973759457600855e-12,6.270465258140233e-10,1.809764848527932e-08,4.724354805097003e-09,initial_80,14.65573949739337,0.0,False,14.65573949739337,20.439058223739266,4.015143268308919e-05
COMPLETED,,pinn,all,1.1,0.19,True,0.1660505044719185,0.0869943604140983,0.1660504966442041,0.0869943504754973,7.82771439333807e-09,9.938600997738687e-09,1.26510435307102e-08,-14.99999335625205,,97.73864010812234,,5.632001971825957,0.1829071007668972,5.814909072592855,1.209995988260374,0.003686147706047,-348.0698820050709,348.0698820050709,4515,1601,3201,3.633368942465393e-06,3.8347624267856976e-05,3.6333689424751584e-06,3.834762426786583e-05,3.993397906585021e-06,2.812043159441868e-05,3.776114508323532e-06,4.157726198461602e-05,6.600719970606406e-12,6.720598522136355e-10,1.2651043441851573e-08,3.451601350268878e-09,initial_80,14.652129106223583,0.0,False,14.652129106223583,20.467038178816438,4.157726198461602e-05
COMPLETED,,pinn,all,1.1,0.195,False,0.1695006064537406,0.0841047488496381,0.1695005997284474,0.0841047432018722,6.725293211218286e-09,5.647765907723645e-09,8.782188139940083e-09,-14.99999335625205,,126.72241960900924,,5.669829771853983,0.1855159932747483,5.855345765128732,1.2099972328810995,0.0034667253708385,-352.0639895320577,352.0639895320577,4515,1601,3201,3.8811771734803205e-06,4.117553762016741e-05,3.881177173478144e-06,4.117553762017601e-05,4.221594669780912e-06,3.0422417921269627e-05,4.040718921869154e-06,4.456842865606964e-05,7.531975043661987e-12,7.732405826743616e-10,8.782188022627164e-09,2.5041031697695234e-09,initial_80,14.79939014930278,0.0,False,14.79939014930278,20.654735914431512,4.456842865606964e-05
COMPLETED,,pinn,all,1.1,0.2,False,0.172818900945195,0.0812245506598016,0.1728189138450868,0.0812245648409915,1.2899891793649589e-08,1.4181189902928716e-08,1.917063784413016e-08,-14.99999335625205,,161.64474075625594,,5.687628239393234,0.184441871009767,5.872070110403001,1.20999824767545,0.0032411928041924,-356.65597494926544,356.65597494926544,4515,1601,3201,4.150585581429962e-06,4.4355545821057234e-05,4.150585581438075e-06,4.435554582106334e-05,4.475626113717468e-06,3.301978757882126e-05,4.337486232481086e-06,4.791756344568366e-05,8.61377635885674e-12,8.948655150220474e-10,1.9170637874927807e-08,5.533149333406977e-09,initial_80,14.90459172334522,0.0,False,14.90459172334522,20.77666183374822,4.791756344568366e-05
COMPLETED,,pinn,all,1.1,0.205,False,0.176014741248715,0.0783535962323096,0.1760147469085962,0.0783536090338864,5.6598812026020795e-09,1.28015767986156e-08,1.3996950516395405e-08,-14.99999335625205,,203.53501613448293,,5.717267895117402,0.1853357870131731,5.902603682130575,1.20999867327284,0.0030216686698739,-361.8890128494141,361.8890128494141,4515,1601,3201,4.411308884423914e-06,4.793440068426229e-05,4.411308884428484e-06,4.793440068427266e-05,4.727715535276424e-06,3.594166033182819e-05,4.610800455674265e-06,5.16938840522996e-05,9.72943947630256e-12,1.0429149766011392e-09,1.3996950603774341e-08,4.1446611664339525e-09,initial_80,14.92512830067426,0.0,False,14.92512830067426,20.827731982804835,5.16938840522996e-05
COMPLETED,,pinn,all,1.1,0.21,False,0.1790964847299399,0.0754917222519709,0.1790964793459926,0.0754917263941942,5.383947287995738e-09,4.1422233004739795e-09,6.793003921013605e-09,-14.99999335625205,,253.63747882483187,,5.7538511930033565,0.1873431215062737,5.94119431450963,1.2099989266542082,0.0028202108137853,-367.81380087555726,367.81380087555726,4515,1601,3201,4.670669780186902e-06,5.1625065990328464e-05,4.67066978018297e-06,5.162506599032883e-05,4.981289414759089e-06,3.89842319529924e-05,4.883862132625964e-06,5.557640440425914e-05,1.0908052239244626e-11,1.2064851340198855e-09,6.793003963325443e-09,2.167163183296795e-09,initial_80,15.099626381881537,0.0,False,15.099626381881537,21.040820696391165,5.557640440425914e-05
COMPLETED,,pinn,all,1.1,0.215,False,0.1820716357575376,0.0726387709774911,0.1820716408234274,0.0726387763556377,5.065889790989431e-09,5.378146608614465e-09,7.388348957527805e-09,-14.99999335625205,,313.4639290999714,,5.795407024212182,0.1891311081126332,5.984538132324815,1.210000024264247,0.0026128757556727,-374.4900791721733,374.4900791721733,4515,1601,3201,4.953913450262294e-06,5.517422291835497e-05,4.953913450268303e-06,5.517422291836934e-05,5.266525916662176e-06,4.196551347325039e-05,5.184770603843789e-06,5.927991944155368e-05,1.2270406912762155e-11,1.3731947801076672e-09,7.388348986660628e-09,2.3034244910075075e-09,initial_80,15.154880023561418,0.0,False,15.154880023561418,21.139418155886233,5.927991944155368e-05
COMPLETED,,pinn,all,1.1,0.22,False,0.1849469655531981,0.0697945900466464,0.1849469710524833,0.0697945840730856,5.499285221644001e-09,5.973560798788746e-09,8.119456051104516e-09,-14.99999335625205,,384.8623057921184,,5.814667759463191,0.1890012817457318,6.003669041208923,1.2100014242392123,0.002411937797775,-381.98851473529567,381.98851473529567,4515,1601,3201,5.254065441289066e-06,5.896059984245701e-05,5.2540654412912494e-06,5.896059984246317e-05,5.568307514355409e-06,4.516222221969151e-05,5.494816133080434e-06,6.322589466443725e-05,1.3802514686744871e-11,1.5638722539179641e-09,8.119456088702067e-09,2.6745424144386044e-09,initial_80,15.23357331007719,0.0,False,15.23357331007719,21.237242351286113,6.322589466443725e-05
COMPLETED,,pinn,all,1.1,0.225,False,0.1877286098412757,0.0669590322340125,0.1877286082145592,0.0669590192296713,1.6267165114935975e-09,1.3004341201106053e-08,1.3105689477610491e-08,-14.99999335625205,,470.1052074987148,,5.854593697935343,0.1904408102855086,6.045034508220851,1.2100011475158785,0.0022175386863002,-390.3924511695613,390.3924511695613,4515,1601,3201,5.562258687945923e-06,6.36075133960514e-05,5.562258687944154e-06,6.360751339606651e-05,5.886287980847783e-06,4.9057210668101136e-05,5.813202256708775e-06,6.807642088055063e-05,1.5469070469009694e-11,1.815002037552915e-09,1.310568941908351e-08,4.587650747914293e-09,initial_80,15.368019681423904,0.0,False,15.368019681423904,21.413054189644754,6.807642088055063e-05
COMPLETED,,pinn,all,1.1,0.23,False,0.1904221496469428,0.0641319550045144,0.1904221488939677,0.0641319476803431,7.529750989387907e-10,7.324171297229398e-09,7.3627750672406705e-09,-14.99999335625205,,572.0079096242375,,5.886565785855055,0.1911791106685996,6.077744896523655,1.2100012588767242,0.0020298100177918,-399.80076942659866,399.80076942659866,4515,1601,3201,5.880243296072234e-06,6.829076194383878e-05,5.880243296073665e-06,6.829076194384428e-05,6.229472139256039e-06,5.303293498434593e-05,6.148919111097678e-06,7.293894870343497e-05,1.7289059073277713e-11,2.0838752945451233e-09,7.3627750063435635e-09,2.680337344362971e-09,initial_80,15.472804054617882,0.0,False,15.472804054617882,21.550548951141536,7.293894870343497e-05
COMPLETED,,pinn,all,1.1,0.235,False,0.1930326802611433,0.0613132204151196,0.1930326879069178,0.0613132173036679,7.645774485753876e-09,3.1114517004549036e-09,8.254635011390186e-09,-14.99999335625205,,694.0852273935614,,5.916955176740885,0.191981446929276,6.108936623670161,1.2100018856525878,0.0018489612102344,-410.3313336831083,410.3313336831083,4515,1601,3201,6.235843926233508e-06,7.268962609945702e-05,6.235843926236013e-06,7.268962609947098e-05,6.620899544465799e-06,5.684053001586389e-05,6.52156255520021e-06,7.747367887046993e-05,1.9442669696445588e-11,2.352218642087678e-09,8.254634987850647e-09,2.972894845242965e-09,initial_80,15.560039483942091,0.0,False,15.560039483942091,21.668976107612252,7.747367887046993e-05
COMPLETED,,pinn,all,1.1,0.24,False,0.1955648684042731,0.0585026948235119,0.1955648611007723,0.058502683082396,7.303500776378868e-09,1.1741115898966648e-08,1.3827325343085484e-08,-14.99999335625205,,840.7616380888513,,5.967158558778465,0.193842563778162,6.161001122556627,1.210002878346265,0.0016752574737616,-422.1251554178736,422.1251554178736,4515,1601,3201,6.620213674554787e-06,7.823360815349427e-05,6.620213674559713e-06,7.823360815351036e-05,7.032030148000042e-06,6.15841858464827e-05,6.9187324192750506e-06,8.321656231233802e-05,2.191358206005134e-11,2.7143856051736744e-09,1.3827325337193504e-08,5.325219217840561e-09,initial_80,15.71632769331336,0.0,False,15.71632769331336,21.877328815869987,8.321656231233802e-05
COMPLETED,,pinn,all,1.1,0.245,False,0.1980230022868483,0.0557002486180792,0.198022987329763,0.0557002492799149,1.4957085292532923e-08,6.6183569735756e-10,1.497172090771136e-08,-14.99999335625205,,1017.6576159038108,,6.031664904206991,0.1960887666791677,6.227753670886159,1.2100028515974783,0.001508820637249,-435.3516767104988,435.3516767104988,4515,1601,3201,6.98067413493364e-06,8.394997402137162e-05,6.980674134937173e-06,8.394997402138775e-05,7.491137247407929e-06,6.65295106389291e-05,7.288435518114719e-06,8.9110753766552e-05,2.4364954498423682e-11,3.1130491517927794e-09,1.4971720911698966e-08,5.910731991501869e-09,initial_80,15.869865077547727,0.0,False,15.869865077547727,22.097618748433888,8.9110753766552e-05
COMPLETED,,pinn,all,1.1,0.25,False,0.200411032708281,0.0529057559191424,0.2004110272881913,0.0529057583058083,5.420089710383991e-09,2.3866658996340995e-09,5.9222923420823005e-09,-14.99999335625205,,1231.9908846924209,,6.057262067683041,0.1967279575765133,6.253990025259554,1.210003429508277,0.0013497770366434,-450.2168182391382,450.2168182391382,4516,1601,3201,7.385986637143911e-06,8.923533914499477e-05,7.385986637142987e-06,8.923533914501217e-05,8.016831942180864e-06,7.11990188870115e-05,7.709954211073785e-06,9.45185707236652e-05,2.727651438050316e-11,3.4996342490600796e-09,5.922292350236601e-09,2.432529381024686e-09,initial_80,16.02844307385385,0.0,False,16.02844307385385,22.282433099113405,9.45185707236652e-05
COMPLETED,,pinn,all,1.1,0.255,False,0.2027326097584077,0.0501190946120559,0.2027326114729981,0.0501190850412733,1.7145903863369227e-09,9.570782603940398e-09,9.723152772882217e-09,-14.99999335625205,,1493.1295157518675,,6.18096970114857,0.2002547970041632,6.381224498152733,1.2100050341065365,0.0011983979977125,-466.9720024994605,466.9720024994605,4516,1601,3201,7.80171221920466e-06,9.622461468106816e-05,7.801712219204234e-06,9.622461468108002e-05,8.591455117453614e-06,7.728653465552549e-05,8.13807463082106e-06,0.000101707360254,3.0433211506419866e-11,4.054718671930857e-09,9.723152728029865e-09,4.010278044009867e-09,initial_80,16.262841033749282,0.0,False,16.262841033749282,22.644065531902015,0.000101707360254
COMPLETED,,pinn,all,1.1,0.26,False,0.2049911138976746,0.0473401459935351,0.2049911167094922,0.0473401435984762,2.811817584325027e-09,2.3950589012056156e-09,3.693592460973961e-09,-14.99999335625205,,1813.3842461343256,,6.24115061853081,0.202467679977417,6.443618298508227,1.210004228009717,0.001054885347925,-485.9270168876832,485.9270168876832,4516,1601,3201,8.196353353540534e-06,0.0001023329534814,8.196353353545773e-06,0.0001023329534814,9.19767498385317e-06,8.27417157950449e-05,8.540452659634132e-06,0.0001079349815596,3.359024169924396e-11,4.560062882852378e-09,3.693592524362342e-09,1.5285311562934344e-09,initial_80,16.418281284160912,0.0,False,16.418281284160912,22.86189958266914,0.0001079349815596
