status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40,corrected_spectral_error,corrected_mismatch,powell_pass,optimization_seconds_pass1,optimization_seconds_retry,retry_attempted,adaptive_optimization_seconds,adaptive_total_seconds,modal_max
COMPLETED,,pinn,all,1.2,0.1,False,0.1623167383142573,0.1148698095470125,0.162316738696245,0.1148637947725493,3.81987691477903e-10,6.014774463200534e-06,6.014774475330215e-06,-14.2861979050248,,3.7343514120907695e-21,,1.2483335649594665,0.1822133604437112,1.4305469254031775,1.4399741155324868,0.0066479963150318,-510.8948993992802,510.8948993992802,4516,1601,3201,7.02940830202221e-06,1.7148013471416693e-05,7.029408302021938e-06,1.7148013471415304e-05,1.087257480930912e-05,1.3346244900393932e-05,1.563896939012356e-05,2.161854091665327e-05,2.470601501158853e-11,1.4630241462754154e-10,6.014774475302465e-06,6.640832305964508e-07,initial_80,14.627578512765467,0.0,False,14.627578512765467,16.058125438168645,2.161854091665327e-05
COMPLETED,,pinn,all,1.2,0.105,False,0.1682290694117941,0.1122797576975727,0.1682290685525176,0.1122797601479653,8.592765110559951e-10,2.450392597164175e-09,2.596686350464675e-09,-14.99999335625205,,0.0005749541564914,,5.638468867167831,0.1837729960680008,5.822241863235831,1.4399868933326423,0.0064988990913413,-500.0106033457712,500.0106033457712,4516,1601,3201,1.7928173599783247e-06,1.977893463231308e-05,1.7928173599841832e-06,1.9778934632326667e-05,2.506063376191267e-06,1.0455529449056088e-05,1.8845887923355836e-06,2.2432053421916933e-05,1.6070478281449139e-12,1.772660906951273e-10,2.5966863713831273e-09,3.0023656739333625e-10,initial_80,14.794186803512275,0.0,False,14.794186803512275,20.616428666748106,2.2432053421916933e-05
COMPLETED,,pinn,all,1.2,0.11,False,0.1737923655519355,0.1096915966196238,0.1737923519509144,0.1096915948593282,1.3601021114917344e-08,1.7602956037254811e-09,1.3714460105338552e-08,-14.99999335625205,,0.6174350635821524,,5.649620546959341,0.1843239208683371,5.833944467827678,1.439987136161409,0.0063322638035535,-490.5730018884341,490.5730018884341,4516,1601,3201,1.973416609437994e-06,2.1978424609022576e-05,1.9734166094404707e-06,2.19784246090401e-05,2.635867502225976e-06,1.1805659908447892e-05,2.094312729274645e-06,2.494203233416104e-05,1.9468870959826745e-12,2.1857349263854078e-10,1.3714460020979304e-08,1.7873403083744241e-09,initial_80,14.815318804234266,0.0,False,14.815318804234266,20.649263272061944,2.494203233416104e-05
COMPLETED,,pinn,all,1.2,0.115,False,0.1790446749180525,0.1071054177329335,0.1790446824305488,0.1071054044756787,7.512496291717241e-09,1.3257254793952455e-08,1.5237860913029776e-08,-14.99999335625205,,2.4782374282233754,,5.683717226609588,0.1838335311040282,5.867550757713616,1.4399880684437207,0.0061590079305644,-482.42010506756384,482.42010506756384,4516,1601,3201,2.1558721540616136e-06,2.4378118664158187e-05,2.1558721540603794e-06,2.437811866416469e-05,2.7844271644874173e-06,1.3307650679950912e-05,2.287311045656202e-06,2.7661488096760632e-05,2.32314167902814e-12,2.688966826980277e-10,1.5237860905785686e-08,2.1338500430946086e-09,initial_80,14.969370994716884,0.0,False,14.969370994716884,20.8369217524305,2.7661488096760632e-05
COMPLETED,,pinn,all,1.2,0.12,False,0.184017742417762,0.1045213020226926,0.1840177510875047,0.1045212962292677,8.669742701528094e-09,5.793424892597265e-09,1.0427282028259584e-08,-14.99999335625205,,5.724130170192325,,5.696487291716039,0.1849587615579366,5.881446053273976,1.4399888956361548,0.0059886982284426,-475.4396907768504,475.4396907768504,4516,1601,3201,2.367242245976726e-06,2.698148550892536e-05,2.367242245977001e-06,2.698148550893648e-05,2.935590962109118e-06,1.4955794096691964e-05,2.529672562020465e-06,3.0605114476336385e-05,2.8023139364563576e-12,3.29167471058156e-10,1.042728204357208e-08,1.561635377594757e-09,initial_80,15.049466607160866,0.0,False,15.049466607160866,20.930912660434842,3.0605114476336385e-05
COMPLETED,,pinn,all,1.2,0.125,False,0.1887384029685804,0.1019393220463928,0.1887383825642804,0.1019393306951651,2.040429999961013e-08,8.648772295560825e-09,2.216160465071405e-08,-14.99999335625205,,10.522421518113434,,5.715158132836223,0.1852158680558204,5.900374000892043,1.4399897646482285,0.0058049756335013,-469.53959605851446,469.53959605851446,4516,1601,3201,2.6040563185052983e-06,2.9717879239442822e-05,2.604056318516053e-06,2.971787923945741e-05,3.084735807585703e-06,1.6713816112130194e-05,2.8116951663677603e-06,3.369360448690963e-05,3.390843161810153e-12,3.98770461096376e-10,2.2161604635991224e-08,3.574345622602305e-09,initial_80,15.114888948388398,0.0,False,15.114888948388398,21.01526294928044,3.369360448690963e-05
COMPLETED,,pinn,all,1.2,0.13,False,0.1932295994077387,0.0993595427438833,0.1932295913434505,0.0993595445764096,8.064288209430615e-09,1.8325262973739598e-09,8.269878896049733e-09,-14.99999335625205,,17.07007775360417,,5.722888421267271,0.1860918868333101,5.908980308100581,1.43999068939213,0.0056168146550917,-464.6446238621809,464.6446238621809,4516,1601,3201,2.8314264540941343e-06,3.248936692560427e-05,2.8314264540994643e-06,3.248936692561561e-05,3.256701298616203e-06,1.8544880247721617e-05,3.0640183006254924e-06,3.679895983294489e-05,4.007905118896815e-12,4.760911664902777e-10,8.269878878209722e-09,1.4542809300014876e-09,initial_80,15.190086716786029,0.0,False,15.190086716786029,21.099067024886608,3.679895983294489e-05
COMPLETED,,pinn,all,1.2,0.135,False,0.1975111409686433,0.0967820232804793,0.1975111374658922,0.0967820247149875,3.502751116934988e-09,1.4345081927880086e-09,3.7851128308632e-09,-14.99999335625205,,25.597833827020587,,5.771223444491625,0.1868543848395347,5.95807782933116,1.4399923014641611,0.00541551351129,-460.6937651599539,460.6937651599539,4516,1601,3201,3.07257429773247e-06,3.539474438348045e-05,3.072574297735732e-06,3.539474438350085e-05,3.4366272346764555e-06,2.049362028241498e-05,3.3335000885467816e-06,4.004149529139132e-05,4.720002166891391e-12,5.643711054048595e-10,3.785112759067501e-09,7.215064377384435e-10,initial_80,15.264616560190916,0.0,False,15.264616560190916,21.222694389522076,4.004149529139132e-05
COMPLETED,,pinn,all,1.2,0.14,False,0.20160028025262,0.094206817652732,0.2016002864095502,0.0942068195467303,6.1569301879060845e-09,1.893998291535581e-09,6.441662740868149e-09,-14.99999335625205,,36.37579963711149,,5.795740457251668,0.1908306023105979,5.986571059562266,1.4399934620498824,0.0052205726488306,-457.63882428041353,457.63882428041353,4516,1601,3201,3.3251645450568075e-06,3.84663125866024e-05,3.325164545058038e-06,3.846631258661775e-05,3.6301999005349352e-06,2.258333224937765e-05,3.6140746978992553e-06,4.345384735451789e-05,5.528577595725892e-12,6.657137063825758e-10,6.441662832695518e-09,1.14842285545461e-09,initial_80,15.393450789153576,0.0,False,15.393450789153576,21.38002184871584,4.345384735451789e-05
COMPLETED,,pinn,all,1.2,0.145,False,0.2055121596598169,0.091633975727477,0.2055121535202878,0.0916339511677602,6.139529107329622e-09,2.4559716801930698e-08,2.5315479593536933e-08,-14.99999335625205,,49.72007848025218,,5.9716964811086655,0.2113797049969434,6.183076186105609,1.4399940654765726,0.0050234152283429,-455.44292379204313,455.44292379204313,4516,1601,3201,3.5825761910669003e-06,4.17138093235809e-05,3.582576191065501e-06,4.171380932358195e-05,3.818962680020561e-06,2.481543137291052e-05,3.890537416214677e-06,4.705414614461236e-05,6.416978060030942e-12,7.820344372078124e-10,2.5315479512756903e-08,5.137082695264836e-09,initial_80,15.486329665407538,0.0,False,15.486329665407538,21.669405851513147,4.705414614461236e-05
COMPLETED,,pinn,all,1.2,0.15,False,0.2092601600195139,0.089063544049155,0.2092601720656741,0.0890635564185852,1.2046160208223355e-08,1.2369430202330278e-08,1.7265942757130414e-08,-14.99999335625205,,66.00078828684796,,6.501597633585334,0.2129103196784854,6.714507953263819,1.4399942647659498,0.0048143579472248,-454.0787873661802,454.0787873661802,4516,1601,3201,3.878799364403602e-06,4.526218244554432e-05,3.87879936440775e-06,4.526218244556276e-05,4.053079833928716e-06,2.7283122287937483e-05,4.23360077436511e-06,5.096110382700876e-05,7.522649170255136e-12,9.191245542439219e-10,1.7265942786437152e-08,3.581761649957934e-09,initial_80,15.53885860927403,0.0,False,15.53885860927403,22.25336656253785,5.096110382700876e-05
COMPLETED,,pinn,all,1.2,0.155,False,0.2128561788956414,0.0864955663967861,0.2128561676917518,0.0864955644587495,1.1203889593858209e-08,1.9380366061971803e-09,1.1370273871737854e-08,-14.99999335625205,,85.65267245370264,,6.570160718634725,0.2129276059567928,6.783088324591517,1.4399949842534352,0.0046143956551822,-453.5295103482014,453.5295103482014,4516,1601,3201,4.17619213080381e-06,4.897685646732275e-05,4.1761921308077975e-06,4.8976856467327953e-05,4.2683601555767465e-06,2.989054542598415e-05,4.557823922537036e-06,5.504734351621625e-05,8.72013572461583e-12,1.0746989964616203e-09,1.1370273827830376e-08,2.5584302728805444e-09,initial_80,15.582457142882047,0.0,False,15.582457142882047,22.365545467473563,5.504734351621625e-05
COMPLETED,,pinn,all,1.2,0.16,True,0.2163108523694062,0.0839300841651744,0.2163108567749778,0.0839300799359921,4.4055716019730795e-09,4.229182309911651e-09,6.1069668535682494e-09,-14.99999335625205,,109.18703164895584,,5.882415609434247,0.1910039521753788,6.073419561609626,1.4399964702043335,0.0044032971249147,-453.786257360462,453.786257360462,4516,1601,3201,4.481295465268885e-06,5.290978917977148e-05,4.48129546527312e-06,5.290978917978516e-05,4.517234352183378e-06,3.2692827789225294e-05,4.892759721272056e-06,5.93459689755177e-05,1.0040968057012378e-11,1.2522494152733543e-09,6.106966806316858e-09,1.3904813476405895e-09,initial_80,15.667325071059167,0.0,False,15.667325071059167,21.740744632668793,5.93459689755177e-05
COMPLETED,,pinn,all,1.2,0.165,False,0.2196337386512064,0.0813671371952737,0.2196337240890849,0.0813671350189935,1.4562121480876657e-08,2.176280211596548e-09,1.4723843845382091e-08,-14.99999335625205,,137.20703328202464,,5.904275041073561,0.1917728390544653,6.096047880128026,1.4399980907498549,0.0042028768285755,-454.8491493071804,454.8491493071804,4516,1601,3201,4.8226557835944e-06,5.71333173559871e-05,4.822655783592072e-06,5.713331735599496e-05,4.774517413316e-06,3.572272026482995e-05,5.26943520821546e-06,6.395255394783937e-05,1.162892004913374e-11,1.4578639406792602e-09,1.4723843813828918e-08,3.6367178096133603e-09,initial_80,15.828918719664216,0.0,False,15.828918719664216,21.924966599792242,6.395255394783937e-05
COMPLETED,,pinn,all,1.2,0.17,False,0.2228334640401218,0.0788067637074469,0.222833461796986,0.078806770403132,2.2431358159824555e-09,6.695685103585981e-09,7.0614345069062615e-09,-14.99999335625205,,170.42743072066548,,5.951859810389578,0.195628423243761,6.147488233633339,1.4399995748704255,0.0039920984395644,-456.72693358902507,456.72693358902507,4516,1601,3201,5.173907034035045e-06,6.162688008339919e-05,5.17390703402778e-06,6.16268800834053e-05,5.063001460409312e-06,3.8987161665730666e-05,5.659300707442981e-06,6.88272753356691e-05,1.3384626740275962e-11,1.6926644530457222e-09,7.061434528749534e-09,1.783239613115107e-09,initial_80,16.00600423384458,0.0,False,16.00600423384458,22.153492467477918,6.88272753356691e-05
COMPLETED,,pinn,all,1.2,0.175,False,0.2259178475800821,0.0762490007480093,0.2259178423261093,0.0762489979588631,5.253972784613481e-09,2.7891462056617304e-09,5.948408743354508e-09,-14.99999335625205,,209.697787021772,,5.980201019905508,0.1943233404308557,6.174524360336363,1.4399983113583872,0.0037822574428524,-459.4373310827984,459.4373310827984,4516,1601,3201,5.529580176708915e-06,6.640948141934203e-05,5.529580176709076e-06,6.640948141936032e-05,5.353799255461864e-06,4.249205374102937e-05,6.043967676465703e-06,7.400092173627156e-05,1.528843718290318e-11,1.962993767534726e-09,5.9484087188392065e-09,1.626259859988534e-09,initial_80,15.984255038201807,0.0,False,15.984255038201807,22.158779398538172,7.400092173627156e-05
COMPLETED,,pinn,all,1.2,0.18,False,0.2288940030156143,0.0736938845202286,0.2288939913652324,0.0736939028712501,1.1650381909200648e-08,1.835102150793411e-08,2.1736867046906503e-08,-14.99999335625205,,256.03204876993925,,6.020678550936282,0.1957469265908002,6.216425477527082,1.4399991210711602,0.0035738957984292,-463.0069409379174,463.0069409379174,4516,1601,3201,5.93864836446302e-06,7.160102285740474e-05,5.938648364464062e-06,7.160102285742348e-05,5.685768571864504e-06,4.6325574419665385e-05,6.499727174840179e-06,7.959753051931502e-05,1.7633783322423824e-11,2.276868471540183e-09,2.173686710232693e-08,5.971824972883549e-09,initial_80,16.09697605110705,0.0,False,16.09697605110705,22.31340152863413,7.959753051931502e-05
COMPLETED,,pinn,all,1.2,0.185,False,0.2317684249564779,0.0711414505629227,0.2317684209748143,0.0711414441730104,3.981663609931019e-09,6.389912307613876e-09,7.528919205413497e-09,-14.99999335625205,,310.6483179844245,,6.014393571764231,0.1949334889650344,6.209327060729265,1.440000904360452,0.0033674447404627,-467.4731454901831,467.4731454901831,4516,1601,3201,6.300098893498478e-06,7.69231018712656e-05,6.300098893502132e-06,7.692310187128517e-05,6.012766192830008e-06,5.031479051095261e-05,6.876154913712684e-06,8.53070085558511e-05,1.984512554287221e-11,2.6228625937818606e-09,7.528919120065198e-09,2.189928499348837e-09,initial_80,16.269099376164377,0.0,False,16.269099376164377,22.478426436893642,8.53070085558511e-05
COMPLETED,,pinn,all,1.2,0.1875,False,0.2331693643567388,0.0698662503663249,0.2331693610174304,0.0698662243848909,3.3393083853638923e-09,2.5981434004229698e-08,2.619515018870296e-08,-14.99999335625205,,341.509425459626,,6.080877622589469,0.1977545637637376,6.278632186353207,1.44000042510076,0.003270726881078,-470.05692816229777,470.05692816229777,4516,1601,3201,6.471392850105256e-06,7.963244087993498e-05,6.471392850107285e-06,7.963244087994294e-05,6.176252430257453e-06,5.236678020466787e-05,7.048249802132576e-06,8.82039059154318e-05,2.093958340054769e-11,2.8077179470287206e-09,2.619515011634192e-08,7.644877570692954e-09,initial_80,16.272118777036667,0.0,False,16.272118777036667,22.550750963389874,8.82039059154318e-05
COMPLETED,,pinn,all,1.2,0.19,False,0.2345470619404851,0.0685917338335152,0.2345470852986251,0.0685917518626213,2.3358140005536043e-08,1.8029106096939532e-08,2.9506802117019144e-08,-14.99999335625205,,375.0131375836144,,6.105055863037705,0.1999220671132207,6.304977930150926,1.4400008389196233,0.0031634188800899,-472.88327178367626,472.88327178367626,4516,1601,3201,6.707089225206348e-06,8.252360319180162e-05,6.707089225204239e-06,8.252360319182563e-05,6.4021345533003125e-06,5.456616783050633e-05,7.320223083398447e-06,9.128285662776946e-05,2.2492230300485968e-11,3.012306626359873e-09,2.9506802160962816e-08,8.6990842271155e-09,initial_80,16.392099461518228,0.0,False,16.392099461518228,22.697077391669154,9.128285662776946e-05
COMPLETED,,pinn,all,1.2,0.195,False,0.237235378386023,0.066044768826691,0.2372353640202201,0.0660447549300142,1.4365802880611513e-08,1.3896676795410734e-08,1.9987343954630215e-08,-14.99999335625205,,450.9078266491406,,6.173063608817756,0.1987457172945141,6.37180932611227,1.4400012975142988,0.002973735353835,-479.2983454287353,479.2983454287353,4516,1601,3201,7.114379056386584e-06,8.814882579830647e-05,7.114379056395496e-06,8.814882579832349e-05,6.747468662172106e-06,5.888924839558049e-05,7.744047749275519e-06,9.726993095238053e-05,2.5306978734818128e-11,3.4258913483853352e-09,1.9987343886436727e-08,6.158902421294546e-09,initial_80,16.462463882751763,0.0,False,16.462463882751763,22.834273208864033,9.726993095238053e-05
COMPLETED,,pinn,all,1.2,0.2,False,0.2398384078777511,0.0635005897812847,0.2398384311742863,0.063500584139005,2.32965352009451e-08,5.6422796990140975e-09,2.397006200598532e-08,-14.99999335625205,,540.504180574044,,6.233992796391249,0.2008362924680113,6.43482908885926,1.440002247389385,0.0027759659937793,-486.7922904460674,486.7922904460674,4516,1601,3201,7.546278682933011e-06,9.398206173304804e-05,7.54627868293177e-06,9.3982061733056e-05,7.1736234919639176e-06,6.344618809199222e-05,8.213799597203456e-06,0.0001034313569631,2.847300173414169e-11,3.8839583771377314e-09,2.3970062002718644e-08,7.574863771742808e-09,initial_80,16.554902381263673,0.0,False,16.554902381263673,22.989731470122933,0.0001034313569631
COMPLETED,,pinn,all,1.2,0.205,False,0.2423607987616504,0.0609592307494944,0.2423607974277965,0.0609592319294537,1.3338538884521967e-09,1.1799592969374826e-09,1.780862189549838e-09,-14.99999335625205,,646.4702870167756,,6.156822649762034,0.199464501813054,6.3562871515750885,1.4400035224300545,0.0025821724565289,-495.4564537108642,495.4564537108642,4516,1601,3201,8.056323192273051e-06,0.0001004102813227,8.05632319227181e-06,0.0001004102813227,7.6265471524352e-06,6.846951322202638e-05,8.761221856178563e-06,0.0001102235889602,3.2452263099003176e-11,4.4190516801378984e-09,1.780862161765023e-09,5.946370600454524e-10,initial_80,16.68163094483316,0.0,False,16.68163094483316,23.037918096408248,0.0001102235889602
COMPLETED,,pinn,all,1.2,0.21,False,0.2448068539706601,0.0584207255229755,0.244806868556625,0.058420717096221,1.458596490810926e-08,8.426754502521838e-09,1.684519408455619e-08,-14.99999335625205,,772.1101133992443,,6.325498088262975,0.2044553542509675,6.529953442513943,1.4400035056649203,0.0023812881341697,-505.4016840248725,505.4016840248725,4516,1601,3201,8.553368231542044e-06,0.0001076953028571,8.553368231552613e-06,0.0001076953028571,8.116423040157121e-06,7.417311425899729e-05,9.28577619314557e-06,0.0001179069960678,3.658018332686197e-11,5.072025910379807e-09,1.6845194104853072e-08,5.666259444208087e-09,initial_80,16.788106190040708,0.0,False,16.788106190040708,23.31805963255465,0.0001179069960678
COMPLETED,,pinn,all,1.2,0.215,False,0.2471805652617625,0.0558851077696314,0.2471805493221421,0.055885093882315,1.5939620401361765e-08,1.3887316394067817e-08,2.1140696657595107e-08,-14.99999335625205,,921.5402769373144,,6.362568351440132,0.2062596920877695,6.568828043527901,1.440004202185429,0.0021964580834814,-516.7619695919578,516.7619695919578,4516,1601,3201,9.079554277309344e-06,0.0001156401991161,9.079554277310257e-06,0.0001156401991161,8.619421724279401e-06,8.041893118051628e-05,9.837452085430344e-06,0.0001262771387551,4.121880614604834e-11,5.8304528982588985e-09,2.114069659750829e-08,7.451495711256923e-09,initial_80,16.972303171642125,0.0,False,16.972303171642125,23.541131215170026,0.0001262771387551
COMPLETED,,pinn,all,1.2,0.22,False,0.2494856439968795,0.0533524111085035,0.2494856515028696,0.0533524140851028,7.505990107237182e-09,2.9765993003749713e-09,8.074653607736693e-09,-14.99999335625205,,1099.9419525493984,,6.432049836963415,0.2081412253901362,6.640191062353551,1.4400054806977745,0.0020165486500548,-529.6999013916087,529.6999013916087,4516,1601,3201,9.593873714785455e-06,0.0001231837238692,9.59387371478514e-06,0.0001231837238692,9.194632321677488e-06,8.650583205214151e-05,1.037933926082067e-05,0.0001341485250499,4.6021519928274295e-11,6.5901007983981685e-09,8.074653666790505e-09,2.8060118209545682e-09,initial_80,17.235032628290355,0.0,False,17.235032628290355,23.875223690643907,0.0001341485250499
