source_path,action,trigger,location,match_excerpt,exclusive_supersonic,recommended_action,reason
assets/pinn_subsonic/article/N340/Table_paired_modal_validation_20_N340.csv,COPY,Mach > 1,content,"m_full_domain,0.0423607282289622,0.0504456703819216,0.0504003894145617,ULTRALOW_M002_006_eta002_006,longwave_map10_N301,0.9124360740832145,0.9119904580161352,0.9126396680675037,4.2227946733596545e-14,0.113660",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00000.csv,COPY,Mach > 1,content,"_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0000_ETAEDGE_HM1__ETAEDGE_HM2A_P0,SEAM_0000_ETAEDGE_HM1__ETAEDGE_HM2A,ETAEDGE_HM1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pi",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00001.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0002_ETAEDGE_HM1__HM1_VLOW_EXTREME_P0,SEAM_0002_ETAEDGE_HM1__HM1_VLOW_EXTREME,ETAEDGE_HM1,/lustre/fswork/projects/rech/fdb/u",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00002.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0004_ETAEDGE_HM1__VLOW_EXTREME_CI_ONLY_P0,SEAM_0004_ETAEDGE_HM1__VLOW_EXTREME_CI_ONLY,ETAEDGE_HM1,/lustre/fswork/projects/re",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00003.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0006_ETAEDGE_HM2A__HM1_VLOW_EXTREME_P0,SEAM_0006_ETAEDGE_HM2A__HM1_VLOW_EXTREME,ETAEDGE_HM2A,/lustre/fswork/projects/rech/fd",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00004.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME_P0,SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME,ETAEDGE_HM2B,/lustre/fswork/projects/rech/fd",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00005.csv,COPY,Mach > 1,content,"0.13601480139252634,2.332911898632086,0.8608080623535534 SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW_P2,SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subs",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00006.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006_P0,SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,/lustre/fswor",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00007.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY_P0,SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,ETAEDGE_MM,/lustre/fswork/projects/rech/",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00008.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0016_HIGH_HIM__MID_P0,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00009.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0018_HM2_LOW__HM2_MID_P0,SEAM_0018_HM2_LOW__HM2_MID,HM2_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pin",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00010.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0020_LMEDGE_LOW__LMEDGE_MID_P0,SEAM_0020_LMEDGE_LOW__LMEDGE_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_P",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00011.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW_P0,SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/Thes",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00012.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD_P0,SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/us",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00013.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0026_LMEDGE_MID__LOWM_EXT_MID_P0,SEAM_0026_LMEDGE_MID__LOWM_EXT_MID,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/Thes",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00014.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2_P0,SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2,LMEDGE_NEUTRAL2,/lustre/fswork/proje",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00015.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0030_LMEDGE_VLOW__LOWM_EXT_VLOW_EXTREME_P0,SEAM_0030_LMEDGE_VLOW__LOWM_EXT_VLOW_EXTREME,LMEDGE_VLOW,/lustre/fswork/projects",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00016.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0032_LMEDGE_VLOW__ULTRALOW_M002_006_eta002_006_P0,SEAM_0032_LMEDGE_VLOW__ULTRALOW_M002_006_eta002_006,LMEDGE_VLOW,/lustre/fs",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00017.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0034_LOWM_EXT_LOW__LOWM_EXT_MID_P0,SEAM_0034_LOWM_EXT_LOW__LOWM_EXT_MID,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13r",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00018.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0036_NEUTRAL1_HIM__NEUTRAL1_LOWM_P0,SEAM_0036_NEUTRAL1_HIM__NEUTRAL1_LOWM,NEUTRAL1_HIM,/lustre/fswork/projects/rech/fdb/usv1",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/seam_shards/shard_00019.csv,COPY,Mach > 1,content,"lap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab SEAM_0038_NEUTRAL3_HIM__NEUTRAL3_LOWM_P0,SEAM_0038_NEUTRAL3_HIM__NEUTRAL3_LOWM,NEUTRAL3_HIM,/lustre/fswork/projects/rech/fdb/usv1",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/all_checkpoints.txt,COPY,supersonic,content,d_REPAIR_HIGH_LOWM_compactY_M010_040_eta055_065_ciIDW/model_best.pt assets/pinn_supersonic/runs/pinn_chart_M180_alpha_070_190_pq_qdef005_ode001_tail_polished_asinh_w192_d6/best_model.pt assets/pinn_supersonic/r,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/all_checkpoints.txt,COPY,pinn_supersonic,content,P_pq2d_REPAIR_HIGH_LOWM_compactY_M010_040_eta055_065_ciIDW/model_best.pt assets/pinn_supersonic/runs/pinn_chart_M180_alpha_070_190_pq_qdef005_ode001_tail_polished_asinh_w192_d6/best_model.pt assets/pinn_supersonic/r,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/all_checkpoints.txt,COPY,Mach > 1,content,_PINN_KH_RT_stage1ter_render/archive/old_runs/subsonique_pinn/kh_subsonic_fixed_mach_M05_modefocus/checkpoint_epoch_1000.pt These_PINN_KH_RT_stage1ter_render/archive/old_runs/subsonique_pinn/kh_subsonic_fixed,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_config_hits.csv,COPY,supersonic,content,"AIN_ANCHOR_WEIGHT:-6.0}"""" \"" These_PINN_KH_RT_stage1ter_render/launch/jz_submit_supersonic_shooting_intermediate_mach_spectral.slurm,36,""export ANCHOR_ALPHA_TOLERANCE=""""${ANCHOR_ALPHA_TOLERANCE:-5e-4}"""""" These_",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_config_hits.csv,COPY,Blumen supersonic,content,"upervision_budget_report.txt"""""" These_PINN_KH_RT_stage1ter_render/scripts/audit_supersonic_blumen_local_reference.py,166,""""""n_anchor_levels"""": int(len(anchors)),"" These_PINN_KH_RT_stage1ter_render/scripts/audit_supers",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_config_hits.csv,COPY,classic_supersonic,content,"onic_trainer_2d.py,242,""""""loss_ci_supervision"""": float(loss_ci.item()),"" assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/provenance/scripts/run_dense_supersonic_campaign.py,814,""anchor_alpha = float(an",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_config_hits.csv,COPY,pinn_supersonic,content,"int_subsonic_final_assets.py,704,""""""n_anchor_rows"""": int(len(anchors)),"" assets/pinn_supersonic/datasets/fixedM_M180_alpha_branch_pq_modal_anchors_raw_confirmed.metadata.json,8,""""""n_spectral_anchors"""": 49,"" assets/p",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_config_hits.csv,COPY,Mach > 1,content,"er_real.slurm,33,""export RUN_A_DIR=""""${RUN_A_DIR:-model_saved/kh_subsonic_fixed_mach_M05_ci_supervision_vs_physics/hybrid_8pt}"""""" These_PINN_KH_RT_stage1ter_render/_quarantine/launch_historical/jz_submit_kh_s",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_named_files.txt,COPY,supersonic,content,ng These_PINN_KH_RT_stage1ter_render/archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor120_candidates.csv These_PINN_KH_RT_stage1ter_render/archive/repo_cleanup_2026-04-24/bl,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_named_files.txt,COPY,Blumen supersonic,content,vs_blumen.png These_PINN_KH_RT_stage1ter_render/archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor120_candidates.csv These_PINN_KH_RT_stage1ter_render/archive/repo_cleanup_2026-04-24/bl,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/results_pinn/data/anchor_named_files.txt,COPY,classic_supersonic,content,ic/plots/subsonic_hybrid_vs_blumen.png These_PINN_KH_RT_stage1ter_render/assets/classic_supersonic/diagnostics/blumen_local_reference/supersonic_blumen_local_reference_a020_m120_130_ci_anchors.csv These_PINN_KH_RT_stag,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
