path,classification,active_consumer,manifest_dependency,proposed_action,proposed_destination,reason
code/scripts/audits/audit_scan_supersonic_target_campaign_3895a18fd6.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_blumen_cr_uncertainty.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_blumen_eigenconditions.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_blumen_local_reference.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_ci_first_shooting_mismatch_map.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_ci_first_shooting_mismatch_map_1a94c44bbe.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_cluster_families.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_families_against_blumen.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_gep_nearest_candidates.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_ci_alpha_continuation.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_ci_alpha_lines.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_ci_map.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_complex_stitch.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_mode_structure.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_point_batch.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_point_batch_branch_guided.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_visual_validation.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_visual_validation_6969b4f1bf.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/audits/audit_supersonic_shooting_vs_gep_families.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/__init__.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_atlas2d_correctors_N76.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N24.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N36.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N48.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N60.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N76.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_Nvar.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/benchmarks/benchmark_supersonic_M150_S4M0_gep.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/__init__.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/export_supersonic_M16_source_mode.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/export_supersonic_validated_mode_reference.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/export_supersonic_validated_mode_reference_DIRECT.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/export_supersonic_validated_mode_reference_PDF_DIRECT.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_M150_S4M0_gep_guidance.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_atlas2d_budget.py,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_blumen_pointwise_targets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_blumen_repair_targets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_blumen_slurm_targets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_article_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_article_assets_primary133.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_checksums.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76.py,FINAL_BENCHMARK,,yes,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76_76442c7b69.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_dense_supersonic_requested_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_extended_supersonic_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_final_full_branch_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_final_sparse_reference_v2_with_smallM_campaign.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_final_sparse_supersonic_reference_with_M18_M19.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_local_supersonic_pilot.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_modal_overlay_M140_a018_N76.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_modal_overlay_M140_a018_N76_d40d981e08.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_primary133_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_release_manifest.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_sparse_supersonic_dataset.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_article_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_article_assets_final.py,UNRESOLVED,,yes,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_article_png_assets.py,UNRESOLVED,,yes,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_atlas2d_v1_manifest.py,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_atlas_sampling_plan.py,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_blumen_validation_figures.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_convergence_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_fixed_ci_shooting_anchors.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_fixed_ci_shooting_anchors_45523d471e.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_fixed_ci_shooting_extension_final.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_fixed_ci_shooting_extension_final_6f151a02f3.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_modal_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_neutral_M180_M190_gep_shooting_extension.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_pinn_method_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_reference_tables.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_shooting_reference_package.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_spectral_article_assets.py,UNRESOLVED,,yes,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_supersonic_validated_modal_package.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_true_blumen_isoline_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_build_validated50_primary_assets.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_canonical_lowM_full_branches.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_classical_cost_benchmark_N76.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_generate_supersonic_atlas_modal_mach.py,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_lowM_full_branches.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_modal_reference.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_pinn_supersonic_fixedM_pq_modal_anchors.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/data_preparation/prepare_supersonic_modal_surface_branch_guided_inputs.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/__init__.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/__init___c55e4f4761.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/aggregate_dense_supersonic_campaign.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/aggregate_dense_supersonic_lowM_lowalpha_extension.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/aggregate_lowM_lowalpha_repaired.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/assemble_supersonic_atlas_certified_v2.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/blumen_isoline_common.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/calibrate_witness_modal_reproduction.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/calibrate_witness_spectral_reproduction.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/collect_KH_shoot_inventory.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/compute_blumen_neutral_point.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/compute_blumen_pointwise_classical.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/compute_blumen_true_positive_isoline_point.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/compute_supersonic_blumen_true_isoline_point.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/compute_true_blumen_isolines.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/create_witness_case.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/curate_KH_shoot_FINAL23.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/debug_supersonic_twosided_reference.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/dedup_supersonic_curated_fields_and_plot_modes.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/densify_refined_M18_M19_modal_fields.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/densify_supersonic_intermediate_mach_spectral.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/densify_supersonic_modal_front_spectral.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_atlas2d_COST500_continuousM.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_atlas2d_T401_continuousM.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_atlas2d_validation.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_atlas2d_validation_continuousM.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_atlas2d_validation_continuousM_fullc_v1.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_compare_KH_shoot_candidates_to_FINAL23.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_compare_KH_shoot_to_validated.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_compare_KH_shoot_to_validated_v2.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_compare_N76_training_stages_spectral.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_compare_supersonic_gep_candidates_vs_shooting.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
