final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40,cr_corrected,ci_corrected,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,powell_pass,cr_pinn_original,ci_pinn_original
M1.050000_a0.10000000,1.05,0.1,False,3.017815208068885e-10,0.0546998175409827,1.5728512351917417e-07,0.0546998103785622,0.0203893479667273,0.0002471303018536,0.0203908455904698,0.4316199913530243,0.9084689649340176,0.0979444678599802,0.395570207918443,0.2025824944995763,0.9387610007160504,1.053392705612569,1.5790895016124429,0.7460561762140988,0.1714276311450679,1601,3201,1.5728512351917417e-07,0.0546998103785622,1.5714665103765917e-07,2.5571860125615976e-08,13.825174349360168,80,False,initial_80,0.0203893482685089,0.0549469478428363
M1.050000_a0.10500000,1.05,0.105,False,1.861849458323276e-10,0.0596915838649033,5.753924545532909e-08,0.0596915852015915,0.0261615587399205,2.647762796863934e-05,0.026161572138675,0.460950055553789,0.9487388990678464,0.1125739206643975,0.4328904676161844,0.2246636421987477,0.969582424033558,1.0353879944735584,1.5509802829118524,0.7223016602422997,0.1607091133541305,1601,3201,5.753924545532909e-08,0.0596915852015915,5.736863503027092e-08,8.890502029866992e-09,13.643153892830014,80,False,initial_80,0.0261615589261055,0.0596651062369346
M1.050000_a0.11000000,1.05,0.11,False,1.3408725151546628e-10,0.0653440616983339,1.7631465437587963e-09,0.0653441148406212,0.0320944263190263,0.0008124895352288,0.0321047090002738,0.4906879126940654,0.9874809579593056,0.1286646039922737,0.4701921918731384,0.2490116502316308,0.9978192355073944,1.02211667252329,1.5276483598722066,0.6966941199513071,0.1499937331389835,1601,3201,1.7631465437587963e-09,0.0653441148406212,5.316725063679352e-08,7.707040482309044e-09,13.693384049460292,80,False,initial_80,0.0320944264531135,0.064531572163105
M1.050000_a0.11500000,1.05,0.115,False,1.2100138419185254e-10,0.0719056899252925,6.325834317240008e-08,0.0719066696607979,0.0381224005204399,0.002442071825603,0.0382005384286955,0.5208381359457579,1.0236571432095103,0.1463445448282148,0.506774735784894,0.2761291500773233,1.0221930319514378,1.0124824905155965,1.5073657131252025,0.6690528243761331,0.1392517944919848,1601,3201,6.325834317240008e-08,0.0719066696607979,9.817677854843057e-07,1.2823296272383206e-07,13.574853194877504,80,False,initial_80,0.0381224006414413,0.0694636180996894
M1.050000_a0.12000000,1.05,0.12,False,6.803041450145497e-10,0.0798199008171065,1.7067766181890048e-08,0.0798200392767592,0.0441814244441026,0.0054437573019964,0.0445155339120288,0.551555968214011,1.0562909931020965,0.1658621133604439,0.5419187335967883,0.3068917130585543,1.0410545953321844,1.0055999503080988,1.488514788879345,0.6389768017987154,0.1283765609421094,1601,3201,1.7067766181890048e-08,0.0798200392767592,1.394260533806327e-07,1.5607054648604993e-08,40.04390810150653,240,False,retry_wide_240,0.0441814251244068,0.07437614351511
M1.050000_a0.12500000,1.05,0.125,False,1.9696640297120387e-10,0.0900435605323562,5.967587840583381e-07,0.0900463022511318,0.0502130200979383,0.0108572402274855,0.0513734080309384,0.5833484574453378,1.0843878495810697,0.1877780000540825,0.5748497540932576,0.3431685208808158,1.051157321900676,1.0007272031388892,1.4691952766927625,0.605474500930343,0.1170708760770671,1601,3201,5.967587840583381e-07,0.0900463022511318,2.80587024769276e-06,2.4993471443853137e-07,39.55275906436145,240,False,retry_wide_240,0.0502130202949047,0.0791863203048706
M1.050000_a0.13000000,1.05,0.13,False,5.561380768025613e-10,0.1057320985786008,1.3985943035304288e-06,0.1057834572164293,0.056166711638543,0.0219149444095181,0.060290664988533,0.618184362535288,1.106640163782132,0.2139668620746071,0.6045928688533015,0.3911091359068507,1.039916559756194,0.9971087404472806,1.4454127828317271,0.5650021907662997,0.1042533948120645,1601,3201,1.3985943035304288e-06,0.1057834572164293,5.1377662367160265e-05,2.7307272624606194e-06,39.148968156427145,240,False,retry_wide_240,0.0561667121946811,0.0838171541690826
M1.050000_a0.13500000,1.05,0.135,False,0.0246424871987254,0.1304782261154136,0.024644704484527,0.1304760181476077,0.0373592626744359,0.0422778134247741,0.0564192167222969,0.6649634095113968,1.1153849375115594,0.2531240638426094,0.6300666291459518,0.4553702392564694,1.0284428781278825,0.9984575463794284,1.429979376832492,0.505111958398834,0.116331918550732,1601,3201,0.024644704484527,0.1304760181476077,3.129133771179813e-06,1.349259175889087e-07,38.530838935635984,240,False,retry_wide_240,0.0620017498731613,0.0882004126906395
M1.050000_a0.14000000,1.05,0.14,False,0.0443825798422026,0.1272560731093161,0.0443825795479115,0.1272560732249522,0.0233046186775041,0.03497833018701,0.0420308081575333,0.6913939687222678,1.1184580796912305,0.2775220556899527,0.6512353994477871,0.4631941334073383,1.071970002012109,1.0022770014160098,1.4338700871462244,0.4795994141945645,0.1330304251400186,1601,3201,0.0443825795479115,0.1272560732249522,3.1619447373256807e-10,9.30880427309517e-12,31.881656252779067,196,True,retry_wide_240,0.0676871985197067,0.092277742922306
M1.050000_a0.14500000,1.05,0.145,False,0.0574927471084788,0.1240499420403578,0.0574927456883291,0.1240499418127933,0.015709035892944,0.028048734211836,0.0321481772356074,0.715465057695344,1.11876099927794,0.3013514823482424,0.6686737906635961,0.4715076613580141,1.106164077096501,1.0049450869694012,1.4310747423540249,0.4563140830650209,0.1422328074717558,1601,3201,0.0574927456883291,0.1240499418127933,1.4382665089674803e-09,9.897984870495564e-12,39.497207845561206,240,False,retry_wide_240,0.0732017830014228,0.0960012078285217
M1.050000_a0.15000000,1.05,0.15,False,0.0679330273204825,0.1208595246198709,0.0679330272316698,0.1208595246664259,0.0106000111764886,0.0215268045785958,0.0239950735007572,0.7382593812965513,1.1162898784634276,0.3254830721711778,0.6827537261840606,0.4804041889063856,1.1360084651658144,1.0070131120875438,1.425489198290597,0.4338842206353843,0.1481833999049848,1601,3201,0.0679330272316698,0.1208595246664259,1.0027495854630448e-10,1.3582160397833388e-11,39.44877809844911,240,False,retry_wide_240,0.0785330384969711,0.099332720041275
M1.050000_a0.15500000,1.05,0.155,False,0.0768053285639184,0.1176845235712699,0.0768053224504106,0.117684531016378,0.006870756312142,0.0154416589029006,0.0169012461663147,0.7601105291568515,1.1112456366795826,0.3502061992717301,0.6935993229522811,0.4900447162917408,1.1630326401031494,1.0085944891797507,1.418357726697443,0.4119419438472124,0.1519251971914811,1601,3201,0.0768053224504106,0.117684531016378,9.633515022587951e-09,1.2936565417246246e-09,13.37335452158004,80,False,initial_80,0.0836760848760604,0.1022428646683693
M1.050000_a0.16000000,1.05,0.16,False,0.0846089596558761,0.1145246495812782,0.0846089456180145,0.1145246425970116,0.0040236686657715,0.0098152255028136,0.0106079480203758,0.7811730310600611,1.1038164893068427,0.3756854194042583,0.7012278346325651,0.5006218360784298,1.1878580412903117,1.009716849957935,1.410350659640119,0.3903474657600594,0.1538095792890181,1601,3201,0.0846089456180145,0.1145246425970116,1.5679334695421638e-08,1.8548256304725787e-09,13.478793567046525,80,False,initial_80,0.0886326283216476,0.1047094240784645
M1.050000_a0.16500000,1.05,0.165,False,0.0916214499019698,0.1113796189415974,0.0916214327245721,0.111379638852589,0.0017881777740403,0.004663775860123,0.0049948358356445,0.8015111061870632,1.0941539890635514,0.4020201118275046,0.7055828963981826,0.5123446067040025,1.2106615923158086,1.0103858658064082,1.40194861694638,0.3690802942608882,0.1539202780770732,1601,3201,0.0916214327245721,0.111379638852589,2.629658869476964e-08,4.30506193164385e-09,13.57217429112643,80,False,initial_80,0.0934096276760101,0.1067158430814743
M1.050000_a0.17000000,1.05,0.17,True,0.0980164090081825,0.1082491587696718,0.0980164066635065,0.1082491850888954,1.7529443130798184e-06,4.235805822622174e-07,1.803395207498477e-06,0.8211162646491438,1.082372442292414,0.4292390343334284,0.70655389326117,0.5254157211357786,1.231341975964927,1.0106081844884809,1.3935714227459233,0.3482106451942381,0.1522051303454354,1601,3201,0.0980164066635065,0.1082491850888954,2.642345622254029e-08,4.7868967090699075e-09,13.67257871106267,80,False,initial_80,0.0980181619524955,0.108249582350254
M1.050000_a0.17500000,1.05,0.175,False,0.1039112225827462,0.1051330012128099,0.1039112232011111,0.1051329898881799,0.0014388204273468,0.0041678282573477,0.0044091945528516,0.8399053309003027,1.068558857611849,0.457267068324343,0.7040050594806623,0.5399912541377343,1.2496069468649595,1.0104026911107602,1.3856339081732434,0.3279074345323164,0.1485419339198183,1601,3201,0.1039112232011111,0.1051329898881799,1.1341499823589558e-08,2.236774275728461e-09,13.750781449489295,80,False,initial_80,0.1024724021553993,0.1093008294701576
M1.050000_a0.18000000,1.05,0.18,False,0.1093898015648453,0.1020308850845139,0.1093898088962324,0.1020308804460946,0.002601278069648,0.0078304366627891,0.0082512051195921,0.8577129707517686,1.0527940196358518,0.4858711641969727,0.6978239113265874,0.5561164279660539,1.2649944712413237,1.0098087040440693,1.3785674653296691,0.3084538559077128,0.1427893926397153,1601,3201,0.1093898088962324,0.1020308804460946,8.675492498396563e-09,1.821413296069102e-09,13.88232825230807,80,False,initial_80,0.1067885234951973,0.109861321747303
M1.050000_a0.18500000,1.05,0.185,False,0.1145146832193396,0.0989425552723295,0.1145146758903656,0.0989425499403068,0.0035308719004652,0.0109811725380533,0.0115348691664878,0.8742866246295374,1.035188411481726,0.5145899692075888,0.6879918355879622,0.5736358930164455,1.276858952976941,1.00889019806686,1.3728207038815603,0.2902573537057518,0.134840245624786,1601,3201,0.1145146758903656,0.0989425499403068,9.063350636479104e-09,2.037591701073124e-09,13.925269200466571,80,False,initial_80,0.1109838113188743,0.1099237278103828
M1.050000_a0.19000000,1.05,0.19,False,0.1193340156875175,0.0958677623501994,0.1193340137243481,0.0958677591506012,0.0042581592402976,0.0136133860715649,0.0142638073616132,0.8892913165682783,1.015935346933103,0.5426588207079328,0.6746691564893481,0.5920888734828433,1.2844296755218283,1.0077367726584008,1.3688393309183005,0.2738455536587664,0.1246842223681717,1601,3201,0.1193340137243481,0.0958677591506012,3.7538596383521935e-09,9.127642858940343e-10,14.00572950206697,80,False,initial_80,0.1150758564472198,0.1094811484217643
M1.050000_a0.19500000,1.05,0.195,False,0.123885847670916,0.0928062622620242,0.1238858476812377,0.0928062710687945,0.004804112059954,0.0157211447881085,0.0164387921129646,0.902330493497487,0.9953816976305392,0.5689551293605475,0.658278722088301,0.6106197244130759,1.287136351988069,1.0064607535821517,1.367027847695416,0.2598358844234122,0.1124769469634286,1601,3201,0.1238858476812377,0.0928062710687945,8.806776361653515e-09,2.159398569473129e-09,14.105107145383954,80,False,initial_80,0.1190817356109619,0.1085274070501327
M1.050000_a0.20000000,1.05,0.2,False,0.1282008959116724,0.0897578157381898,0.1282008966935717,0.0897829503583085,0.0051834954085138,0.0172996960682982,0.0180595711107871,0.91298896380183,0.9741073626847888,0.5920157454311983,0.6395658170782641,0.6279645092458934,1.285093145145627,1.0051884147744958,1.367697645131944,0.2488686084255317,0.0986015083569102,1601,3201,0.1282008966935717,0.0897829503583085,2.5134620130905963e-05,6.536193912112119e-06,14.181106499396265,80,False,initial_80,0.1230174005031585,0.107057511806488
M1.050000_a0.20500000,1.05,0.205,False,0.1323044050267023,0.08672218899306,0.1323044066043758,0.0867654581222455,0.0054074276020807,0.0183466585439807,0.0191269483452317,0.9208969683897062,0.9529947407651924,0.6101939282019215,0.6196136414864015,0.6425930285673372,1.27933291118932,1.0040483154658049,1.371009934203172,0.2415036857269223,0.0837013581409512,1601,3201,0.1323044066043758,0.0867654581222455,4.326912921433993e-05,1.1782338700081186e-05,14.33953933697194,80,False,initial_80,0.1268969774246215,0.1050688475370407
M1.050000_a0.21000000,1.05,0.21,False,0.1362174367641526,0.0836991521051234,0.1362174426119288,0.0837596952360152,0.0054850643610077,0.0188636255929166,0.0196449052314877,0.9258078522792432,0.9332542788355144,0.6220055282704585,0.5997993412841783,0.6530587546818345,1.2717038151472986,1.0031557458115676,1.376928566607289,0.2380949408272744,0.0686599760113126,1601,3201,0.1362174426119288,0.0837596952360152,6.054313117424953e-05,1.7219183898279612e-05,14.416238700039685,80,False,initial_80,0.1307323724031448,0.10256277769804
M1.050000_a0.21500000,1.05,0.215,False,0.1399577929819498,0.0806884797267323,0.1399578003173671,0.0807629768987115,0.0054250135267648,0.0188582135387057,0.01962302192928,0.9276720956175308,0.9163663334247456,0.6266041202522732,0.5816892972878418,0.6584841991113685,1.264563259200118,1.002598371493099,1.3851976835617534,0.2386735492391208,0.0545137441916918,1601,3201,0.1399578003173671,0.0807629768987115,7.449717234040054e-05,2.2080351706868865e-05,14.542007606476544,80,False,initial_80,0.1345327794551849,0.099546693265438
M1.050000_a0.22000000,1.05,0.22,False,0.1435406899321354,0.0776899506702274,0.1435636933557629,0.0776968934300555,0.0052363222706592,0.0183465878114849,0.0190792126474529,0.9266853715044432,0.9039093400501989,0.6241619733985502,0.5668855888480631,0.6589355928717864,1.2600938844136913,1.0024258125714764,1.39535416663546,0.2428840846549588,0.0423073299128528,1601,3201,0.1435636933557629,0.0776968934300555,2.402830440582689e-05,7.4073588310060926e-06,14.649119407869875,80,False,initial_80,0.1383043676614761,0.0960365384817123
M1.050000_a0.22500000,1.05,0.225,False,0.1469792621771554,0.0747033476696535,0.1469792863466801,0.0747885941747403,0.0049291449228981,0.0173559516801313,0.0180423260250442,0.9232918235970928,0.8972829712839513,0.615900783027673,0.5568511264707395,0.655420908933629,1.259850504519018,1.0026454648733654,1.4067778017536263,0.2499992733643954,0.0329230662849653,1601,3201,0.1469792863466801,0.0747885941747403,8.524650851319187e-05,2.728133714953157e-05,14.707098455168309,80,False,initial_80,0.1420501172542572,0.0920592993497848
M1.050000_a0.23000000,1.05,0.23,False,0.1502849463910669,0.0717284575596431,0.1502849646207212,0.0718090367310021,0.004515171477279,0.0159268706545254,0.0165545154660357,0.9181353187612684,0.8973952214878133,0.6037329985437299,0.5527498220800218,0.6494956420478922,1.2648915991299112,1.003226665238907,1.4187672190233125,0.2590219399144716,0.0269370589269145,1601,3201,0.1502849646207212,0.0718090367310021,8.057917342113629e-05,2.6729037073108222e-05,14.851939390413463,80,False,initial_80,0.1457697749137878,0.0876553282141685
M1.050000_a0.23500000,1.05,0.235,False,0.1534677774511452,0.0687650704883522,0.1534677611061556,0.0687650853565637,0.0040080130897636,0.0141150688625389,0.0146730820866623,0.9119691709421304,0.9044260316977532,0.5897412630410861,0.5553348440272722,0.642743021877628,1.2759852660648574,1.0041099015133546,1.430624575539717,0.2688461990322017,0.0245445802858838,1601,3201,0.1534677611061556,0.0687650853565637,2.2095755229010064e-08,7.600633925548261e-09,15.094839569181204,80,False,initial_80,0.1494597643613815,0.0828801393508911
M1.050000_a0.24000000,1.05,0.24,False,0.1565366214422875,0.0658129804207034,0.1565366286665228,0.065812969807926,0.0034231817631416,0.0119918010758214,0.0124708246088852,0.9055486162142248,0.9177672440878946,0.5757574942647732,0.5649049171818605,0.6364080091385805,1.29379960954597,1.005220048575823,1.4417311166062583,0.2784243044575916,0.0255713193169657,1601,3201,0.1565366286665228,0.065812969807926,1.2838248329914673e-08,4.564757207797965e-09,15.171515417285264,80,False,initial_80,0.1531134396791458,0.0778047814965248
M1.050000_a0.24500000,1.05,0.245,False,0.1594993604264298,0.0628719847849637,0.1594993399134159,0.0628719869616907,0.0027781261048355,0.0096428770371645,0.0100350915396046,0.8995346368582889,0.936160153739814,0.5631505555775239,0.5813285964293745,0.6312752983881812,1.3188688066041396,1.0064782974706852,1.451598246383144,0.28690087149279,0.0295573978433899,1601,3201,0.1594993399134159,0.0628719869616907,2.0628181687382016e-08,7.603962082620956e-09,15.340372804552317,80,False,initial_80,0.1567212343215942,0.0725148618221283
M1.050000_a0.25000000,1.05,0.25,False,0.1623630410048334,0.0599418843900432,0.1623630554863683,0.0599418713862332,0.0020921116682855,0.007165636607481,0.0074648026915015,0.8944303060164468,0.9579622778403166,0.5527926345873478,0.6041195316437127,0.6277242746450844,1.351513146002771,1.0078119993416923,1.4598909257004096,0.2936780015115786,0.0358766126733245,1601,3201,0.1623630554863683,0.0599418713862332,1.9463142784656544e-08,7.328738845805695e-09,15.43423656374216,80,False,initial_80,0.1602709293365478,0.0671075209975242
M1.050000_a0.25500000,1.05,0.255,False,0.1651339951439308,0.0570224832728613,0.1651339885926734,0.0570224752477267,0.0013858202381538,0.0046640884145986,0.0048656159395979,0.8905572120174425,0.981436206191309,0.545128752146588,0.6325376909852474,0.6258552010984904,1.3918177593310397,1.009159911597009,1.4664257445944382,0.2984233466909328,0.043854288382358,1601,3201,0.1651339885926734,0.0570224752477267,1.035962153601962e-08,4.106480740604723e-09,15.62275717779994,80,False,initial_80,0.1637481749057769,0.0616865716874599
M1.050000_a0.26000000,1.05,0.26,False,0.1678179387392793,0.0541135887170267,0.1678179288644599,0.0541135895225538,0.000681060964087,0.0022426848744917,0.0023438172887571,0.888066628008066,1.0049768930826906,0.5402852360230488,0.665691915339768,0.625612513064084,1.4396519156856402,1.0104743442383046,1.471150501984784,0.3010298325826435,0.0528573868975177,1601,3201,0.1678179288644599,0.0541135895225538,9.907619880202893e-09,4.264689161061684e-09,15.710081952624025,80,False,initial_80,0.1671368777751922,0.0563562735915184
M1.050000_a0.26500000,1.05,0.265,True,0.1704200556118148,0.0512150114879134,0.1704200643820586,0.0512150025836136,9.439774925623645e-08,5.102262022813053e-07,5.188850668106057e-07,0.8869725313924163,1.0272460570053132,0.5381778171684164,0.7026268367859942,0.626873969327045,1.4947526212320763,1.011720147084952,1.4741146211270009,0.3015552704407018,0.0623475737513117,1601,3201,0.1704200643820586,0.0512150025836136,1.2498149048151289e-08,5.058365974153258e-09,14.64400112722069,74,True,initial_80,0.1704199612140655,0.0512145012617111
M1.050000_a0.27000000,1.05,0.27,False,0.1729450620904541,0.0483265652104133,0.1729450489408375,0.0483265799535668,0.0006350777849578,0.0019803403659575,0.0020796806865449,0.8871926277164479,1.0472228359652818,0.5386007787982467,0.7423846059849549,0.6295030144788052,1.556781843934673,1.0128724155174642,1.4754377968071222,0.3001605937229987,0.071901320560739,1601,3201,0.1729450489408375,0.0483265799535668,1.9755328192376183e-08,8.410503587147286e-09,15.937358083203437,80,False,initial_80,0.173580139875412,0.0463462248444557
M1.050000_a0.27500000,1.05,0.275,False,0.1753972671823849,0.0454480664815938,0.1753972660582841,0.0454480701668055,0.0012032039565692,0.0036294290807282,0.0038236703850017,0.8885872104463706,1.0641975839227795,0.5412922832225975,0.7840373580396477,0.633373797079078,1.6253872814803552,1.0139139701858062,1.4752810362294504,0.2970592765556111,0.0812065278371453,1601,3201,0.1753972660582841,0.0454480701668055,3.8528415709564634e-09,1.6509806783283052e-09,16.147686730138958,80,False,initial_80,0.1766004711389541,0.0418186374008655
M1.050000_a0.28000000,1.05,0.28,False,0.1777806205260977,0.0425793352053555,0.1777806066043302,0.0425793318952754,0.0016847180616632,0.0049012909160049,0.0051827528969272,0.8909900623701089,1.0777362719432555,0.5459771935709504,0.8266851616935509,0.6383794662968397,1.7002404684794674,1.014832581609244,1.4738247929052877,0.2924797769526996,0.0900466320563805,1601,3201,0.1777806066043302,0.0425793318952754,1.4309865109610969e-08,6.465748810579731e-09,16.37193424627185,80,False,initial_80,0.1794653385877609,0.0376780442893505
M1.050000_a0.28500000,1.05,0.285,False,0.1800987533442254,0.0397201940322222,0.1800987666967634,0.0397201809359074,0.0020618327744727,0.0057707480991186,0.0061280248052183,0.8942302378161419,1.0876335089406426,0.5523927147875203,0.8693869897717823,0.6444322785640093,1.781062105794914,1.015619429152941,1.471251217781982,0.2866419388416896,0.0982792758462071,1601,3201,0.1800987666967634,0.0397201809359074,1.8703040707658842e-08,8.506032241375512e-09,16.555626552551985,80,False,initial_80,0.1821605861186981,0.0339494459331035
M1.050000_a0.29000000,1.05,0.29,False,0.1823550141389138,0.0368704687375015,0.1823550357245238,0.0368704558124522,0.0023189806406729,0.0062322433608955,0.00664970138587,0.8981452868249058,1.0938669484189272,0.5603011897284607,0.910874572461401,0.6514600539039367,1.849473691639228,1.0162674394830595,1.4677338252436345,0.2797468012331095,0.1058168754575825,1601,3201,0.1823550357245238,0.0368704558124522,2.5159401000061363e-08,1.172923980110267e-08,16.86157415341586,80,False,initial_80,0.1846739947795868,0.0306382253766059
M1.050000_a0.29500000,1.05,0.295,False,0.184552498864206,0.0340299881358211,0.1845524968463469,0.0340299978735087,0.0024428286084807,0.0062966342378919,0.0067538888306075,0.902588133167202,1.0965571161086436,0.569494875912324,0.9480268018423126,0.6594018596139297,1.856932192334673,1.0167709337106403,1.463430870065464,0.2719696189229817,0.1126085642622232,1601,3201,0.1845524968463469,0.0340299978735087,9.944562133232216e-09,4.763871096102416e-09,17.16639030352235,80,False,initial_80,0.1869953274726867,0.0277333538979291
M1.050000_a0.30000000,1.05,0.3,False,0.1866940773048012,0.0311985836818802,0.1866940686955383,0.0311985722079918,0.0024224304638297,0.0059869830951082,0.0064584933175782,0.9074295756733024,1.0959345724392278,0.5797958053596204,0.965948803163822,0.6682038123641201,1.8528731337911175,1.0171249542406562,1.4584825760467828,0.2634623346146479,0.118627888152698,1601,3201,0.1866940686955383,0.0311985722079918,1.4344668752616933e-08,7.089100680896075e-09,17.483271514065564,80,False,initial_80,0.1891165077686309,0.0252116005867719
M1.050000_a0.30500000,1.05,0.305,False,0.1887824160524999,0.0283760898874536,0.1887824248948744,0.0283761036722835,0.002249621086439,0.0053343591408267,0.0057893162356078,0.9125581674570072,1.0923136788656935,0.5910530706711334,0.9452501380917344,0.6778155839718573,1.8420272837869445,1.0173254623625467,1.4530100982693936,0.254353728216737,0.1238620610429512,1601,3201,0.1887824248948744,0.0283761036722835,1.6377091473226774e-08,8.12881727977064e-09,18.01374247763306,80,False,initial_80,0.1910320371389389,0.0230417307466268
