path,status,reason
code/scripts/evaluation/finalize_supersonic_convergence_assets.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/finalize_supersonic_validation_23pts.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/finalize_witness_modal_calibration.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/finalize_witness_spectral_calibration.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/finetune_pinn_supersonic_fixedM_qdef.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/finetune_pinn_supersonic_fixedM_qdef_ode.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/freeze_dense_supersonic_results.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/freeze_supersonic_sparse_PINN_reference_v2.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/freeze_supersonic_v2_assets_and_code.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/inspect_modal_reconstruction_path.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/inspect_solver_api.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/inspect_sparse_supersonic_expand1_raw.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/inspect_witness_solve_result.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/make_KH_shoot_prof_bundle.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/make_KH_shoot_prof_pdf_FAST.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/make_KH_shoot_review_pdf_A4.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/make_supersonic_article_result_figures_N76.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/make_supersonic_modes_pdf_46pts.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/make_supersonic_validated_review_plots.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/merge_supersonic_neutral_campaigns.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/merge_supersonic_pointwise_strict_reference.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/merge_supersonic_reference_dense_run.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/modal_reconstruction.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/mstab17_supersonic_solver.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/mstab17_supersonic_solver_a0ebbf85ec.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/package_supersonic_sparse_reference_v2_final_freeze.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/polish_supersonic_v2_left_tails.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/probe_witness_trajectories.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/rebuild_supersonic_validated_aggregates_and_plots.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/refit_supersonic_neutral_boundary_secant.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/render_highM_modes_dense.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/repair_blumen_isoline_point.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/repair_lowM_lowalpha_by_mach_continuation.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/repair_lowM_lowalpha_from_available_sources.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/run_N76_cost_shooting.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/run_T401_chunk_N76.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/run_blumen_true_positive_isoline_campaign.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/run_classical_from_scratch.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/run_dense_supersonic_campaign.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/run_dense_supersonic_convergence_audit.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/run_witness_spectral_reproduction.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/search_cr_ci_kappa_q_modulus.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/shooting_supersonic.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/smoke_test_local_supersonic_kappa_q_logamp.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_convergence_article_plotting.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_convergence_plot_inputs.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_kappa_q_modulus_reconstruction.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_modal_sample.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_mode_alignment.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_package_installation.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_pointwise_convergence_campaign.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_showcase_assets.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_spectral_reference.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/test_witness_case.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/track_supersonic_shooting_mach_continuation.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/track_supersonic_shooting_modal_surface.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/track_supersonic_shooting_multistart.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/triage_supersonic_high_mach_existing_candidates.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/evaluation/update_manifest_with_witness.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/adaptive_continuation_sweep_gep.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/analyze_supersonic_mode_database.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/archive_old_classical_supersonic_results.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/cluster_supersonic_mode_families.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/compute_classical_convergence_errors.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/dense_gep_notebook_style.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/inspect_convergence_results.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/probe_supersonic_shooting_first_neutral.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/run_supersonic_gep_blumen_guided_sweep.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/track_supersonic_branch_beam_search.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
code/scripts/legacy/track_supersonic_branch_continuation.py,REVIEW_NAME_PRESERVED,historical/importable module name retained to avoid breaking imports without role-specific review
