epoch,loss,modal_loss,compat,ode,bc,gauge,q_center,parity,ci_anchor,ci_batch_mean,ci_grad_norm,field_lr,ci_lr
11,0.060173108251004824,0.00047734818721056844,9.801894691507492e-07,2.0579178197362754e-05,2.7110422812348733e-06,3.5370520473810524e-06,7.982456028401271e-09,1.0563907714912382e-05,5.9695760063794255e-05,0.033986693632112,31.036706987551973,4.9999977309783096e-05,0.00019999990923913238
12,0.09033729237527417,0.0012541564732565487,1.945469002634615e-06,3.37197994084838e-05,8.687484991006587e-06,9.191521961468895e-06,2.288073091908329e-09,8.729858860507755e-06,8.908313590201763e-05,0.03429291971137601,32.82323414545298,4.999997299676748e-05,0.00019999989198706992
13,0.06849642403813033,0.0017233498813179278,2.2519544025964266e-06,2.980506600779943e-05,1.2781216358668969e-05,1.264171789628089e-05,4.495169387974507e-09,4.4422826563281545e-06,6.67730741568124e-05,0.03392398544200882,27.48906042564991,4.999996830870732e-05,0.00019999987323482928
14,0.02818541245881223,0.0015615402621659542,2.0137597752069356e-06,3.121549429881404e-05,1.3070669115414614e-05,1.0974101341945002e-05,4.418136151079949e-09,2.552642168803671e-06,2.6623872196646276e-05,0.03380008390554614,20.04481926349725,4.9999963245602686e-05,0.00019999985298241074
15,0.020694656948535867,0.0008229454365700845,1.60024131338396e-06,1.516417565527788e-05,9.337663496718483e-06,4.9478200368703455e-06,1.5031274553988234e-09,4.307599018137662e-06,1.9871711511965783e-05,0.03452129996233478,16.047839080547096,4.999995780745368e-05,0.0001999998312298147
16,0.038509179038613076,0.0001619239636286799,8.03708051242888e-07,2.5806845543635742e-05,2.901318276586145e-06,3.20694073221017e-07,5.400645495929852e-09,4.6160007475424626e-06,3.83472550749844e-05,0.034252653977275394,18.743275019673263,4.999995199426037e-05,0.00019999980797704147
17,0.04170532071452033,0.00017486134338897113,3.8895777217720356e-07,3.0104035286036715e-05,4.3357460780522374e-07,1.2328628230973324e-06,1.565952724142188e-08,3.2665653050877183e-06,4.153045937113136e-05,0.03423808557191935,23.56287520853697,4.999994580602285e-05,0.0001999997832240914
18,0.02793192685151644,0.0007258208648760804,8.794506866506084e-07,2.401109348144911e-05,4.600615247836198e-06,5.453378446784778e-06,2.3345269837555808e-08,4.08882504190188e-06,2.7206105986640363e-05,0.033733503445542136,22.095133131405678,4.999993924274122e-05,0.00019999975697096488
19,0.013826995464696174,0.001192112129665956,1.549567303414316e-06,2.256068837287209e-05,1.0208176453526842e-05,8.312324699841336e-06,2.237727392646129e-08,5.187885435029562e-06,1.2634883335030218e-05,0.03360098919025725,12.154384016289015,4.9999932304415574e-05,0.0001999997292176623
20,0.017723374172290893,0.0007613120035402871,1.0212387865382955e-06,4.33320679152188e-05,7.426743715590036e-06,4.7412424984143484e-06,1.1080969907774898e-08,3.032183226754335e-06,1.6962062168750607e-05,0.03523234098149458,12.43029277801451,4.999992499104604e-05,0.00019999969996418416
21,0.026195284783730642,0.0001461483882951954,4.4449455447945303e-07,1.8190034240524018e-05,2.2211592369753076e-06,5.190661590568078e-07,4.787621444037421e-09,2.5874735362711475e-06,2.6049136395435444e-05,0.03440546612767247,22.119576561312346,4.999991730263272e-05,0.00019999966921053087
22,0.021790699010744232,0.00013018960771702336,4.828622563299168e-07,2.068198973721678e-05,1.0440227081873873e-06,6.76479356511135e-07,1.61010639087154e-08,4.247769143278612e-06,2.166050940302721e-05,0.033624008288171685,20.646037046028034,4.999990923917574e-05,0.00019999963695670295
23,0.010588832606272478,0.0005070984533566057,7.329749007052994e-07,2.084438792046404e-05,2.8610821161593218e-06,3.84754211110966e-06,3.2909868405929005e-08,4.710365447390681e-06,1.0081734152915873e-05,0.033849801265512326,8.685734525395054,4.999990080067522e-05,0.0001999996032027009
24,0.012545976519028033,0.0005741333168236234,7.987915618722483e-07,3.5412130129845524e-05,4.320618556279448e-06,3.925151276304384e-06,2.7350355720507557e-08,2.7848521303505463e-06,1.1971843202204409e-05,0.03309367616300012,11.530763238853794,4.9999891987131307e-05,0.00019999956794852523
25,0.019523827402306602,0.0002928735312809782,8.112848586007821e-07,1.8173605716384206e-05,4.147598871941103e-06,1.33497206921091e-06,6.1364483851011505e-09,2.6839120824202357e-06,1.9230953871025624e-05,0.03401609713008957,18.509231692120576,4.999988279854414e-05,0.00019999953119417656
26,0.016477384290277036,0.00010597610170984983,5.854029130979927e-07,2.502872590081852e-05,2.0865316970310395e-06,6.177395055279627e-08,1.7986522447485594e-09,2.3118713818557503e-06,1.6371408188567185e-05,0.034148055583185066,14.64220268190817,4.999987323491384e-05,0.00019999949293965537
27,0.009387453813431581,0.00011266300491389343,2.8668273375398223e-07,2.178653061936359e-05,7.42338087628186e-08,8.265742831356795e-07,1.4420441826978236e-08,1.147680796718622e-06,9.274790808517689e-06,0.0332408538536097,4.043610955261612,4.9999863296240586e-05,0.00019999945318496234
28,0.011145291250190292,0.0002474494662237518,4.839525829636923e-07,2.5481371650274607e-05,1.6403246975153568e-06,1.6271990512688844e-06,2.3348425124327038e-08,1.56350005802764e-06,1.089784178396654e-05,0.03471270030751838,10.023965908325701,4.9999852982524525e-05,0.0001999994119300981
29,0.013997024903078697,0.00021561576720258987,4.837817531716535e-07,1.885783522475724e-05,2.9559851472203206e-06,9.798690947893433e-07,1.354433269922879e-08,1.9437217672858266e-06,1.3781409135876107e-05,0.03502101491664171,10.705939201704147,4.999984229376581e-05,0.00019999936917506323
30,0.010433834271011747,9.042011579858126e-05,3.032705514161179e-07,1.740413952439861e-05,1.8257825765839026e-06,1.1821092132632012e-07,2.1672099379619607e-09,1.758306979176345e-06,1.0343414155213165e-05,0.03468484280577877,5.508137845083635,4.999983122996462e-05,0.00019999932491985848
31,0.008763832362127341,7.261753156466738e-05,3.3558970294568765e-07,1.854076337851805e-05,6.411555097124078e-07,2.7740700541583816e-07,1.7575342608321517e-09,1.9304661287892386e-06,8.691214830562674e-06,0.03363305314986563,4.9186346578516345,4.999981979112114e-05,0.00019999927916448457
32,0.012384085459587312,0.00012377120670362116,3.285736961732566e-07,1.7519483504381944e-05,6.732018311410587e-07,7.919468877817425e-07,4.163855558810404e-09,1.4058892612522183e-06,1.226031425288369e-05,0.034395332606211415,8.088663469868457,4.999980797723553e-05,0.00019999923190894213
33,0.010113589820031039,0.00014942885741800997,4.015623856329168e-07,1.817342432930195e-05,2.015638533639895e-06,6.236950514734639e-07,4.251804503719785e-09,1.8851030524951132e-06,9.964160962613028e-06,0.03408497308833048,5.552110591888313,4.999979578830799e-05,0.00019999918315323197
34,0.008030855533566385,0.00010341341794792924,4.413562662228987e-07,1.583662766987531e-05,2.178267308961085e-06,1.2957794299523078e-07,2.805815980719803e-09,2.1911987663944288e-06,7.927442115618455e-06,0.034561456899629264,1.5922026119043833,4.9999783224338704e-05,0.00019999913289735482
35,0.011032065097489576,5.5488464850783986e-05,2.5568582575814084e-07,2.6964988184747214e-05,4.0473186354857584e-07,1.1028297459616199e-07,1.359139013056931e-09,1.1839425338718364e-06,1.0976576632638792e-05,0.0342683370819233,6.534095806226142,4.999977028532787e-05,0.0001999990811413115
36,0.009596210122267959,7.460536013624294e-05,2.5363473198860665e-07,2.076695550819457e-05,3.5613842292080883e-07,3.78838521294488e-07,1.0222071458400937e-09,9.783037845574275e-07,9.521604762131716e-06,0.03485828747269322,6.010865099597669,4.999975697127571e-05,0.00019999902788510283
37,0.007884572308356912,0.00010870622308582248,3.324881751994718e-07,1.4392506768109447e-05,1.6951203347138787e-06,3.653585882068881e-07,1.839108861184948e-09,1.3540286694803253e-06,7.77586608527109e-06,0.03417481454484707,2.9400939674324276,4.999974328218241e-05,0.00019999897312872965
38,0.00949861785733205,8.631925376963145e-05,2.57138690014955e-07,2.0378231010669477e-05,1.6218706990326002e-06,1.1939454576714232e-07,3.309362652066622e-09,9.80273428332541e-07,9.412298603562418e-06,0.03497139110592937,5.375626243194488,4.99997292180482e-05,0.0001999989168721928
39,0.009459634703623836,4.3561404423059784e-05,2.1702296082071064e-07,1.5816592956650478e-05,6.1192563827783e-07,4.8452670707061895e-08,4.110887668887079e-09,9.654712780810982e-07,9.416073299200776e-06,0.03473001042382114,7.199876878678483,4.9999714778873304e-05,0.00019999885911549322
40,0.007698290803443681,4.7631521467767525e-05,2.2180783327130436e-07,1.840292082658022e-05,2.1982082595709516e-07,1.7986375399733426e-07,3.652801153898531e-09,1.0206909750356872e-06,7.650659281975914e-06,0.03478295904711223,3.0425925966158105,4.999969996465794e-05,0.00019999879985863175
41,0.008540225060989972,7.731208658856556e-05,2.751491297238892e-07,2.2537906543714213e-05,9.38810533904035e-07,2.08976734253922e-07,1.9508514798766208e-09,1.0265315245028532e-06,8.462912974401406e-06,0.03432615670630888,5.001495610976238,4.999968477540235e-05,0.0001999987391016094
42,0.009075447897590239,8.112864348700134e-05,3.383857158903162e-07,2.4011644679485998e-05,1.3667943704480515e-06,9.122144500005428e-08,9.73449813908171e-10,1.1068098831711586e-06,8.994319254103237e-06,0.03330954918165151,6.774079901286314,4.9999669211106764e-05,0.00019999867684442705
43,0.007460058334465687,3.687233364987697e-05,2.5027820814324936e-07,1.485654941684602e-05,4.457543611984565e-07,3.474041234624129e-08,1.2102058197062546e-09,8.056379397436155e-07,7.42318600081581e-06,0.033915503177758884,1.195602462556799,4.999965327177145e-05,0.0001999986130870858
44,0.008160144330449972,2.9284298808422764e-05,2.0316772525619077e-07,1.454883513560386e-05,8.511905661030501e-08,7.919198933281638e-08,1.6081393040139353e-09,9.806112874813552e-07,8.130860031641549e-06,0.03413135614553811,5.336130094570848,4.999963695739663e-05,0.00019999854782958652
45,0.008407633828920043,5.91705102260183e-05,2.385246668354885e-07,1.9058944646001903e-05,8.098599399349712e-07,1.0811310844871026e-07,1.955348128259586e-09,1.1502625206497251e-06,8.348463318694024e-06,0.034114894273844315,5.403095318527115,4.999962026798258e-05,0.00019999848107193032
46,0.007413515598013965,5.915095868055525e-05,2.139973916357058e-07,1.854028009617648e-05,9.863758075794044e-07,6.530914870862829e-08,2.1944429128335192e-09,1.0207638379701795e-06,7.3543646393334095e-06,0.03456928468511601,1.5496997454045527,4.999960320352956e-05,0.00019999841281411824
47,0.007746352996318912,3.950239460666456e-05,2.1595622944288064e-07,2.1384464948550652e-05,3.797770232245952e-07,2.219989630617172e-08,1.8812779552487936e-09,9.087109299538282e-07,7.706850601712247e-06,0.03425864951198319,4.008056075350885,4.999958576403784e-05,0.00019999834305615136
48,0.008043101183496418,2.894268403049501e-05,2.1858488478829288e-07,1.879555954235428e-05,8.754638079286159e-08,2.9825927179816285e-08,1.4834938341611975e-09,8.173783146953514e-07,8.014158499465924e-06,0.035114026416846064,3.8279599213953666,4.9999567949507696e-05,0.00019999827179803078
49,0.007255779307065425,4.9163798635018486e-05,2.28319248996414e-07,2.3523407561284592e-05,5.191668804470204e-07,5.302571806534307e-08,1.6642569718552364e-09,9.654967995849328e-07,7.206615508430406e-06,0.034632283534011196,1.4387831560446307,4.999954975993941e-05,0.00019999819903975764
50,0.007410832292221878,5.1678742967140354e-05,2.6891302577133034e-07,1.9843836623944645e-05,7.309279908837755e-07,4.321835594757883e-08,1.8866900665018668e-09,1.0159856318247235e-06,7.359153549254737e-06,0.033851042549532334,2.4439845628244723,4.999953119533326e-05,0.00019999812478133303
51,0.007765576924262722,3.3904828748298936e-05,2.055372829048634e-07,2.1930711507817733e-05,2.0454979435011152e-07,1.547347096385552e-08,1.3923197286420344e-09,8.837300801887528e-07,7.731672095514423e-06,0.0341705687714494,3.2245165816918195,4.9999512255689554e-05,0.00019999804902275822
52,0.007039524856316274,2.4708433460408386e-05,2.0650574301883574e-07,1.727560574915876e-05,7.433447002316245e-08,9.047493809455032e-09,1.0005490529427967e-09,8.296413556332313e-07,7.014816422855866e-06,0.033908599498639905,1.2130713695295445,4.999949294100858e-05,0.00019999797176403433
53,0.007255423947009571,3.7581993210631684e-05,2.0030253896003133e-07,1.6854165476294374e-05,4.642648626123804e-07,2.601664372126442e-08,1.0786747383953784e-09,9.500467758101975e-07,7.217841953798939e-06,0.034208467466245486,1.9793210515085942,4.999947325129064e-05,0.00019999789300516256
54,0.0073788398847128645,3.886837130967475e-05,1.9779969680865502e-07,1.7807358829955706e-05,4.7115790110710234e-07,2.8072837275126982e-08,1.294249721428914e-09,8.020464168865633e-07,7.33997151340319e-06,0.03398990202233599,2.909222219331735,4.9999453186536055e-05,0.00019999781274614422
55,0.006959203337827348,2.8432838648722294e-05,1.949928442748144e-07,1.9060240293539373e-05,1.5036833082041406e-07,7.888366278961977e-09,1.0743909141266037e-09,8.535306767487979e-07,6.930770499178625e-06,0.03449726445226403,1.7028762841836014,4.999943274674514e-05,0.00019999773098698057
56,0.007048330095167025,2.2753943566760265e-05,1.9859552149973326e-07,1.649438469594274e-05,6.295813031426327e-08,2.360897863623933e-09,8.989940589514314e-10,8.050837845733396e-07,7.025576151600264e-06,0.0352792173465193,1.9673922385362415,4.999941193191822e-05,0.0001999976477276729
57,0.007144873336110221,3.4371179238593104e-05,2.1462689684692564e-07,1.8387801340602563e-05,3.28202789478267e-07,1.6616414506992756e-08,9.586370724099488e-10,9.05987759299613e-07,7.110502156871628e-06,0.03503185832806797,3.290418313123967,4.999939074205562e-05,0.00019999756296822248
58,0.006778662629408454,3.912895176776845e-05,2.1887853518984183e-07,2.3378296386275818e-05,3.21085175676025e-07,1.5831614734742556e-08,1.073188185940429e-09,7.761077878445113e-07,6.739533677640685e-06,0.03306520153204073,0.9801293804438383,4.999936917715767e-05,0.00019999747670863068
59,0.006929654668958153,2.3271893413352564e-05,1.9362885092096667e-07,1.7763041552451674e-05,3.963969708334631e-08,3.0333367268051645e-09,1.0521412612548517e-09,7.08229873890709e-07,6.9063827755448e-06,0.033826500253760716,2.462648936110255,4.999934723722471e-05,0.00019999738894889885
60,0.006903007900906693,2.45462129376401e-05,1.8093095248913228e-07,1.7246085987342745e-05,1.0850896007334733e-07,2.618108464062713e-09,9.86702523196704e-10,8.122742343081433e-07,6.878461687969053e-06,0.03437935424013509,2.5090585790075,4.99993249222571e-05,0.0001999972996890284
61,0.006644599370747364,3.437369558499528e-05,1.9754489664524043e-07,2.132410896810784e-05,2.605858792893308e-07,1.1210272938209923e-08,9.076029185818787e-10,7.91349028222769e-07,6.610225675162369e-06,0.033865839475762674,0.6350836904953518,4.9999302232255173e-05,0.0001999972089290207
62,0.006786939298188098,3.2023353080458576e-05,1.835638346271812e-07,2.1858739366443815e-05,1.798646536657239e-07,9.224574743596134e-09,9.602489865287758e-10,8.650971958337208e-07,6.754915945107639e-06,0.034482928787343436,2.3129794244829505,4.999927916721931e-05,0.00019999711666887724
63,0.006702402021848475,2.686787264055902e-05,1.8871987180583487e-07,2.1807306834837584e-05,2.951315791233761e-08,2.3729030843798316e-09,1.0492848601637758e-09,8.069237703814937e-07,6.675534149207916e-06,0.03363022696723377,1.5074762832349502,4.9999255727149865e-05,0.00019999702290859946
64,0.0065323203625307,2.944892557372341e-05,2.00087415165218e-07,2.2294307313626475e-05,8.746363958999906e-08,3.625557340124844e-09,1.0964311203343606e-09,8.210608641972724e-07,6.502871436956977e-06,0.03404084822222986,0.8680124326128814,4.999923191204719e-05,0.00019999692764818876
65,0.006629596570638513,3.075115205957306e-05,1.955457737413623e-07,2.0364041036185118e-05,1.8265697766855163e-07,8.261259957422925e-09,9.122812422220174e-10,8.426783013870619e-07,6.59884541857894e-06,0.034963396269868136,1.544419214851673,4.9999207721911686e-05,0.00019999683088764675
66,0.006519802006521315,2.8598887478697142e-05,1.7463328766888782e-07,2.2074366159861023e-05,7.295213315446486e-08,6.990024911412012e-09,9.016511621941253e-10,7.12428886794143e-07,6.491203119042618e-06,0.03568721435947912,0.9946061007597691,4.9999183156743726e-05,0.0001999967326269749
67,0.006419550603181509,2.424050544108391e-05,1.967379276228165e-07,1.9202381520172026e-05,2.315420603609946e-08,2.7184953774011633e-09,1.0948946405694883e-09,6.734993017565966e-07,6.395310097740425e-06,0.034731728145750235,0.6208764156317697,4.99991582165437e-05,0.0001999966328661748
68,0.006481205364773576,2.201622751691424e-05,1.8104733572055197e-07,1.5096991592192897e-05,9.119796567843662e-08,4.123619114110246e-09,1.1794253502432222e-09,7.381473892284733e-07,6.459189137256663e-06,0.03373078512504381,1.4557408055237577,4.9999132901312006e-05,0.00019999653160524802
69,0.00634034887355507,2.511701798875398e-05,1.9126808587597485e-07,1.7090947514935992e-05,1.0778242159677015e-07,8.077239646500678e-09,1.015308867360563e-09,7.874076300529884e-07,6.315231855566317e-06,0.034717159630940395,0.996620408842208,4.9999107211049026e-05,0.0001999964288441961
70,0.006324029641381915,2.5953061000243085e-05,1.811916128171591e-07,2.044886517196499e-05,3.6172540025947916e-08,6.2485439505413935e-09,7.542343602753425e-10,8.441225369089163e-07,6.298076580381671e-06,0.034758952505643884,0.7480644984059717,4.999908114575519e-05,0.00019999632458302075
71,0.006326764609147705,2.567588638377073e-05,1.9173661990116684e-07,2.0847984289653074e-05,2.1024630206058995e-08,1.9995566039745886e-09,7.729993619772834e-10,8.046456539556902e-07,6.301088722763935e-06,0.03463391343034675,1.4849245966440057,4.9999054705430886e-05,0.00019999621882172355
72,0.006203933367219005,2.5041918107239563e-05,1.8091669426745802e-07,1.8576573294488843e-05,7.493861902155927e-08,4.440690600999718e-09,8.686032929239469e-10,7.652304503447916e-07,6.178891449111766e-06,0.034477953176282744,0.6163589424742207,4.999902789007655e-05,0.0001999961115603062
73,0.006205926640995434,2.1595593463130386e-05,1.839861267087161e-07,1.5464757281436787e-05,5.098525335179392e-08,7.770874804170286e-09,1.0036529618776701e-09,7.123063031233811e-07,6.184331047532304e-06,0.03420212335752954,1.2414915074397979,4.999900069969259e-05,0.00019999600279877036
74,0.006174776227859481,2.5137310722479983e-05,1.8473069696824466e-07,2.0434476457361474e-05,1.5119899261683844e-08,3.999867758175945e-09,1.1959666392996463e-09,7.612231940345335e-07,6.149638917137002e-06,0.03413250721237622,1.3079290672829964,4.9998973134279455e-05,0.00019999589253711782
75,0.006081020311576217,2.338808754101389e-05,1.6826549799728e-07,1.865587625297142e-05,3.658486288272474e-08,1.1735547837545519e-09,1.4717604750880414e-09,7.45282211447475e-07,6.057632224035204e-06,0.034736948564792085,0.39034007794496617,4.999894519383756e-05,0.00019999578077535023
76,0.0060926532416683155,2.5081476379641496e-05,1.8144347462599403e-07,1.9264289950328193e-05,5.0142038015413265e-08,5.3462209879966776e-09,1.687916038141414e-09,7.302893272753805e-07,6.067571765288674e-06,0.03347251364329304,1.193332700615128,4.9998916878367356e-05,0.00019999566751346942
77,0.006024154968360442,2.6078474418584245e-05,1.790265875217288e-07,2.094149173261158e-05,2.615900904304693e-08,6.141012938421067e-09,1.6788618081610296e-09,7.711082339412727e-07,5.998076493941858e-06,0.03375426701583442,0.5267685306188348,4.999888818786929e-05,0.00019999555275147717
78,0.005979066537517856,2.8425007241009868e-05,1.857764212137662e-07,2.4121838423728883e-05,1.054330423320082e-08,1.2635365674113356e-09,1.4546874788444279e-09,7.103911715540585e-07,5.950641530276845e-06,0.034441981298815746,0.7148469533340619,4.9998859122343814e-05,0.00019999543648937526
79,0.005965775861635881,2.6272636250689038e-05,1.8371801300561268e-07,2.127928957191601e-05,3.242087806658063e-08,1.9343511119558886e-09,9.312594303069678e-10,7.553122330357567e-07,5.939503225385192e-06,0.03553386968778494,0.852894857443474,4.9998829681791394e-05,0.00019999531872716558
80,0.005888683702609625,2.7286214656863633e-05,1.8130169305488712e-07,2.207122795829369e-05,2.9288674749043134e-08,5.571789528361642e-09,7.86738474800555e-10,7.577008260757115e-07,5.861397487952761e-06,0.034249555681780966,0.26535120799139855,4.999879986621248e-05,0.00019999519946484992
81,0.005864855678955875,2.0004045667943196e-05,1.7691406321963668e-07,1.5627876536635133e-05,1.4140293678815482e-08,2.7851065099128793e-09,9.543669814281882e-10,6.662983579836098e-07,5.844851633287932e-06,0.03467871072520855,0.5454601711697002,4.9998769675607555e-05,0.00019999507870243022
82,0.0058215833625348415,1.909732791308924e-05,1.6934272207930156e-07,1.5002234619672055e-05,1.7225149842910234e-08,4.153452678212152e-10,9.104670550036316e-10,7.406444782585907e-07,5.8024860346217526e-06,0.033706818839046,0.5714688203344696,4.99987391099771e-05,0.0001999949564399084
83,0.005767527375353526,2.3154993702471567e-05,1.8019981102782346e-07,1.821951604384982e-05,2.6902547914989415e-08,3.705379950940326e-09,9.299293372686093e-10,7.600357342351258e-07,5.744372381651054e-06,0.034831300954443645,0.2828472303906964,4.9998708169321576e-05,0.0001999948326772863
84,0.005749952747182953,2.369349088921206e-05,1.8524278528702656e-07,1.8932724610624562e-05,1.8055765422938864e-08,3.655595919666825e-09,8.111482988804645e-10,7.352786079717685e-07,5.726259256293741e-06,0.03324354591001183,0.7221119075136911,4.999867685364149e-05,0.00019999470741456597
85,0.005702651779368282,2.9588032878599584e-05,1.7677232071588653e-07,2.5589147598898126e-05,9.100485814954833e-09,3.889036430583456e-10,7.90247862940834e-10,7.497671545168419e-07,5.673063746489683e-06,0.036169950614842884,0.6082830733086523,4.999864516293733e-05,0.0001999945806517493
86,0.005655255248460077,2.350091820979009e-05,1.9468419226018545e-07,1.8773921754610432e-05,1.7022100460637366e-08,1.6944896111890208e-09,7.680015336196282e-10,7.583231598534332e-07,5.6317543302502865e-06,0.03362059361467311,0.379102917715752,4.999861309720959e-05,0.00019999445238883835
87,0.005627533943000718,2.313889967631996e-05,1.7954728773396654e-07,1.8590236113414166e-05,1.6498373824227395e-08,3.2926266739074696e-09,6.925529604081698e-10,6.6059410094038e-07,5.6043950433243975e-06,0.03424822723343046,0.7142412284216572,4.999858065645879e-05,0.00019999432262583517
88,0.00557226053633833,2.4292997041197444e-05,1.676220947338238e-07,2.0356231785766863e-05,1.149701009730366e-08,9.01376813703669e-10,7.441057557784717e-10,7.389358247653703e-07,5.547967539297133e-06,0.034058856916503844,0.1443450755138305,4.9998547840685446e-05,0.00019999419136274178
89,0.005546146565413428,2.324076370428317e-05,1.8839457001859887e-07,1.889842315764888e-05,1.2238271635210052e-08,6.601943469937374e-10,8.67010579088667e-10,6.977377067423112e-07,5.522905801709145e-06,0.033732895150440576,0.706876277692399,4.9998514649890065e-05,0.00019999405859956026
90,0.005497205865084612,2.093377987760015e-05,1.8442592117072917e-07,1.6358682771343774e-05,1.6710596390787425e-08,2.353112558163226e-09,1.0246234475050078e-09,7.395014420341943e-07,5.476272085207012e-06,0.0340255971563482,0.3674124343440971,4.999848108407317e-05,0.00019999392433629268
91,0.005457430966095343,2.1963236424974802e-05,1.6994456823195256e-07,1.791283056901313e-05,1.2142831386060128e-08,1.2689142475215378e-09,1.092529093334569e-09,7.9076533400997e-07,5.435467729670368e-06,0.03371458341337482,0.3206201263840322,4.999844714323529e-05,0.00019999378857294117
92,0.005428979467870426,2.3790869929566053e-05,1.7772264516609397e-07,1.9792096261535397e-05,8.146038654116837e-09,2.850447489840929e-10,8.96400220432771e-10,8.482116487299818e-07,5.40518859794086e-06,0.03294911686478551,0.3896042269774461,4.999841282737697e-05,0.00019999365130950788
93,0.005378350589557795,2.2983710601442882e-05,1.9259529163448825e-07,1.8491208027504124e-05,1.1141151685090593e-08,1.492119230991261e-09,7.768977717090814e-10,7.779823602686544e-07,5.355366878956352e-06,0.034115128643188955,0.14050172866311958,4.999837813649874e-05,0.00019999351254599497
94,0.005345305606769672,2.054927280938797e-05,1.72193110129613e-07,1.643584371387264e-05,1.2100596444416336e-08,1.3148110184748476e-09,7.968408734733864e-10,8.673710799807457e-07,5.324756333960284e-06,0.035030984984869326,0.3825017799270861,4.999834307060116e-05,0.00019999337228240465
95,0.005306430613058506,2.3124133018145233e-05,1.7878110236527204e-07,1.9090325789400423e-05,9.634661171086416e-09,2.7044928692457223e-10,7.588660490119151e-10,7.029134275814669e-07,5.283306480040361e-06,0.034713967105924864,0.34779169367299423,4.999830762968478e-05,0.00019999323051873911
96,0.005261864788917097,1.8909529337379947e-05,1.9002048519502446e-07,1.4557580785551353e-05,1.005108547512896e-08,9.019549371677603e-10,7.844982141567837e-10,7.912089676457326e-07,5.242955259579718e-06,0.03448778140318382,0.18471904046637458,4.9998271813750156e-05,0.00019999308725500062
97,0.005234284665452538,2.5124315115209078e-05,1.7686275769505655e-07,2.0976478760809836e-05,1.1654666705410974e-08,1.152928662891091e-09,7.254388602562422e-10,7.209872766308009e-07,5.20916035033733e-06,0.034064713568427676,0.3631132048762838,4.999823562279785e-05,0.0001999929424911914
98,0.005192225775316065,2.624870937620245e-05,1.7304396523920036e-07,2.230570397446242e-05,9.650419391665072e-09,3.9207083532239506e-10,7.32546497512615e-10,7.597066933940094e-07,5.165977065939862e-06,0.034910611665816035,0.192859474183901,4.9998199056828446e-05,0.00019999279622731378
