source_path,proposed_destination,collision_group,experiment,chart,seed,anchor_budget,content_sha256,identical_content,proposed_unique_destination,action,reason
pinn_subsonic/assets/atlas/article/atlas/Fig_03_sparse_spectral_supervision.png,assets/article/misc/Fig_03_sparse_spectral_supervision.png,COLLISION_001,atlas,,,,9af485720d2aed2a33f968a4e5f1baa4c757933e30ab649a092b4cb73375c2ea,true,assets/article/misc/Fig_03_sparse_spectral_supervision.png,KEEP_CANONICAL,Byte-identical group; retain the highest-priority canonical source.
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/README.md,assets/pinn_subsonic/csv/README.md,COLLISION_006,fixed_Mach,,,,a1fcf2333f36fed10852f64889588b4aec5ba23f24e6612a5d987aa68510a406,false,assets/pinn_subsonic/csv/canonical_source/source_tree/assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/README.md,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/mach_fixed/frozen_M05_riccati_reference_current/README.md,assets/pinn_subsonic/csv/README.md,COLLISION_006,fixed_Mach,,,,cdc177f87fbcff18eb2b3bb36412df2fbb51b43b34f2a17174a57dbfbefd59ab,false,assets/pinn_subsonic/csv/canonical_source/source_tree/assets/pinn_subsonic/mach_fixed/frozen_M05_riccati_reference_current/README.md,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/article/results_pinn/release_final/data/atlas_catalog_49_charts.tsv,assets/pinn_subsonic/csv/atlas_catalog_49_charts.tsv,COLLISION_007,atlas,,,,dae867779bda0e3d6e8fc3e8f9ac72c33eab0989b0840830acc18253c778dd69,true,assets/pinn_subsonic/csv/atlas_catalog_49_charts.tsv,DEDUPLICATE,Byte-identical duplicate of assets/pinn_subsonic/joint_ci_mode_final_assets_v1/data/atlas_catalog_49_charts.tsv; no extra copy required.
assets/pinn_subsonic/joint_ci_mode_final_assets_v1/data/atlas_catalog_49_charts.tsv,assets/pinn_subsonic/csv/atlas_catalog_49_charts.tsv,COLLISION_007,atlas,,,,dae867779bda0e3d6e8fc3e8f9ac72c33eab0989b0840830acc18253c778dd69,true,assets/pinn_subsonic/csv/atlas_catalog_49_charts.tsv,KEEP_CANONICAL,Byte-identical group; retain the highest-priority canonical source.
assets/pinn_subsonic/joint_ci_mode_final_assets_v3/data/atlas_catalog_49_charts.tsv,assets/pinn_subsonic/csv/atlas_catalog_49_charts.tsv,COLLISION_007,atlas,,,,dae867779bda0e3d6e8fc3e8f9ac72c33eab0989b0840830acc18253c778dd69,true,assets/pinn_subsonic/csv/atlas_catalog_49_charts.tsv,DEDUPLICATE,Byte-identical duplicate of assets/pinn_subsonic/joint_ci_mode_final_assets_v1/data/atlas_catalog_49_charts.tsv; no extra copy required.
assets/pinn_subsonic/article_work/fixed_mach_stage0_multiseed/seed_1234/stage0_report.txt,assets/pinn_subsonic/csv/stage0_report.txt,COLLISION_008,fixed_Mach,,1234,,18e2cc528e6da8f437d137397dfc486f48e67b41cb5c8a130eac62781c6aa69c,false,assets/pinn_subsonic/csv/canonical_source/seed_1234/source_tree/assets/pinn_subsonic/article_work/fixed_mach_stage0_multiseed/seed_1234/stage0_report.txt,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/article_work/fixed_mach_stage0_multiseed/seed_2345/stage0_report.txt,assets/pinn_subsonic/csv/stage0_report.txt,COLLISION_008,fixed_Mach,,2345,,744505231effc4c01d31b8b857f310c4be65622d96b61faedaa0e742ad0b90ba,false,assets/pinn_subsonic/csv/canonical_source/seed_2345/source_tree/assets/pinn_subsonic/article_work/fixed_mach_stage0_multiseed/seed_2345/stage0_report.txt,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/article_work/fixed_mach_stage0_multiseed/seed_3456/stage0_report.txt,assets/pinn_subsonic/csv/stage0_report.txt,COLLISION_008,fixed_Mach,,3456,,46d62b22666f2cb3ce82e5304948edf12e3662bc34c5aa6cc5116006763bec52,false,assets/pinn_subsonic/csv/canonical_source/seed_3456/source_tree/assets/pinn_subsonic/article_work/fixed_mach_stage0_multiseed/seed_3456/stage0_report.txt,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/ci/Fig_ci_curve_hybrid8_vs_physics_only.png,assets/pinn_subsonic/png/ci/Fig_ci_curve_hybrid8_vs_physics_only.png,COLLISION_009,subsonic_general,,,A0,6fafbd114433d4ac384640117ab93648c3e7a752ae87d09eb88317851380043c,false,assets/pinn_subsonic/png/ci/canonical_source/A0/source_tree/assets/pinn_subsonic/ci/Fig_ci_curve_hybrid8_vs_physics_only.png,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/ci/ci_curve_hybrid8_vs_physics_only.png,assets/pinn_subsonic/png/ci/Fig_ci_curve_hybrid8_vs_physics_only.png,COLLISION_009,subsonic_general,,,A0,aec550c172e639c3dbb14647eb7b5d06cfa222fd310683fcc16f0cea5f2346f1,false,assets/pinn_subsonic/png/ci/canonical_source/A0/source_tree/assets/pinn_subsonic/ci/source_path/assets/pinn_subsonic/ci/ci_curve_hybrid8_vs_physics_only.png,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/ci/Fig_ci_supervision_needed_barplot.png,assets/pinn_subsonic/png/ci/Fig_ci_supervision_needed_barplot.png,COLLISION_010,subsonic_general,,,,f34bcb96f6e2e3944f90cbfc11175c16077effcd572fc032a870f8c16bfad8ba,false,assets/pinn_subsonic/png/ci/canonical_source/source_tree/assets/pinn_subsonic/ci/Fig_ci_supervision_needed_barplot.png,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/ci/ci_supervision_needed_barplot.png,assets/pinn_subsonic/png/ci/Fig_ci_supervision_needed_barplot.png,COLLISION_010,subsonic_general,,,,d1bd98a2f21755e5f5b94e078b24cb403dcb20c87b029b12f1fa81939fad0c34,false,assets/pinn_subsonic/png/ci/canonical_source/source_tree/assets/pinn_subsonic/ci/source_path/assets/pinn_subsonic/ci/ci_supervision_needed_barplot.png,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/modes/Fig_mode_error_vs_alpha.png,assets/pinn_subsonic/png/modes/Fig_mode_error_vs_alpha.png,COLLISION_011,subsonic_general,,,,b5f7b8b40c93c1ffb872929bdf6faccbfa68995ae3846d0d6489de42fb79319c,false,assets/pinn_subsonic/png/modes/canonical_source/source_tree/assets/pinn_subsonic/modes/Fig_mode_error_vs_alpha.png,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
assets/pinn_subsonic/modes/mode_error_vs_alpha.png,assets/pinn_subsonic/png/modes/Fig_mode_error_vs_alpha.png,COLLISION_011,subsonic_general,,,,7b474121b47d673d5d2faa07fb5318077ed16fcfae0187ee184ea007c9991239,false,assets/pinn_subsonic/png/modes/canonical_source/source_tree/assets/pinn_subsonic/modes/source_path/assets/pinn_subsonic/modes/mode_error_vs_alpha.png,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/build_ci_and_atlas_assets.py,code/plots/scripts/pinn_subsonic/build_ci_and_atlas_assets.py,COLLISION_012,atlas,,,,f650c769382b6b37e9e7b30a6a04d73cb3f63c1f7f92ec978297af8a2d3ce63d,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/build_ci_and_atlas_assets.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/build_ci_and_atlas_assets.py,code/plots/scripts/pinn_subsonic/build_ci_and_atlas_assets.py,COLLISION_012,atlas,,,,4324ec353fd6a50e9445ea556f7b2a6122e821dfa56574f536917917ea13e29f,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/build_ci_and_atlas_assets.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/check_assets_v2.py,code/plots/scripts/pinn_subsonic/check_assets_v2.py,COLLISION_013,subsonic_general,,,,2b31f31d032ad677d3fc0d43c7eb1de06b34019f97988e7081188a5e9fdb36f5,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/check_assets_v2.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/check_assets_v2.py,code/plots/scripts/pinn_subsonic/check_assets_v2.py,COLLISION_013,subsonic_general,,,,133b849363af1d11bd2867d630ef8a72748ab1639371e1cbfe5c3af551d79233,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/check_assets_v2.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/inventory_missing_inputs.py,code/plots/scripts/pinn_subsonic/inventory_missing_inputs.py,COLLISION_014,subsonic_general,,,,b25a83d68a0b525cc1350476089f2ccfa6e46c7d3a96e09a07b8c7886b593282,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/inventory_missing_inputs.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/inventory_missing_inputs.py,code/plots/scripts/pinn_subsonic/inventory_missing_inputs.py,COLLISION_014,subsonic_general,,,,2b6fc9fc6fb6b1f010b53d0314488871df627fa775011df031297ca8d402ebbc,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/inventory_missing_inputs.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/make_blumen_classical_pinn_overlay.py,code/plots/scripts/pinn_subsonic/make_blumen_classical_pinn_overlay.py,COLLISION_015,subsonic_general,,,,69694cbf70989e8fbb4aff3817bc579ccd2d4cb22c7239f013d93cdee9992f29,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/make_blumen_classical_pinn_overlay.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/make_blumen_classical_pinn_overlay.py,code/plots/scripts/pinn_subsonic/make_blumen_classical_pinn_overlay.py,COLLISION_015,subsonic_general,,,,d5f716f1d66d61da6f4f14ef21ae67c97f9b812d1d2cea205072dad8c724644f,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/make_blumen_classical_pinn_overlay.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/make_blumen_isoline_assets.py,code/plots/scripts/pinn_subsonic/make_blumen_isoline_assets.py,COLLISION_016,subsonic_general,,,,2e4abb7e49c9793f7464d7e7d84e346d87e02c6f81d3922a92833ca1246fa849,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/make_blumen_isoline_assets.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/make_blumen_isoline_assets.py,code/plots/scripts/pinn_subsonic/make_blumen_isoline_assets.py,COLLISION_016,subsonic_general,,,,4f4f14ffcd54b12a69d4b985e39bf795c8b045c5ef40a5a6b801514c461180f1,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/make_blumen_isoline_assets.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/assets_v2/make_blumen_isoline_assets.py,code/plots/scripts/pinn_subsonic/make_blumen_isoline_assets.py,COLLISION_016,subsonic_general,,,,2e4abb7e49c9793f7464d7e7d84e346d87e02c6f81d3922a92833ca1246fa849,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/assets_v2/make_blumen_isoline_assets.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/make_direct_modal_heatmaps_20.py,code/plots/scripts/pinn_subsonic/make_direct_modal_heatmaps_20.py,COLLISION_017,subsonic_general,,,,522ad1a3dbca98424780b35f937cf7abec6b2c3da84b442c61ad710f64f1822a,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/make_direct_modal_heatmaps_20.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/assets_v2/make_direct_modal_heatmaps_20.py,code/plots/scripts/pinn_subsonic/make_direct_modal_heatmaps_20.py,COLLISION_017,subsonic_general,,,,e08e3e3b37127a5a5fce68c512588a66455296d9bf247fd897ca6e929490a398,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/assets_v2/make_direct_modal_heatmaps_20.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
make_longwave_mapping_audit.py,code/plots/scripts/pinn_subsonic/make_longwave_mapping_audit.py,COLLISION_018,subsonic_general,,,,706b2f71ba2960725d75c5e4fa66a4904062d9b0fe03c8ec1481c4349481c309,false,code/plots/scripts/pinn_subsonic/canonical_source/source_tree/make_longwave_mapping_audit.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/make_longwave_mapping_audit.py,code/plots/scripts/pinn_subsonic/make_longwave_mapping_audit.py,COLLISION_018,subsonic_general,,,,0ad9245468b41c5147d34a0228c9c77400bc8c7355aa14f250c47621144920fc,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/make_longwave_mapping_audit.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/make_longwave_mapping_audit.py,code/plots/scripts/pinn_subsonic/make_longwave_mapping_audit.py,COLLISION_018,subsonic_general,,,,386e207c9f48685d593aef5f35d89a4b483b3750b0f61fbd75bbdd723709dad4,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/make_longwave_mapping_audit.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/assets_v2/make_longwave_mapping_audit.py,code/plots/scripts/pinn_subsonic/make_longwave_mapping_audit.py,COLLISION_018,subsonic_general,,,,706b2f71ba2960725d75c5e4fa66a4904062d9b0fe03c8ec1481c4349481c309,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/assets_v2/make_longwave_mapping_audit.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/make_mode_pdfs.py,code/plots/scripts/pinn_subsonic/make_mode_pdfs.py,COLLISION_019,subsonic_general,,,,df1a7717db4d2dbd49fa7279844ed3a33d39fa9b67f3886ec17733a5f93749c4,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/make_mode_pdfs.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/make_mode_pdfs.py,code/plots/scripts/pinn_subsonic/make_mode_pdfs.py,COLLISION_019,subsonic_general,,,,54f5283b82f8dec8174b326634bff5c09f50a689a16fcac3ac902e47513d2cd4,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/make_mode_pdfs.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/assets_v2/make_mode_pdfs.py,code/plots/scripts/pinn_subsonic/make_mode_pdfs.py,COLLISION_019,subsonic_general,,,,df1a7717db4d2dbd49fa7279844ed3a33d39fa9b67f3886ec17733a5f93749c4,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/assets_v2/make_mode_pdfs.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/make_numerical_audits.py,code/plots/scripts/pinn_subsonic/make_numerical_audits.py,COLLISION_020,subsonic_general,,,,ac83e215b9dbf3895dd89a13869fe010735da23b36e297d0dee63c6a6e29b7ac,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/make_numerical_audits.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/make_numerical_audits.py,code/plots/scripts/pinn_subsonic/make_numerical_audits.py,COLLISION_020,subsonic_general,,,,c03b2f594d389dfce1ea1db7cfc31d4034f51ed862b9d7dd5a3ce2bc9a593681,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/make_numerical_audits.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/assets_v2/make_numerical_audits.py,code/plots/scripts/pinn_subsonic/make_numerical_audits.py,COLLISION_020,subsonic_general,,,,ac83e215b9dbf3895dd89a13869fe010735da23b36e297d0dee63c6a6e29b7ac,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/assets_v2/make_numerical_audits.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/scripts/figures/make_representative_mode_figure.py,code/plots/scripts/pinn_subsonic/make_representative_mode_figure.py,COLLISION_021,subsonic_general,,,,85891d1980e735882badd68fa615d567e23c156f092f0cff56bab8b2fb3931db,false,code/plots/scripts/pinn_subsonic/curated_entrypoint/source_tree/pinn_subsonic/scripts/figures/make_representative_mode_figure.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/make_representative_mode_figure.py,code/plots/scripts/pinn_subsonic/make_representative_mode_figure.py,COLLISION_021,subsonic_general,,,,801ba3acbe899318a0c9998ff7737a2319da602db63b87ff9fff68f1bbabc428,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/make_representative_mode_figure.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/assets_v2/make_representative_mode_figure.py,code/plots/scripts/pinn_subsonic/make_representative_mode_figure.py,COLLISION_021,subsonic_general,,,,85891d1980e735882badd68fa615d567e23c156f092f0cff56bab8b2fb3931db,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/assets_v2/make_representative_mode_figure.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/plot_blumen_isolines_2x2.py,code/plots/scripts/pinn_subsonic/plot_blumen_isolines_2x2.py,COLLISION_022,subsonic_general,,,,053449ceb53d7246604c077abaebdf9acb7d9ebdb950fe5a9b1992d20cdcb95a,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/plot_blumen_isolines_2x2.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/paper/subsonic_results/plot_blumen_isolines_2x2.py,code/plots/scripts/pinn_subsonic/plot_blumen_isolines_2x2.py,COLLISION_022,subsonic_general,,,,74c129be32e794d8cecabb9b14dc61f22f77326a583b6ef6e8e8a556c59f88f8,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/paper/subsonic_results/plot_blumen_isolines_2x2.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/plot_blumen_pinn_gep_2x2.py,code/plots/scripts/pinn_subsonic/plot_blumen_pinn_gep_2x2.py,COLLISION_023,subsonic_general,,,,cfcf38d39f7d28051128f88c39a0f643a8b7b7a5155fa04878bb6fb6a4c62d3b,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/plot_blumen_pinn_gep_2x2.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/paper/subsonic_results/plot_blumen_pinn_gep_2x2.py,code/plots/scripts/pinn_subsonic/plot_blumen_pinn_gep_2x2.py,COLLISION_023,subsonic_general,,,,0c9f029f55c809cd52a27b361f558d6f99ef01586efa5c88da2399c0217c5b22,false,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/paper/subsonic_results/plot_blumen_pinn_gep_2x2.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
pinn_subsonic/src/plot/plot_ci_isolines_local_fix.py,code/plots/scripts/pinn_subsonic/plot_ci_isolines_local_fix.py,COLLISION_024,subsonic_general,,,,75900cc1f420aa1b63a580edd32a330640b925f6b5aade17dfdb9c2e10832ca7,false,code/plots/scripts/pinn_subsonic/compatibility_wrapper/source_tree/pinn_subsonic/src/plot/plot_ci_isolines_local_fix.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/dev/plot_ci_isolines_local_fix.py,code/plots/scripts/pinn_subsonic/plot_ci_isolines_local_fix.py,COLLISION_024,subsonic_general,,,,535b70fffedf838720d6b3da956b00a91dbfba0e71d1b73c95dc3f1dec7d6876,false,code/plots/scripts/pinn_subsonic/development_implementation/source_tree/scripts/dev/plot_ci_isolines_local_fix.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
plot_exact_mode_M050_alpha0500_local.py,code/plots/scripts/pinn_subsonic/plot_exact_mode_M050_alpha0500_local.py,COLLISION_025,fixed_Mach,,,,8513f60d8921e2757fe58a277c4a44340acd11285b861992cacacc3791eb09db,false,code/plots/scripts/pinn_subsonic/canonical_source/source_tree/plot_exact_mode_M050_alpha0500_local.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
scripts/dev/plot_exact_mode_M050_alpha0500_local.py,code/plots/scripts/pinn_subsonic/plot_exact_mode_M050_alpha0500_local.py,COLLISION_025,fixed_Mach,,,,570530c2d88ce1addf6d2a39c8b48c04a402c47e41981f4d0ed63147e2345ed5,false,code/plots/scripts/pinn_subsonic/development_implementation/source_tree/scripts/dev/plot_exact_mode_M050_alpha0500_local.py,KEEP_DISTINCT,Contents differ; preserve implementation/experiment/chart/seed/source-tree context.
