source_path,action,reason
archive/old_assets/assets_snapshot_2026-04-08/blumen_shooting_supersonic/mstab17_supersonic_local_4x4_cont_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/assets_snapshot_2026-04-08/blumen_shooting_supersonic/mstab17_supersonic_local_4x4_growth_map.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/assets_snapshot_2026-04-08/blumen_shooting_supersonic/mstab17_supersonic_local_4x4_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/assets_snapshot_2026-04-08/blumen_shooting_supersonic/mstab17_supersonic_point_checks.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/assets_snapshot_2026-04-08/blumen_shooting_supersonic/mstab17_supersonic_point_checks.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen/blumen_supersonic.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_classical/supersonic_classical_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_classical/supersonic_growth_map.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_shooting_supersonic/supersonic_local_3x3_tw002_growth_map.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_shooting_supersonic/supersonic_local_3x3_tw002_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_shooting_supersonic/supersonic_local_tw0005_growth_map.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_shooting_supersonic/supersonic_local_tw0005_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_shooting_supersonic/supersonic_local_tw002_growth_map.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/old_assets/blumen_shooting_supersonic/supersonic_local_tw002_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen/supersonic_ci_digitized_points.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen/supersonic_ci_digitized_points.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen/supersonic_cr_digitized_points.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen/supersonic_cr_digitized_points.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen/supersonic_digitization_check.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/_tmp_supersonic_raw_spectrum_smoke.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/_tmp_supersonic_raw_spectrum_smoke_nearest.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/_tmp_supersonic_raw_spectrum_smoke_raw_modes.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/_tmp_supersonic_raw_spectrum_smoke_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_alpha_bidirectional_m140_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_alpha_bidirectional_m140_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_alpha_sweep_m140_checkpoint_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_alpha_sweep_m140_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_alpha_sweep_m140_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_mach_bidirectional_a020_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_mach_bidirectional_a020_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_mach_sweep_a020_checkpoint_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_mach_sweep_a020_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_1d_mach_sweep_a020_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_blumen_cr_ci_family_audit_a020_m120_130_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_blumen_cr_ci_family_audit_a020_m120_130_comparison.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_blumen_cr_ci_family_audit_a020_m120_130_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_blumen_cr_ci_family_audit_a020_m120_130_targets.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_gep_blumen_guided_a020_m120_130_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_chunk00_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_chunk01_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_chunk02_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_chunk03_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_modes.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_progress.json,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_global_m10_18_a00_03_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_local_mode_families_a020_m120_130_comparison.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_local_mode_families_a020_m120_130_profiles.npz,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_local_mode_families_a020_m120_130_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_local_spectrum_a020_m120_130.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_local_spectrum_a020_m120_130_modes.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_local_spectrum_a020_m120_130_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor120_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor120_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor130_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor130_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor135_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor135_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor140_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor140_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor140_k12_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor140_k12_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor140_n801_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor140_n801_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor140_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor145_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor145_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_mach_branch_tracking_a020_anchor145_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_pin15_xi090_mode_database_isolines.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_pin15_xi090_mode_database_modes.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_pin15_xi090_mode_database_modes.npz,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_pin15_xi090_mode_database_surface.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_shooting_vs_gep_families_a020_m120_130_families.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_shooting_vs_gep_families_a020_m120_130_shooting_sensitivity.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/blumen_gep/supersonic_shooting_vs_gep_families_a020_m120_130_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/audit_gep_parameter_grid_a018_m170_a_0.180_m_1.700.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/audit_gep_parameter_grid_a018_m180_a_0.180_m_1.800.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/mstab17_supersonic_local_4x4_cont_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/mstab17_supersonic_local_4x4_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/mstab17_supersonic_point_checks.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/scan_gep_validity_frontier_pin3_xi099_m110_200_frontier.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/scan_gep_validity_frontier_pin3_xi099_m110_200_frontier.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/scan_gep_validity_frontier_pin3_xi099_m110_200_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/supersonic_gep_local_4x4_cont_growth_map.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/supersonic_gep_local_4x4_cont_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/assets_blumen/supersonic_gep_local_4x4_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/__init__.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/adaptive_continuation_sweep_gep.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/audit_gep_parameter_grid.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/compare_gep_vs_shooting_supersonic.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/dense_gep_notebook_style.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/plot_reconstructed_eigenmodes.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/scan_gep_supersonic_local.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/gep/scan_gep_validity_frontier.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/supersonic/__init__.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/supersonic/mstab17_supersonic_solver.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/supersonic/plot_mstab17_supersonic_point_checks.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/supersonic/reconstruct_blumen_supersonic_shooting.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/supersonic/scan_mstab17_supersonic_local.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/code/classical_solver/supersonic/shooting_supersonic.py,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/mode/mstab17_supersonic_point_checks.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/mode/test_reconstructed_eigenmodes.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/mode/test_reconstructed_eigenmodes.pdf,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/mode/test_reconstructed_eigenmodes_fast.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/mode/test_reconstructed_eigenmodes_fast.pdf,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_classique/README.md,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/legacy_workspaces/supersonique_pinn/README.md,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/01_supersonic_validity_frontier.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/02_supersonic_isolines_blumen_vs_classique_overlay.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/02_supersonic_isolines_vs_blumen.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/03_supersonic_error_or_contours.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/04_supersonic_reconstructed_mode.pdf,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/05_supersonic_acceptance_map.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/05_supersonic_acceptance_map_clean.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/06_supersonic_ci_vs_blumen_clean.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/06_supersonic_selected_cr_map.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/07_supersonic_branch_continuity_diagnostics.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/07_supersonic_cr_branch_map_clean.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/supersonic_branch_diagnostics_top.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/supersonic_branch_selector_validation_1d_alpha_m140.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
archive/repo_cleanup_2026-04-24/plot_presentation/supersonic_classique/supersonic_branch_selector_validation_1d_mach_a020.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/blumen_reference/supersonic_ci_digitized_points.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/blumen_reference/supersonic_ci_digitized_points.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/blumen_reference/supersonic_cr_digitized_points.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/blumen_reference/supersonic_cr_digitized_points.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/blumen_reference/supersonic_digitization_check.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/07_supersonic_branch_continuity_diagnostics.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_eigencondition/supersonic_blumen_eigencondition_audit_a020_m120_130_map_grid.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_eigencondition/supersonic_blumen_eigencondition_audit_a020_m120_130_map_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_eigencondition/supersonic_blumen_eigencondition_audit_a020_m120_130_mismatch_maps.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_eigencondition/supersonic_blumen_eigencondition_audit_a020_m120_130_point_audit.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_eigencondition/supersonic_blumen_eigencondition_audit_a020_m120_130_profiles.pdf,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_local_reference/supersonic_blumen_local_reference_a020_m120_130_ci_anchors.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_local_reference/supersonic_blumen_local_reference_a020_m120_130_ci_local_audit.pdf,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_local_reference/supersonic_blumen_local_reference_a020_m120_130_ci_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_local_reference/supersonic_blumen_local_reference_a020_m120_130_cr_anchors.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_local_reference/supersonic_blumen_local_reference_a020_m120_130_cr_local_audit.pdf,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/blumen_local_reference/supersonic_blumen_local_reference_a020_m120_130_cr_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_blumen_cr_ci_family_audit_a020_m120_130_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_blumen_cr_ci_family_audit_a020_m120_130_comparison.png,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_blumen_cr_ci_family_audit_a020_m120_130_summary.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_blumen_cr_ci_family_audit_a020_m120_130_targets.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_branch_diagnostics_top.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_branch_selector_validation_1d_alpha_m140.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_branch_selector_validation_1d_mach_a020.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_gep_blumen_guided_a020_m120_130_candidates.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
assets/classic_supersonic/diagnostics/supersonic_shooting_vs_gep_families_a020_m120_130_families.csv,GIT_RM_EXCLUDED,exclusive supersonic path in subsonic branch
