article_section,main_or_supplementary,latex_path,source_asset,canonical_asset,sha256,currently_referenced,proposed_article_copy,article_copy_status
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/atlas/article/results_pinn/release_final/figures/Fig_atlas_49_charts_Mach_alpha.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/article/results_pinn/release_final/figures/Fig_atlas_49_charts_Mach_alpha.png,96ebfc5dea1039d790e5b86a7c34e4824d213c14858d59b3298b89d16b8c52e9,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/atlas/article/results_pinn/release_final/figures/Fig_sparse_ci_anchor_map_Mach_alpha.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/article/results_pinn/release_final/figures/Fig_sparse_ci_anchor_map_Mach_alpha.png,5316ed3494d30076583b3bdb24f9f3229c91fc00925156785667782e7f33cec2,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/atlas/Fig_03_sparse_spectral_supervision.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/atlas/Fig_03_sparse_spectral_supervision.png,9af485720d2aed2a33f968a4e5f1baa4c757933e30ab649a092b4cb73375c2ea,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/ci/Fig_ci_curve_hybrid8_vs_physics_only.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/ci/Fig_ci_curve_hybrid8_vs_physics_only.png,6fafbd114433d4ac384640117ab93648c3e7a752ae87d09eb88317851380043c,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/ci/Fig_ci_supervision_needed_barplot.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/ci/Fig_ci_supervision_needed_barplot.png,f34bcb96f6e2e3944f90cbfc11175c16077effcd572fc032a870f8c16bfad8ba,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_ci_mae_diminishing_returns.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_ci_mae_diminishing_returns.png,46c5b4d1fade4b498a19f7b9b9d96c4a3d57af2b5399a671a98b9880af135c89,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_ci_mae_vs_supervision_budget.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_ci_mae_vs_supervision_budget.png,826d690a58995237ff27b206889dfd0fda8ae1187fd68fd8d4b5c12aafd1c1a5,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_ci_supervision_budget_metrics_panel.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_ci_supervision_budget_metrics_panel.png,a0cb138302d36618eac36c48432ed2bd5237c1790cbd814372a301d2e70811cc,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_near_neutral_growth_rate_cuts.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_near_neutral_growth_rate_cuts.png,f74ef87e322155f769676c7db5143673287d3064e63c954f3b17d07d6b52cdfa,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_single_case_anchor_ablation.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_single_case_anchor_ablation.png,05e81047533bddfd0f567ea64a05b6f976a6459ec3618e035e7df5bf5570370a,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_single_case_anchor_error_histograms.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/figures/Fig_single_case_anchor_error_histograms.png,3f2282b40b5d550527ca04765687249143a1950b51bce14dec4ddb4cc5463cba,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/figures/single_case_ci4_vs_physics/Fig_ci_curve_hybrid4_vs_physics_only.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/figures/single_case_ci4_vs_physics/Fig_ci_curve_hybrid4_vs_physics_only.png,4d5abcd95395822a8140f06350508dbe4cadbf55fd4a719734fc105511872f53,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04b_Blumen_error_maps.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04b_Blumen_error_maps.png,7cba5960e00c4930d67cc7156f23084030ed182a892738eacdda9379115114fd,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04c_Blumen_Mach_cuts.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_Fig04c_Blumen_Mach_cuts.png,f89c81585f71229dfbdd5528c019f02bd99528ce504c81e3bb4afcfa2c4396a6,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_ci_cut_fixed_Mach.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/ci/article/results_pinn/release_final/figures/Fig_ci_cut_fixed_Mach.png,c7b221bc2f34f0b8b53716216ca05262deed36f4935cddaddca346ef5b322805,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/ci/Fig_supp_blumen_growth_rate_comparison.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/ci/Fig_supp_blumen_growth_rate_comparison.png,1b368bfb89450ac2651dae1ede682148469969a7a2255a9a520a6998f42cce68,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/figures/Fig_spectral_modal_architecture_subsonic.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/figures/Fig_spectral_modal_architecture_subsonic.png,c4b9763e5f57fe03d0003aeaf49e1c5af84c647b4438dbcf7ae38996b279fbb5,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_06_representative_modes.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_06_representative_modes.png,463bc1842c29a9548d4cef2c1dbc962966338330ff281e1cc54fc9e2ee8de2b3,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_07_final_modal_error_heatmaps.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_07_final_modal_error_heatmaps.png,2272a128d8149e67773ebfeaf61e6ca6810214acc7ee37d7fbc72bcea3f533af,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_mode_error_vs_alpha.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_mode_error_vs_alpha.png,b5f7b8b40c93c1ffb872929bdf6faccbfa68995ae3846d0d6489de42fb79319c,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_mode_reconstruction_alpha_0_200.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_mode_reconstruction_alpha_0_200.png,6cc547e00afab4ab927e6ce287d6dd6af94dc2ac67548f3e02988d501a179865,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_mode_reconstruction_alpha_0_500.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_mode_reconstruction_alpha_0_500.png,c525c175f2b16e6b9f20777fee7bd776dc76a84f25989a081cbb835e3ace5cf9,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_mode_reconstruction_alpha_0_800.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_mode_reconstruction_alpha_0_800.png,03d049bca1a41cccc8ab573d8e7ba66dcf5925532de89f33c42b3eb45eb8813b,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_supp_direct_pinn_modal_error_heatmaps.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_supp_direct_pinn_modal_error_heatmaps.png,78b4651688ead1cdf14b86d60b02b8bc6261167b0fda043eb513fdc317312a98,false,false,CANDIDATE
