alpha,status,error,Mach,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit,powell_pass,selection_mismatch
0.21,COMPLETED,,1.1,0.1790964847299399,0.0754917222519709,0.1733735352754593,0.0852164328098297,0.0112837115300183,0.1333735352754592,0.2133735352754593,0.0552164328098297,0.1152164328098297,False,Maximum number of function evaluations has been exceeded.,0.1790964793459926,0.0754917263941942,6.793003963325443e-09,0.0112837052294338,0.0035287546238936,2.1671631832967952e-09,1628282.8404853097,0.1859583556652069,15.099626381881537,80,81,2,initial_80,2.1671631832967952e-09
0.215,COMPLETED,,1.1,0.1820716357575376,0.0726387709774911,0.1753052324056625,0.0839694142341613,0.0131972607358569,0.1353052324056625,0.2153052324056625,0.0539694142341612,0.1139694142341612,False,Maximum number of function evaluations has been exceeded.,0.1820716408234274,0.0726387763556377,7.388348986660628e-09,0.0131972587157421,0.0042749151878358,2.3034244910075075e-09,1855895.5175327072,0.186996997334063,15.154880023561418,80,81,2,initial_80,2.3034244910075075e-09
0.22,COMPLETED,,1.1,0.1849469655531981,0.0697945900466464,0.177406758069992,0.0822326019406318,0.0145450633812547,0.137406758069992,0.217406758069992,0.0522326019406318,0.1122326019406318,False,Maximum number of function evaluations has been exceeded.,0.1849469710524833,0.0697945840730856,8.119456088702067e-09,0.0145450713403107,0.0048755087944224,2.6745424144386044e-09,1822931.9408441149,0.1868030177429318,15.23357331007719,80,81,2,initial_80,2.6745424144386044e-09
0.225,COMPLETED,,1.1,0.1877286098412757,0.0669590322340125,0.1797299683094024,0.0799456685781478,0.0152522454048649,0.1397299683094024,0.2197299683094024,0.0499456685781478,0.1099456685781478,False,Maximum number of function evaluations has been exceeded.,0.1877286082145592,0.0669590192296713,1.310568941908351e-08,0.0152522556244199,0.0052851881281727,4.587650747914293e-09,1152046.7486709924,0.1895516915246844,15.368019681423904,80,81,2,initial_80,4.587650747914293e-09
0.23,COMPLETED,,1.1,0.1904221496469428,0.0641319550045144,0.1823146790266037,0.0770721286535263,0.0152702054316975,0.1423146790266037,0.2223146790266037,0.0470721286535263,0.1070721286535263,False,Maximum number of function evaluations has been exceeded.,0.1904221488939677,0.0641319476803431,7.362775006343563e-09,0.0152702112385175,0.0054641105736325,2.680337344362971e-09,2038590.621857399,0.1896594930440187,15.472804054617882,80,81,2,initial_80,2.680337344362971e-09
0.235,COMPLETED,,1.1,0.1930326802611433,0.0613132204151196,0.1851853132247924,0.0736056715250015,0.0145837417589603,0.1451853132247924,0.2251853132247924,0.0436056715250015,0.1036056715250015,False,Maximum number of function evaluations has been exceeded.,0.1930326879069178,0.0613132173036679,8.254634987850647e-09,0.0145837484956798,0.0053823558717274,2.9728948452429653e-09,1810476.3713186495,0.1905465852469205,15.560039483942091,80,81,2,initial_80,2.9728948452429653e-09
0.24,COMPLETED,,1.1,0.1955648684042731,0.0585026948235119,0.1883476972579956,0.069575548171997,0.0132172478463452,0.1483476972579956,0.2283476972579956,0.039575548171997,0.099575548171997,False,Maximum number of function evaluations has been exceeded.,0.1955648611007723,0.058502683082396,1.3827325337193504e-08,0.0132172536945459,0.0050246483502157,5.325219217840561e-09,943557.090266282,0.1933272266760468,15.71632769331336,80,81,2,initial_80,5.325219217840561e-09
0.245,COMPLETED,,1.1,0.1980230022868483,0.0557002486180792,0.1917863339185714,0.0650499984622001,0.0112389436551441,0.1517863339185713,0.2317863339185714,0.0350499984622,0.0950499984622001,False,Maximum number of function evaluations has been exceeded.,0.198022987329763,0.0557002492799149,1.4971720911698966e-08,0.0112389348046409,0.004394792896575,5.910731991501869e-09,743527.6887691102,0.1948336418718099,15.869865077547727,80,81,2,initial_80,5.910731991501869e-09
0.25,COMPLETED,,1.1,0.200411032708281,0.0529057559191424,0.1954624354839325,0.0601360946893692,0.0087616444358964,0.1554624354839325,0.2354624354839325,0.0301360946893692,0.0901360946893692,False,Maximum number of function evaluations has been exceeded.,0.2004110272881913,0.0529057583058083,5.922292350236601e-09,0.0087616394050783,0.00351886137757,2.432529381024686e-09,1446585.3547420455,0.2002163818106055,16.02844307385385,80,81,2,initial_80,2.432529381024686e-09
0.255,COMPLETED,,1.1,0.2027326097584077,0.0501190946120559,0.1993140578269958,0.0549744293093681,0.0059380781681183,0.1593140578269958,0.2393140578269958,0.0249744293093681,0.0849744293093681,False,Maximum number of function evaluations has been exceeded.,0.2027326114729981,0.0501190850412733,9.723152728029865e-09,0.0059380869808648,0.0024457652069159,4.010278044009867e-09,609874.2232023537,0.200880641117692,16.262841033749282,80,81,2,initial_80,4.010278044009867e-09
0.26,COMPLETED,,1.1,0.2049911138976746,0.0473401459935351,0.2032583057880401,0.0497283488512039,0.0029506163481876,0.1632583057880401,0.2432583057880401,0.0197283488512039,0.0797283488512038,False,Maximum number of function evaluations has been exceeded.,0.2049911167094922,0.0473401435984762,3.693592524362342e-09,0.0029506199380232,0.0012445481842293,1.5285311562934346e-09,814211.8524081905,0.2032627966254949,16.418281284160912,80,81,2,initial_80,1.5285311562934346e-09
0.265,COMPLETED,,1.1,0.2071896831590645,0.0445687947481188,0.2071961760520935,0.044568195939064,6.52044723698151e-06,0.1671961760520935,0.2471961760520935,0.014568195939064,0.074568195939064,False,Maximum number of function evaluations has been exceeded.,0.2071896731847353,0.0445687976034403,1.0374974877035046e-08,6.530641920963852e-06,2.812846181779934e-06,4.527777065784293e-09,621.2421991878035,0.2059396104887128,16.59567156434059,80,81,1,initial_80,4.527777065784293e-09
0.27,COMPLETED,,1.1,0.2093312368277515,0.0418049284949206,0.2110199630260467,0.0396528802812099,0.002735526948678,0.1710199630260467,0.2510199630260467,0.0096528802812098,0.0696528802812098,False,Maximum number of function evaluations has been exceeded.,0.2093312554690876,0.0418049448680683,2.481087219151656e-08,0.0027355283217216,0.0012057425784899,1.0907672092172197e-08,110540.77976502404,0.2138865087181329,16.81154850963503,80,81,2,initial_80,1.0907672092172197e-08
0.275,COMPLETED,,1.1,0.2114184963433446,0.0390484380561166,0.2146220505237579,0.0351128838956356,0.0050745783999188,0.1746220505237579,0.2546220505237579,0.0051128838956355,0.0651128838956356,False,Maximum number of function evaluations has been exceeded.,0.2114184889293118,0.0390484241502818,1.5758810951926657e-08,0.0050745722958049,0.0022837332002766,7.190294429921779e-09,317613.30812450085,0.2234240025281906,17.062522209249437,80,81,2,initial_80,7.190294429921779e-09
0.28,COMPLETED,,1.1,0.2134540034479028,0.0362992172070976,0.2179038524627685,0.0310383103787899,0.0068904496886078,0.1779038524627685,0.2579038524627685,0.0010383103787899,0.0610383103787899,False,Maximum number of function evaluations has been exceeded.,0.2134540037588868,0.0362992063903203,1.0821246769927006e-08,0.0068904412290922,0.0031649740761237,5.013379693946531e-09,631305.4804018401,0.2335913581773638,17.408858084119856,80,81,2,initial_80,5.013379693946531e-09
0.285,COMPLETED,,1.1,0.2154401364406462,0.0335571621878426,0.2207838296890258,0.0274748262017965,0.0080962873330884,0.1807838296890258,0.2607838296890258,1e-06,0.0574748262017965,False,Maximum number of function evaluations has been exceeded.,0.2154401410217429,0.0335571646687996,5.2097595652036e-09,0.008096286173304,0.0037955536505763,2.405186360292062e-09,1578070.5034912275,0.2431494183838367,17.810377686284482,80,81,2,initial_80,2.405186360292062e-09
0.29,COMPLETED,,1.1,0.2173791244470361,0.0308221720963001,0.2232031375169754,0.0244271848350763,0.0086495659029825,0.1832031375169754,0.2632031375169754,1e-06,0.0544271848350763,False,Maximum number of function evaluations has been exceeded.,0.217379127605084,0.0308221561282002,1.6277391634627812e-08,0.0086495519706912,0.004139643644693,7.914899085291118e-09,523019.13139816537,0.228404956869781,18.139323552139103,80,81,2,initial_80,7.914899085291118e-09
0.295,COMPLETED,,1.1,0.2192730602272913,0.0280941487707899,0.2251298576593399,0.0218683369457721,0.0085476785761154,0.1851298576593399,0.2651298576593399,1e-06,0.0518683369457721,False,Maximum number of function evaluations has been exceeded.,0.2192730524682147,0.0280941471731246,7.921856009917816e-09,0.0085476827288919,0.0041783080948166,4.067727845909149e-09,1027184.7707359948,0.2376846596598625,18.678872396238148,80,81,2,initial_80,4.067727845909149e-09
0.3,COMPLETED,,1.1,0.2211239117409991,0.0253729963228432,0.2265605628490448,0.0197507850825786,0.0078208972951172,0.1865605628490448,0.2665605628490448,1e-06,0.0497507850825786,False,Maximum number of function evaluations has been exceeded.,0.2211239141307937,0.0253729919583373,4.975945093130019e-09,0.0078208924963516,0.0039070629977445,2.4774004995075532e-09,1577081.7025834946,0.2843266520649194,19.39807706233114,80,81,2,initial_80,2.4774004995075532e-09
0.305,COMPLETED,,1.1,0.222933531423503,0.0226586211744938,0.2275197803974151,0.018017329275608,0.0065249728077113,0.1875197803974151,0.2675197803974151,1e-06,0.048017329275608,False,Maximum number of function evaluations has been exceeded.,0.2229335190897463,0.0226586150013513,1.3792361736915492e-08,0.0065249770857995,0.0033333945511738,7.1961399825617625e-09,463219.80384644616,0.2988667543977499,20.30895342770964,80,81,2,initial_80,7.1961399825617625e-09
0.31,COMPLETED,,1.1,0.2247036667495888,0.0199509324746749,0.2280564457178115,0.0166091807186603,0.0047337544939068,0.1880564457178115,0.2680564457178115,1e-06,0.0466091807186603,False,Maximum number of function evaluations has been exceeded.,0.2247036699772973,0.0199509422037612,1.025052311399804e-08,0.0047337590759864,0.0024744573862862,5.5552118187142165e-09,445429.8894509016,0.3086505308747291,21.24303895421326,80,81,2,initial_80,5.5552118187142165e-09
0.315,COMPLETED,,1.1,0.2264359667445679,0.0172498403916324,0.2282373309135437,0.0154712861403822,0.0025314359746811,0.1882373309135437,0.2682373309135437,1e-06,0.0454712861403822,False,Maximum number of function evaluations has been exceeded.,0.2264359729448585,0.017249845471531,8.015545751157337e-09,0.002531435131652,0.0013546017562225,4.128014162616367e-09,328148.5244139799,0.3159152921289205,23.018780203536156,80,81,2,initial_80,4.128014162616367e-09
0.32,COMPLETED,,1.1,0.2281319917527765,0.0145552597941017,0.228138580918312,0.0145549559965729,6.596165203568585e-06,0.1881385809183119,0.268138580918312,1e-06,0.0445549559965729,False,Maximum number of function evaluations has been exceeded.,0.2281320062365518,0.0145552830358356,2.7385360070320823e-08,6.582810564368736e-06,3.614423690494084e-06,1.507036870917185e-08,239.8364472857482,0.2577770156785846,23.44170504435897,80,81,2,initial_80,1.507036870917185e-08
0.325,COMPLETED,,1.1,0.2297932172060339,0.0118671046042683,0.2278373092412948,0.0138186831027269,0.0027630118715227,0.1878373092412948,0.2678373092412948,1e-06,0.0438186831027269,False,Maximum number of function evaluations has been exceeded.,0.2297932280423447,0.0118671098872725,1.2055528463819698e-08,0.0027630158109535,0.0015506607568408,6.664537086923689e-09,232673.43802217583,0.2986330287531018,23.32875574659556,80,81,2,initial_80,6.664537086923689e-09
0.33,COMPLETED,,1.1,0.2314210424037635,0.0091852939187754,0.2274050116539001,0.0132280448451638,0.0056984504943592,0.1874050116539,0.2674050116539,1e-06,0.0432280448451638,False,Maximum number of function evaluations has been exceeded.,0.2314210468811132,0.0091852999191157,7.486704552517358e-09,0.0056984493928878,0.0032754531146445,4.4460206920852445e-09,736715.6703691081,0.2612625434994697,23.483286486007277,80,81,2,initial_80,4.4460206920852445e-09
0.335,COMPLETED,,1.1,0.2330167931103344,0.0065097464852899,0.2269033640623092,0.0127549795433878,0.0087393907496573,0.1869033640623092,0.2669033640623092,1e-06,0.0427549795433878,False,Maximum number of function evaluations has been exceeded.,0.23301679923628,0.0065097569970584,1.2166531517136569e-08,0.0087393875231347,0.0051442029172518,7.2210642507562875e-09,712388.470537853,0.3033512942492962,24.0337155982852,80,81,2,initial_80,7.2210642507562875e-09
0.34,COMPLETED,,1.1,0.2345817288351911,0.0038403842641137,0.226382166147232,0.0123769231140613,0.0118366094727517,0.186382166147232,0.266382166147232,1e-06,0.0423769231140613,False,Maximum number of function evaluations has been exceeded.,0.2345817160164399,0.0038404005009494,2.0687078530491593e-08,0.0118365888828579,0.007133131128309,1.225861727187852e-08,581887.0897187259,0.3408896625041961,25.242259389720857,80,81,2,initial_80,1.225861727187852e-08
0.345,COMPLETED,,1.1,0.2361168831795016,0.0011771278177396,0.2258787453174591,0.0120759205892682,0.014953365867219,0.1858787453174591,0.2658787453174591,1e-06,0.0420759205892682,False,Maximum number of function evaluations has been exceeded.,0.2361170202054079,0.0011771223803111,1.371337472595578e-07,0.0149534636482912,0.0092229347646027,1.3260100429808256e-08,695540.3402428194,0.3138663722202182,26.82430351432413,80,81,2,initial_80,1.3260100429808256e-08
