status,error,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit,powell_pass,selection_mismatch
COMPLETED,,1.15,0.11,0.132791163489221,0.1220783521564731,0.13648122549057,0.1074278876185417,0.0151080332522464,0.09648122549057,0.17648122549057,0.0774278876185417,0.1374278876185417,False,Maximum number of function evaluations has been exceeded.,0.1327911477627879,0.1220783423138194,1.855258813874524e-08,0.0151080275488053,0.0017892796577846,2.1482347973590543e-09,832906.9336295448,0.173674888908863,13.573733432218432,80,81,2,initial_80,2.1482347973590543e-09
COMPLETED,,1.15,0.115,0.1391735170370881,0.1192436508743323,0.1442136913537979,0.1030192449688911,0.0169892526064961,0.1042136913537979,0.1842136913537979,0.0730192449688911,0.1330192449688911,False,Maximum number of function evaluations has been exceeded.,0.1391545061399434,0.1192374868366932,1.9985233805533256e-05,0.0169890177559097,0.0021993842012191,2.5188207366052946e-06,873.1801232442438,0.1743909744545817,13.693904678337276,80,81,2,initial_80,2.5188207366052946e-06
COMPLETED,,1.15,0.12,0.1451318869386702,0.1164175356042111,0.1512919664382934,0.0993660539388656,0.0181300746392642,0.1112919664382934,0.1912919664382934,0.0693660539388656,0.1293660539388656,False,Maximum number of function evaluations has been exceeded.,0.1451318866466332,0.1163626463755535,5.488922865830277e-05,0.0180784605953742,0.0025441180575225,7.490449402107969e-06,339.64825352222624,0.1763622360303998,13.789970824494958,80,81,1,initial_80,7.490449402107969e-06
COMPLETED,,1.15,0.125,0.1507213948393332,0.1135997862286294,0.1576822400093078,0.0963991209864616,0.0185557605679066,0.1176822400093078,0.1976822400093078,0.0663991209864616,0.1263991209864616,False,Maximum number of function evaluations has been exceeded.,0.1507213945338607,0.1135653621901832,3.442403844746788e-05,0.0185238550738609,0.0028019937770551,5.058052082666949e-06,553.9669681648966,0.1774571649730205,13.88256268762052,80,81,1,initial_80,5.058052082666949e-06
COMPLETED,,1.15,0.13,0.1559861792264185,0.1107901946633786,0.1633844077587127,0.0940450206398963,0.018306682891577,0.1233844077587127,0.2033844077587127,0.0640450206398963,0.1240450206398963,False,Maximum number of function evaluations has been exceeded.,0.1559861827010747,0.1107799632260411,1.0231437927478044e-05,0.0182973232295061,0.0029563456356278,1.6109436198850228e-06,1835.163936922176,0.1788760628551244,13.979688182473184,80,81,1,initial_80,1.6109436198850228e-06
COMPLETED,,1.15,0.135,0.1609622771307044,0.1079885641008672,0.1684236228466034,0.0922295823693275,0.0174360885839446,0.1284236228466033,0.2084236228466034,0.0622295823693275,0.1222295823693275,False,Maximum number of function evaluations has been exceeded.,0.1609622860021952,0.1079885547228986,1.2909285186953853e-08,0.0174360763116689,0.0029956343492367,2.167880581289344e-09,1381826.2754376803,0.1806931747123599,14.06553820054978,80,81,2,initial_80,2.167880581289344e-09
COMPLETED,,1.15,0.14,0.1656795952978949,0.1051947086301248,0.172842651605606,0.090879775583744,0.016007082300963,0.132842651605606,0.212842651605606,0.0608797755837439,0.1208797755837439,False,Maximum number of function evaluations has been exceeded.,0.1656795981194995,0.1051947054707885,4.235901161231042e-09,0.0160070782129601,0.002913155857541,7.547226971217107e-10,3859902.277552969,0.1812606425955891,14.11802512127906,80,81,2,initial_80,7.547226971217107e-10
COMPLETED,,1.15,0.145,0.1701633002107831,0.1024084525397898,0.1766959428787231,0.0899241864681243,0.0140901497357241,0.136695942878723,0.2166959428787231,0.0599241864681243,0.1199241864681243,False,Maximum number of function evaluations has been exceeded.,0.1701632854217959,0.102408447602856,1.559126213996215e-08,0.0140901522181173,0.0027065768829445,2.9852906544604676e-09,906637.6431053692,0.1801325930282473,14.182397198863328,80,81,2,initial_80,2.9852906544604676e-09
COMPLETED,,1.15,0.15,0.1744348245057917,0.0996296300519795,0.1800451576709747,0.0892925634980201,0.0117614107642467,0.1400451576709747,0.2200451576709747,0.0592925634980201,0.1192925634980201,False,Maximum number of function evaluations has been exceeded.,0.1744348302217353,0.0996296197499516,1.1781501995227928e-08,0.0117613989832539,0.0023775311500376,2.362800964287131e-09,1006234.2050698216,0.1823704782873392,14.305692287161946,80,81,2,initial_80,2.362800964287131e-09
COMPLETED,,1.15,0.155,0.1785126112675655,0.0968580842660088,0.1829560399055481,0.0889148712158203,0.0091015763261936,0.1429560399055481,0.2229560399055481,0.0589148712158203,0.1189148712158203,False,Maximum number of function evaluations has been exceeded.,0.1785126155669286,0.0968580859821688,4.629225491410753e-09,0.0091015757249705,0.0019313918826363,8.542581407962847e-10,2260899.5927577554,0.1825642399489879,14.334457653574646,80,81,2,initial_80,8.542581407962847e-10
COMPLETED,,1.15,0.16,0.182412678439002,0.0940936670254569,0.1854966729879379,0.0887200161814689,0.0061957360959743,0.1454966729879379,0.2254966729879379,0.0587200161814688,0.1187200161814689,False,Maximum number of function evaluations has been exceeded.,0.1824126672895833,0.0940936522272042,1.852829775504685e-08,0.0061957288110043,0.0013773067087246,4.17029033118313e-09,330266.3841953405,0.1832759082317352,14.40209633205086,80,81,2,initial_80,4.17029033118313e-09
COMPLETED,,1.15,0.165,0.186149047302406,0.0913362385162638,0.1877362430095672,0.0886348113417625,0.0031331930984165,0.1477362430095672,0.2277362430095672,0.0586348113417625,0.1186348113417625,False,Maximum number of function evaluations has been exceeded.,0.1861490391934789,0.0913362377373824,8.146247890610344e-09,0.0031331965346523,0.0007283515065781,1.9532020438185075e-09,372901.26174258935,0.1832336513325572,14.481099682860076,80,81,2,initial_80,1.9532020438185075e-09
COMPLETED,,1.15,0.17,0.1897340820397551,0.0885856665308793,0.1897442936897277,0.088583268225193,1.0489502625394832e-05,0.1497442936897277,0.2297442936897277,0.058583268225193,0.118583268225193,False,Maximum number of function evaluations has been exceeded.,0.1897340712200114,0.0885856743650258,1.3358169911433194e-08,1.050182822150908e-05,2.5459401007226845e-06,3.300009744070552e-09,771.4947221889942,0.1833884855732321,14.56240047328174,80,81,1,initial_80,3.300009744070552e-09
COMPLETED,,1.15,0.175,0.193178755219419,0.0858418261519786,0.1915901899337768,0.08848637342453,0.0030849910767304,0.1515901899337768,0.2315901899337768,0.05848637342453,0.11848637342453,False,Maximum number of function evaluations has been exceeded.,0.1931787469717882,0.0858418421912356,1.8035553220658528e-08,0.0030849730804149,0.0007807845273106,4.611077193506331e-09,169328.01047230742,0.1835627984255552,14.6540867947042,80,81,2,initial_80,4.611077193506331e-09
COMPLETED,,1.15,0.18,0.1964928606786852,0.0831045993477835,0.1933425366878509,0.0882627367973327,0.0060440816668595,0.1533425366878509,0.2333425366878509,0.0582627367973326,0.1182627367973327,False,Maximum number of function evaluations has been exceeded.,0.196492870427456,0.0831046067144314,1.221908487917259e-08,0.0060440804613295,0.0015931402206926,3.114255604160942e-09,511563.73245796224,0.1843506824225187,14.747547193430364,80,81,2,initial_80,3.114255604160942e-09
COMPLETED,,1.15,0.185,0.1996851855588252,0.0803738745892947,0.1950684338808059,0.0878300219774246,0.0087697508476586,0.1550684338808059,0.2350684338808059,0.0578300219774245,0.1178300219774245,False,Maximum number of function evaluations has been exceeded.,0.1996851917561856,0.0803738635406893,1.2668028937986153e-08,0.0087697635038568,0.0024047767085509,3.440153646462464e-09,699031.7746487313,0.1839149370789528,14.892145077697933,80,81,2,initial_80,3.440153646462464e-09
COMPLETED,,1.15,0.1875,0.2012381863031565,0.0790109172963611,0.195941761136055,0.0875098779797554,0.0100142125126536,0.1559417611360549,0.235941761136055,0.0575098779797554,0.1175098779797554,False,Maximum number of function evaluations has been exceeded.,0.2012382017445511,0.0790109331467445,2.2128518268584067e-08,0.0100142072274288,0.0027997146613262,6.093720796517663e-09,459442.5564962223,0.1834222367033362,14.84767749439925,80,81,2,initial_80,6.093720796517663e-09
COMPLETED,,1.15,0.19,0.2027636515624523,0.0776495464050718,0.1968324184417724,0.0871074423193931,0.011163839906501,0.1568324184417724,0.2368324184417724,0.0571074423193931,0.1171074423193931,False,Maximum number of function evaluations has been exceeded.,0.2027636536852234,0.077649530542128,1.6004347559135128e-08,0.0111638544732401,0.0031813230846662,4.5838402642189264e-09,694030.0929549006,0.1848153155297041,14.887688014656304,80,81,2,initial_80,4.5838402642189264e-09
COMPLETED,,1.15,0.195,0.2057354310669795,0.074931515120691,0.198695108294487,0.0860189422965049,0.0131338184135404,0.158695108294487,0.238695108294487,0.0560189422965049,0.1160189422965049,False,Maximum number of function evaluations has been exceeded.,0.2057354230598899,0.074931539114893,2.5294964193106837e-08,0.013133793865733,0.0038854901772507,7.486578870532246e-09,518994.08854748646,0.1843605926260352,14.998188748024404,80,81,2,initial_80,7.486578870532246e-09
COMPLETED,,1.15,0.2,0.2086070430962784,0.0722196863696432,0.2007113695144653,0.0844973400235176,0.0145973436129672,0.1607113695144653,0.2407113695144653,0.0544973400235175,0.1144973400235176,False,Maximum number of function evaluations has been exceeded.,0.2086070400204045,0.0722196991619472,1.315690100812263e-08,0.0145973311897777,0.0044785876021555,4.025897890990012e-09,1112444.409526304,0.1861700257286429,15.057947544381022,80,81,2,initial_80,4.025897890990012e-09
COMPLETED,,1.15,0.205,0.211384435185444,0.0695139708760752,0.2029282748699188,0.082488976418972,0.0154873308261968,0.1629282748699188,0.2429282748699188,0.052488976418972,0.112488976418972,False,Maximum number of function evaluations has been exceeded.,0.2113844304851316,0.0695139722855724,4.907098821826857e-09,0.0154873270789516,0.0049225877165919,1.6190363212888032e-09,3040443.041249044,0.1861920030787587,15.130870204418898,80,81,2,initial_80,1.6190363212888032e-09
COMPLETED,,1.15,0.21,0.2140730510339401,0.0668142840877893,0.2053827047348022,0.0799585804343223,0.0157573679669042,0.1653827047348021,0.2453827047348022,0.0499585804343223,0.1099585804343223,False,Maximum number of function evaluations has been exceeded.,0.2140730677748232,0.066814282486838,1.681725942257536e-08,0.0157573785351371,0.005182764045349,5.453067288296082e-09,950430.9723947212,0.1863999906927347,15.297314796596766,80,81,2,initial_80,5.453067288296082e-09
COMPLETED,,1.15,0.215,0.2166778886745832,0.064120546034354,0.2080987691879272,0.0768942013382911,0.0153872531983496,0.1680987691879271,0.2480987691879272,0.0468942013382911,0.1068942013382911,False,Maximum number of function evaluations has been exceeded.,0.216677904528607,0.0641205554251363,1.842652616509004e-08,0.0153872542420133,0.0052308846817068,6.18591106649151e-09,845612.6551902896,0.1879168571904301,15.4347058031708,80,81,2,initial_80,6.18591106649151e-09
COMPLETED,,1.15,0.22,0.2192035498773293,0.061432680827112,0.2110853791236877,0.0733114331960678,0.0143878231233308,0.1710853791236876,0.2510853791236876,0.0433114331960678,0.1033114331960678,False,Maximum number of function evaluations has been exceeded.,0.2192035436377191,0.0614326804571951,6.2505658203129045e-09,0.0143878199081081,0.0050486812831706,2.227376037959443e-09,2266649.724666994,0.1905163684859872,15.532013202086093,80,81,2,initial_80,2.227376037959443e-09
COMPLETED,,1.15,0.225,0.2216542831076967,0.0587506164605508,0.2143340557813644,0.0692562460899353,0.0128044516485081,0.1743340557813644,0.2543340557813644,0.0392562460899353,0.0992562460899353,False,Maximum number of function evaluations has been exceeded.,0.2216542751968109,0.0587506120734208,9.045939529241693e-09,0.0128044507254011,0.0046312704960394,3.3031641438893493e-09,1402070.9520618431,0.1928017735481262,15.681109030731022,80,81,2,initial_80,3.3031641438893493e-09
COMPLETED,,1.15,0.23,0.2240340200598721,0.0560742848095208,0.2178174257278442,0.0648055449128151,0.010718253033045,0.1778174257278442,0.2578174257278442,0.034805544912815,0.094805544912815,False,Maximum number of function evaluations has been exceeded.,0.2240340099364749,0.0560742721822647,1.6184275226076296e-08,0.0107182574478432,0.0039899488208959,6.0340408481332455e-09,661239.942074693,0.1937400056049227,15.818141059949994,80,81,2,initial_80,6.0340408481332455e-09
COMPLETED,,1.15,0.235,0.2263464076646834,0.0534036211135766,0.2214890122413635,0.0600647591054439,0.0082440918023264,0.1814890122413635,0.2614890122413635,0.0300647591054439,0.0900647591054439,False,Maximum number of function evaluations has been exceeded.,0.2263463930685954,0.0534036212908996,1.4597165029262204e-08,0.0082440830590861,0.0031536528540891,5.599298672572784e-09,563222.8317336935,0.196408768184483,15.94186782836914,80,81,2,initial_80,5.599298672572784e-09
COMPLETED,,1.15,0.24,0.2285948360142919,0.0507385639093399,0.2252843081951141,0.0551613569259643,0.0055245536027313,0.1852843081951141,0.2652843081951141,0.0251613569259643,0.0851613569259643,False,Maximum number of function evaluations has been exceeded.,0.2285948082461399,0.0507385545791436,2.9293733554864144e-08,0.0055245444325196,0.0021683130237234,1.150435669538942e-08,188477.55516764097,0.1996847139671445,16.11808742210269,80,81,2,initial_80,1.150435669538942e-08
COMPLETED,,1.15,0.245,0.2307824625023916,0.048079054596058,0.2291239649057388,0.0502349734306335,0.0027200368194898,0.1891239649057388,0.2691239649057388,0.0202349734306335,0.0802349734306335,False,Maximum number of function evaluations has been exceeded.,0.2307824789813766,0.0480790558350668,1.6525498225632366e-08,0.0027200458852679,0.0010937478558959,6.446859177085994e-09,169655.92482358482,0.2047004429623484,16.353452645242214,80,81,2,initial_80,6.446859177085994e-09
COMPLETED,,1.15,0.25,0.2329122345254112,0.0454250379131812,0.2329184263944625,0.0454248450696468,6.194871344677412e-06,0.1929184263944625,0.2729184263944625,0.0154248450696468,0.0754248450696468,False,Maximum number of function evaluations has been exceeded.,0.2329122335431162,0.045425030163655,7.811533743474496e-09,6.195616804543817e-06,2.54866021683312e-06,3.291515918769755e-09,774.3119826033571,0.2105945497751236,16.397943066433072,80,81,2,initial_80,3.291515918769755e-09
COMPLETED,,1.15,0.255,0.2349869062470309,0.0427764608549247,0.2365742027759552,0.0408565141260623,0.002491125390743,0.1965742027759552,0.2765742027759552,0.0108565141260623,0.0708565141260623,False,Maximum number of function evaluations has been exceeded.,0.2349869005163031,0.0427764654021044,7.315605529972886e-09,0.0024911325468293,0.0010476339469517,3.143467772568394e-09,333273.3219325425,0.2051991634070873,16.73865439556539,80,81,2,initial_80,3.143467772568394e-09
COMPLETED,,1.15,0.26,0.2370090573496407,0.0401332732490241,0.2400006204843521,0.0366306267678737,0.0046062981189757,0.2000006204843521,0.2800006204843521,0.0066306267678737,0.0666306267678737,False,Maximum number of function evaluations has been exceeded.,0.2370090646401751,0.0401332776097117,8.49514500807685e-09,0.0046062967000246,0.0019786519993314,3.566835144803008e-09,554736.0388142444,0.2231359807774424,17.07115090638399,80,81,2,initial_80,3.566835144803008e-09
COMPLETED,,1.15,0.265,0.2389811070218755,0.0374954270052493,0.2431162595748901,0.0328158177435398,0.0062448562416584,0.2031162595748901,0.2831162595748901,0.0028158177435398,0.0628158177435398,False,Maximum number of function evaluations has been exceeded.,0.2389810935641264,0.0374954162928451,1.7200773565640433e-08,0.0062448571256062,0.0027389212713385,7.698956831414764e-09,355752.2572620003,0.2139471154659986,17.284624153748155,80,81,2,initial_80,7.698956831414764e-09
COMPLETED,,1.15,0.27,0.2409053276374326,0.0348628766548256,0.2458546310663223,0.0294468775391578,0.0073368011321102,0.2058546310663223,0.2858546310663223,1e-06,0.0594468775391578,False,Maximum number of function evaluations has been exceeded.,0.2409053093007839,0.0348628886818755,2.192903588284349e-08,0.0073368223800821,0.0032853253361924,9.969351935811489e-09,329542.5176425982,0.2406914578750729,17.818985405378044,80,81,2,initial_80,9.969351935811489e-09
COMPLETED,,1.15,0.275,0.2427838565218639,0.032235578489867,0.2481681853532791,0.0265278499573469,0.0078466019375111,0.2081681853532791,0.2881681853532791,1e-06,0.0565278499573469,False,Maximum number of function evaluations has been exceeded.,0.2427838338108467,0.0322355839713118,2.336314487412197e-08,0.0078466215090742,0.00358806966293,1.086925279888374e-08,330111.8972316635,0.2161002559587359,18.14125210419297,80,81,2,initial_80,1.086925279888374e-08
COMPLETED,,1.15,0.28,0.2446187068139639,0.0296134911601608,0.2500313222408294,0.0240385755896568,0.0077702052339298,0.2100313222408294,0.2900313222408294,1e-06,0.0540385755896568,False,Maximum number of function evaluations has been exceeded.,0.2446186885755319,0.0296134959120451,1.8847302268377003e-08,0.0077702213479211,0.0036299521655755,8.966737939746819e-09,404824.1612465382,0.2296782666817307,18.667117035016418,80,81,2,initial_80,8.966737939746819e-09
COMPLETED,,1.15,0.285,0.246411776793946,0.0269965748646317,0.2514413595199585,0.0219426862895488,0.0071301116489965,0.2114413595199585,0.2914413595199585,1e-06,0.0519426862895488,False,Maximum number of function evaluations has been exceeded.,0.2464117617454201,0.0269965866339314,1.910430700916869e-08,0.0071301306064189,0.0034047838070575,9.295025276933994e-09,366301.7265274816,0.2359725646674633,19.50278104282916,80,81,2,initial_80,9.295025276933994e-09
COMPLETED,,1.15,0.29,0.2481648590786716,0.0243847919214007,0.252418041229248,0.0201952289789915,0.0059700917961443,0.2124180412292479,0.2924180412292479,1e-06,0.0501952289789915,False,Maximum number of function evaluations has been exceeded.,0.2481648719355792,0.0243847939352137,1.3013666502698896e-08,0.0059700840499119,0.0029157714786775,6.3310766361533185e-09,460549.0734430876,0.2928386321291327,20.453698754310608,80,81,2,initial_80,6.3310766361533185e-09
COMPLETED,,1.15,0.295,0.2498796478668118,0.0217781061290199,0.2530007362365722,0.0187487490475177,0.0043495053671769,0.2130007362365722,0.2930007362365722,1e-06,0.0487487490475177,False,Maximum number of function evaluations has been exceeded.,0.2498796545673766,0.0217781241633438,1.923887755215476e-08,0.0043495131196693,0.0021738673072571,9.6497433247574e-09,225277.21557939128,0.3062842478975653,21.222645877860487,80,81,2,initial_80,9.6497433247574e-09
COMPLETED,,1.15,0.3,0.2515577466091791,0.0191764832750002,0.2532436549663543,0.0175574738532304,0.0023374085001498,0.2132436549663543,0.2932436549663543,1e-06,0.0475574738532304,False,Maximum number of function evaluations has been exceeded.,0.2515577586682218,0.0191764745737147,1.4870537238417376e-08,0.0023373937753373,0.0011960560494359,7.496230544824847e-09,159554.3309779422,0.2462920984253287,21.93480156175792,80,81,2,initial_80,7.496230544824847e-09
COMPLETED,,1.15,0.305,0.2532006740129504,0.0165798894695289,0.2532097101211548,0.0165797583758831,9.037059091636684e-06,0.2132097101211547,0.2932097101211547,1e-06,0.0465797583758831,False,Maximum number of function evaluations has been exceeded.,0.2532006791330779,0.0165798729770879,1.726894070929967e-08,9.03171517933408e-06,4.7360635958407645e-06,9.033954170243878e-09,524.2514525301063,0.3235818659886718,23.909272149205208,80,81,1,initial_80,9.033954170243878e-09
COMPLETED,,1.15,0.31,0.2548098695477486,0.0139882940338707,0.2529642581939697,0.0157790947705507,0.0025716237181382,0.2129642581939697,0.2929642581939697,1e-06,0.0457790947705507,False,Maximum number of function evaluations has been exceeded.,0.2548098800081284,0.0139883058090415,1.5750371288782732e-08,0.0025716230255543,0.0013805546213994,8.299041876185395e-09,166351.08510068027,0.253787063062191,23.859401177614927,80,81,2,initial_80,8.299041876185395e-09
COMPLETED,,1.15,0.315,0.2563867015239384,0.0114016668043197,0.2525701522827148,0.015124368481338,0.0053314684550093,0.2125701522827147,0.2925701522827147,1e-06,0.0451243684813379,False,Maximum number of function evaluations has been exceeded.,0.2563867118332993,0.0114016636160696,1.0791101069825488e-08,0.0053314780611994,0.0029320551143702,5.876412724567056e-09,498953.2307886544,0.3345106448978185,24.26238966826349,80,81,2,initial_80,5.876412724567056e-09
COMPLETED,,1.15,0.32,0.2579324673927366,0.0088199783947876,0.2520840167999267,0.0145895648747682,0.0082153820657662,0.2120840167999267,0.2920840167999267,1e-06,0.0445895648747682,False,Maximum number of function evaluations has been exceeded.,0.2579324693503099,0.0088199851413532,7.024830369100752e-09,0.0082153787212955,0.0046280233062646,4.162171253171219e-09,1111925.2488081737,0.3069050619378686,25.00900505948812,80,81,2,initial_80,4.162171253171219e-09
COMPLETED,,1.15,0.325,0.2594484009759462,0.0062432011009221,0.2515542805194855,0.0141532914713025,0.011175270352376,0.2115542805194854,0.2915542805194854,1e-06,0.0441532914713025,False,Maximum number of function evaluations has been exceeded.,0.2594484159280747,0.0062432009246227,1.4953167865392994e-08,0.0111752810392318,0.006447347970845,8.578516059111809e-09,751569.1439426638,0.3359309211373329,25.493309353478253,80,81,2,initial_80,8.578516059111809e-09
COMPLETED,,1.15,0.33,0.2609356792914735,0.0036713066046515,0.2510204315185547,0.0137980952858924,0.0141726492722031,0.2110204315185546,0.2910204315185546,1e-06,0.0437980952858924,False,Maximum number of function evaluations has been exceeded.,0.2609356633280522,0.0036713018425251,1.6658591394992953e-08,0.014172641506815,0.0083714567871405,9.260009892065663e-09,904044.043658482,0.3440248686820268,26.661695738323036,80,81,2,initial_80,9.260009892065663e-09
COMPLETED,,1.15,0.335,0.2623955037838868,0.0011041412933339,0.2505126595497131,0.0135098854079842,0.0171786051276527,0.210512659549713,0.290512659549713,1e-06,0.0435098854079842,False,Maximum number of function evaluations has been exceeded.,0.2623954166208345,0.00110427072869,1.560477782345046e-07,0.0171784513615869,0.0103848917582844,1.2078104164720281e-08,859811.4088648395,0.3466679323464632,27.95736393518746,80,81,2,initial_80,1.2078104164720281e-08
