status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40,powell_pass,pinn_spectral_error,corrected_spectral_error,corrected_mismatch,nfev_reported,optimizer_success,oracle_p_rel_l2_core40,oracle_u_rel_l2_core40,oracle_v_rel_l2_core40,initial_optimization_seconds,retry_optimization_seconds,retry_used,adaptive_optimization_seconds,adaptive_total_seconds,modal_max,oracle_modal_max
COMPLETED,,pinn,all,1.0,0.1,False,5.334085810194177e-10,0.0113989626576282,6.549590465329273e-10,0.0113989627478476,1.2155046551350955e-10,9.021939965936364e-11,1.513738938570547e-10,-5.000000564592657,,7.256516975847958e-23,,1.0085728419944644,0.1676525957882404,1.1762254377827048,0.9999969208138932,0.0024788222287817,-933.9631154613415,933.9631154613415,4517,1601,3201,1.090773700678936e-07,5.422558814580756e-07,1.090773700678936e-07,5.422558814580756e-07,3.452762763859784e-06,2.732344095877e-06,8.264136390575668e-08,5.451065020331166e-07,5.9952043329758445e-15,1.461053500406706e-13,retry_wide_240,0.009520416188505,1.5137394865385734e-10,2.881426987997437e-11,240,False,5.430071694383481e-07,2.732821107122127e-06,5.454177650353858e-07,13.852045284584165,41.25852044951171,True,55.11056573409587,56.286791171878576,2.732344095877e-06,2.732821107122127e-06
COMPLETED,,pinn,all,1.0,0.105,False,2.340442123779967e-10,0.012760261732706,4.910940792326928e-10,0.012760261650507,2.5704986685469607e-10,8.219900107797605e-11,2.6987276599952445e-10,-5.000000376808207,,4.373674890385252e-23,,1.014740077778697,0.1694101840257644,1.1841502618044617,0.9999962251357404,0.002744812415576,-840.4183007085552,840.4183007085552,4517,1601,3201,1.2440093925680625e-07,6.544546837495183e-07,1.2440093925680625e-07,6.544546837495183e-07,3.1184913479913398e-06,2.5274172175449757e-06,9.36503637176392e-08,6.586459665224945e-07,7.882583474838611e-15,2.1294077612310505e-13,retry_wide_240,0.0116183888492864,2.6987274169453845e-10,1.7606297993150433e-13,240,False,6.541082437067154e-07,2.527414264128457e-06,6.574901032758123e-07,13.83744959998876,40.852803147397935,True,54.690252747386694,55.874403009191155,2.5274172175449757e-06,2.527414264128457e-06
COMPLETED,,pinn,all,1.0,0.11,False,4.635943253909663e-11,0.0142365019789538,4.1018612335473136e-10,0.014236501929304,3.638266908156347e-10,4.964979989641183e-11,3.6719880661517565e-10,-5.000000281855378,,2.176783491841675e-23,,1.0153414411470294,0.1677897153422236,1.183131156489253,0.9999954138640398,0.0030269434899353,-759.2066086881999,759.2066086881999,4517,1601,3201,1.408836424402773e-07,7.828635146813066e-07,1.408836424402773e-07,7.828635146813066e-07,2.61400937531634e-06,2.209029372340474e-06,1.0508176482317188e-07,7.886198205249875e-07,9.880984919163892e-15,3.0531133177191805e-13,retry_wide_240,0.0134858572102437,3.6719879535649834e-10,3.758631804462322e-15,240,False,7.828322826145244e-07,2.208950901839232e-06,7.875499650553529e-07,13.861874477006497,40.90757572744042,True,54.76945020444691,55.952581360936165,2.209029372340474e-06,2.208950901839232e-06
COMPLETED,,pinn,all,1.0,0.115,False,-1.3681579423593154e-11,0.0158385965300184,4.0981569472896646e-10,0.015838596513208,4.2349727415255956e-10,1.6810400293998384e-11,4.2383078082259745e-10,-5.000000254061327,,7.792722220319599e-24,,1.0122153218835592,0.1688659377396106,1.18108125962317,0.9999944684570776,0.0033255173713206,-688.2150755197825,688.2150755197825,4516,1601,3201,1.591120652577723e-07,9.200883847968016e-07,1.591120652577723e-07,9.200883847968016e-07,1.985749066570206e-06,1.8314739078446503e-06,1.1756512322766285e-07,9.27399384110984e-07,1.2989609388114332e-14,4.2121861554278444e-13,retry_wide_240,0.0150669896850844,4.2383078068498887e-10,2.7912011587020197e-11,240,False,9.203250550129872e-07,1.831740102137236e-06,9.266023783456536e-07,13.867776660248635,40.71162774879485,True,54.579404409043484,55.760485668666654,1.8314739078446503e-06,1.831740102137236e-06
COMPLETED,,pinn,all,1.0,0.12,False,-4.034584077683783e-11,0.0175794785598835,3.9592401003632e-10,0.0175794785896096,4.362698508131578e-10,2.972610005369525e-11,4.372814011056693e-10,-5.000000218266616,,7.841348395378326e-25,,1.0140553498640656,0.1684627505019307,1.1825181003659964,0.9999933693625528,0.0036411959852981,-625.7590234536665,625.7590234536665,4516,1601,3201,1.806546266306367e-07,1.0802290612642649e-06,1.806546266306367e-07,1.0802290612642649e-06,1.3537515857797102e-06,1.532757072466812e-06,1.335776186973329e-07,1.0894561659761352e-06,1.5765166949677223e-14,5.80646641878957e-13,retry_wide_240,0.0163143017345209,4.3728140228492317e-10,4.278952150510031e-11,240,False,1.0807403898338785e-06,1.5331625350673645e-06,1.089087472567685e-06,13.856906719505789,40.93201358895749,True,54.788920308463275,55.97143840882927,1.532757072466812e-06,1.5331625350673645e-06
COMPLETED,,pinn,all,1.0,0.125,False,-2.4879102619033463e-11,0.0194746295545811,5.0696810984670494e-08,0.019474646254017,5.0721690087289534e-08,1.6699435900074944e-08,5.3400009407225364e-08,-5.000025476212473,,1.0469004627624257e-24,,1.012811305001378,0.1692141378298401,1.1820254428312182,0.9999921583318756,0.0039745777656374,-570.4812211253618,570.4812211253618,4516,1601,3201,3.0841704574972504e-07,1.2312606738093111e-06,3.0841704574972504e-07,1.2312606738093111e-06,1.2734388990768489e-06,1.5933845855715134e-06,1.3583664676276453e-06,1.7702245006265354e-06,4.7850612361344253e-14,7.546185898377189e-13,initial_80,0.0171907991436651,5.3400009408310334e-08,2.173627842055226e-08,80,False,1.2652029311121744e-06,1.5844909038714116e-06,1.276368896977846e-06,13.923155704513192,0.0,False,13.923155704513192,15.10518114734441,1.7702245006265354e-06,1.5844909038714116e-06
COMPLETED,,pinn,all,1.0,0.13,False,-5.1686894434190026e-11,0.0215428006593863,4.898524270072549e-08,0.0215428318951999,4.9036929595159685e-08,3.123581359884553e-08,5.814031746819474e-08,-5.000022199061707,,6.5795290898756794e-24,,1.0110005466267469,0.1682882662862539,1.1792888129130006,0.9999907428289772,0.0043269323390381,-521.2748795559394,521.2748795559394,4516,1601,3201,3.177589802133009e-07,1.3423410871900453e-06,3.177589802133009e-07,1.3423410871900453e-06,1.60817508204372e-06,1.8756730424073008e-06,1.3360047926374874e-06,1.8368877113389745e-06,5.029310301551959e-14,8.97393270804514e-13,initial_80,0.0176705087622737,5.8140317484970343e-08,2.2763811567776373e-08,80,False,1.4643568647509565e-06,1.9520890994889183e-06,1.4789268203047894e-06,13.884455712512136,0.0,False,13.884455712512136,15.063744525425136,1.8756730424073008e-06,1.9520890994889183e-06
COMPLETED,,pinn,all,1.0,0.135,False,4.486303830662882e-11,0.0238070220816896,4.8918783697739714e-08,0.0238070246513265,4.8873920659433095e-08,2.5696368990968384e-09,4.8941425749744564e-08,-5.000020016132183,,1.9516952065139761e-23,,1.0103297345340252,0.1682191425934434,1.1785488771274686,0.999988960295834,0.0046991406516279,-477.2317754562195,477.2317754562195,4516,1601,3201,3.385560587198874e-07,1.687614772446365e-06,3.385560587198874e-07,1.687614772446365e-06,1.8302997550470088e-06,2.259272373639712e-06,1.039140835916411e-06,1.9677175241027606e-06,5.784261958297067e-14,1.4238610290817633e-12,initial_80,0.0177369756288375,4.894142575356994e-08,1.8370399656292265e-08,80,False,1.678414032774532e-06,2.2523408289938863e-06,1.696629140364514e-06,13.848127834498882,0.0,False,13.848127834498882,15.02667671162635,2.259272373639712e-06,2.2523408289938863e-06
COMPLETED,,pinn,all,1.0,0.14,False,-1.3824653512991852e-11,0.026296053046404,5.05799329250155e-08,0.0262960565071608,5.0593757578528494e-08,3.460756802659004e-09,5.071198224840023e-08,-5.000018689134725,,3.835657001325594e-23,,1.0090083107352257,0.1728115454316139,1.1818198561668396,0.9999870304318292,0.0050924978968082,-437.59473005566906,437.59473005566906,4515,1601,3201,3.628890629587477e-07,1.9087826953415777e-06,3.628890629587477e-07,1.9087826953415777e-06,1.7955158605791138e-06,2.419242381419785e-06,9.83652495419409e-07,2.145335097137908e-06,6.616929226765933e-14,1.8213208718975693e-12,initial_80,0.0173800349893711,5.0711982253845867e-08,1.8114409464989305e-08,80,False,1.911104577700686e-06,2.423178127613283e-06,1.9338503063725325e-06,13.851627354510128,0.0,False,13.851627354510128,15.033447210676968,2.419242381419785e-06,2.423178127613283e-06
COMPLETED,,pinn,all,1.0,0.145,False,-5.6069094750228085e-11,0.0290465325718309,5.399421732870841e-08,0.0290465443792395,5.4050286423458647e-08,1.1807408602931836e-08,5.5324934345867117e-08,-5.000018001653757,,6.499577169384533e-23,,1.00674397777766,0.1679971329867839,1.174741110764444,0.9999848634288764,0.005507078411652,-401.727512808759,401.727512808759,4515,1601,3201,3.8710217940504876e-07,2.1223637381023205e-06,3.8710217940504876e-07,2.1223637381023205e-06,1.6708211992916511e-06,2.539304666699927e-06,9.798470878350186e-07,2.3450905773407315e-06,7.494005416219808e-14,2.252309450057055e-12,initial_80,0.0165907455243725,5.5324934359195154e-08,1.8691419923282896e-08,80,False,2.169971257703065e-06,2.577152442530536e-06,2.198600624637476e-06,13.812043705023823,0.0,False,13.812043705023823,14.986784815788267,2.539304666699927e-06,2.577152442530536e-06
COMPLETED,,pinn,all,1.0,0.15,False,-8.405645788231906e-11,0.0321062949597958,5.726160304965732e-08,0.0321063159173788,5.734565950753965e-08,2.0957583002356728e-08,6.105526144121689e-08,-5.000017210896138,,9.726561560243896e-23,,1.009090336970985,0.1681348057463765,1.1772251427173617,0.9999823721002492,0.0059476225013313,-369.0864736039054,369.0864736039054,4515,1601,3201,4.147079700545991e-07,2.3620798219064614e-06,4.147079700545991e-07,2.3620798219064614e-06,1.4564315065619376e-06,2.657440141412258e-06,9.819937160704398e-07,2.574940160771882e-06,8.559819519859958e-14,2.7884361486485428e-12,initial_80,0.0153543104522935,6.105526146979869e-08,1.937163151499824e-08,80,False,2.453299810096418e-06,2.7364762031140976e-06,2.488688443961953e-06,13.75774944294244,0.0,False,13.75774944294244,14.934974585659802,2.657440141412258e-06,2.7364762031140976e-06
COMPLETED,,pinn,all,1.0,0.155,False,-1.1093810174199796e-10,0.0355397248680497,6.168352986050463e-08,0.035539741118462,6.179446796224665e-08,1.6250412293583594e-08,6.389547848203798e-08,-5.000016689754382,,1.3113191361253002e-22,,0.9985877824947238,0.1663128137588501,1.164900596253574,0.999979466543932,0.0064154242211986,-339.19782608295964,339.19782608295964,4515,1601,3201,4.630847117878416e-07,2.673721913263446e-06,4.630847117878416e-07,2.673721913263446e-06,1.3785461431049194e-06,2.9060666132933253e-06,9.516130175263644e-07,2.8640769270837085e-06,1.0746958878371517e-13,3.5736968939659164e-12,initial_80,0.0136410952080706,6.389547848203798e-08,1.8857697702586915e-08,80,False,2.743327342217363e-06,2.962421663871577e-06,2.7863571211471672e-06,13.701870513148606,0.0,False,13.701870513148606,14.86677110940218,2.9060666132933253e-06,2.962421663871577e-06
COMPLETED,,pinn,all,1.0,0.16,False,-8.877935056053396e-11,0.0394369303198964,3.393892261679092e-08,0.0394369660997219,3.4027701967351456e-08,3.577982549823888e-08,4.9376921875136366e-08,-5.000008235659925,,1.6533225240635418e-22,,0.9992348914965988,0.1671306379139423,1.166365529410541,0.9999761917484288,0.0069140230390399,-311.63549074362226,311.63549074362226,4514,1601,3201,4.425966522769897e-07,2.892518387885019e-06,4.425966522769897e-07,2.892518387885019e-06,1.436551539626724e-06,3.1401398768537644e-06,7.04648934879312e-07,3.0206046140497386e-06,9.803269307440132e-14,4.177214130152152e-12,initial_80,0.0113945450319103,4.9376921905305e-08,1.336500180389512e-08,80,False,3.048487615724905e-06,3.2852129511614174e-06,3.100960520311436e-06,13.661218024790289,0.0,False,13.661218024790289,14.82758355420083,3.1401398768537644e-06,3.2852129511614174e-06
COMPLETED,,pinn,all,1.0,0.165,False,-1.5719701197920907e-10,0.0439306948164425,4.070204016749493e-08,0.0439307273230362,4.0859237179474147e-08,3.25065936945812e-08,5.2212602851352926e-08,-5.000008819330638,,2.0812915558317e-22,,0.9931786116212606,0.1657766150310635,1.1589552266523242,0.9999723483267996,0.0074450402133412,-285.9978161067013,285.9978161067013,4514,1601,3201,5.073921890393002e-07,3.252024624515986e-06,5.073921890393002e-07,3.252024624515986e-06,1.4054576530870923e-06,3.453784680743674e-06,7.131238674907845e-07,3.38252414854818e-06,1.2878587085651816e-13,5.280553772024632e-12,initial_80,0.0085139909089907,5.2212602851352926e-08,1.2739028371804554e-08,80,False,3.387899964490113e-06,3.580054984055845e-06,3.451659177257853e-06,13.600591479800642,0.0,False,13.600591479800642,14.759546706452966,3.453784680743674e-06,3.580054984055845e-06
COMPLETED,,pinn,all,1.0,0.17,False,-2.0811513141572367e-10,0.0492311866975815,4.863771683957129e-08,0.0492311883881208,4.8845831970987016e-08,1.6905392988264543e-09,4.8875077739669874e-08,-5.000009359445757,,2.622507250342852e-22,,0.9919864116236567,0.1665343921631574,1.1585208037868142,0.9999678240047007,0.008021363455342,-261.87042583037794,261.87042583037794,4514,1601,3201,6.207634693105701e-07,3.702467142022289e-06,6.207634693105701e-07,3.702467142022289e-06,1.4322634398766616e-06,3.858029488907672e-06,7.221358405612834e-07,3.824916259164584e-06,1.9251267247000214e-13,6.846856415165803e-12,initial_80,0.0048234974395658,4.8875077739669874e-08,1.0474990600397768e-08,80,False,3.720273421735677e-06,3.8763299217891154e-06,3.797150215216658e-06,13.516275951638818,0.0,False,13.516275951638818,14.674796755425632,3.858029488907672e-06,3.8763299217891154e-06
COMPLETED,,pinn,all,1.0,0.175,True,-7.090404905498365e-11,0.0557083229229324,5.6284534203555247e-08,0.0557083124006803,5.635543825261024e-08,1.0522252104350205e-08,5.7329339870534587e-08,-5.000009500048037,,3.2610738631415684e-22,,0.9810382733121514,0.1642462480813264,1.145284521393478,0.9999625292801052,0.0086526911863082,-238.7561055048756,238.7561055048756,4513,1601,3201,7.266835828798128e-07,4.116602660690531e-06,7.266835828798128e-07,4.116602660690531e-06,1.4489083846777783e-06,4.226108529716054e-06,8.089135370573736e-07,4.250228994377385e-06,2.637889906509372e-13,8.464007272834806e-12,initial_80,1.872294353186983e-06,5.7329339855251776e-08,1.0413825247044877e-08,80,False,4.093961747429727e-06,4.2028030504474855e-06,4.187241240821201e-06,13.50851073861122,0.0,False,13.50851073861122,14.653795260004697,4.250228994377385e-06,4.2028030504474855e-06
COMPLETED,,pinn,all,1.0,0.18,False,-4.0809311066342696e-10,0.0641392460321991,1.0779322235850316e-05,0.0641490365379201,1.077973032896098e-05,9.790505721002374e-06,1.4562162896977268e-05,-5.001566804392778,,4.241207860456212e-22,,0.9763449002057314,0.163494867272675,1.1398397674784064,0.9999790987873456,0.0093389218675183,-215.87528819434564,215.87528819434564,4513,1601,3201,4.8472117029885294e-05,7.618407916039222e-05,4.8472117029885294e-05,7.618407916039222e-05,7.638173428093845e-05,9.106842005913738e-05,0.0001159362422495,0.0001161874770376,1.174773278656005e-09,2.796630815815604e-09,retry_wide_240,0.0066432853324311,1.4562162897023922e-05,2.0567569565748127e-06,240,False,4.469371247485278e-06,4.532377478734972e-06,4.583221784917892e-06,13.36008130479604,39.63690325058997,True,52.99698455538601,54.13682432286441,0.0001161874770376,4.583221784917892e-06
COMPLETED,,pinn,all,1.0,0.185,False,-5.547851828880535e-10,0.0769056941994695,4.8459496331755065e-06,0.0769384875428986,4.846504418358395e-06,3.279334342910778e-05,3.3149539639889026e-05,-5.000578286390606,,5.273385465045698e-22,,0.9602756137028337,0.1608846904709935,1.1211603041738272,1.000016676245025,0.0102082159813772,-191.1690901158741,191.1690901158741,4512,1601,3201,9.97803025633146e-05,0.000150868459461,9.97803025633146e-05,0.000150868459461,0.0001603697390744,0.000185949297811,0.0002214808078359,0.0002244697021805,4.978053969040275e-09,1.1052589843352225e-08,retry_wide_240,0.0172544383405865,3.3149539639902754e-05,2.873321470660583e-06,240,False,4.889596225480064e-06,4.872839409194955e-06,5.031130148246001e-06,13.245914893224835,39.23131364118308,True,52.477228534407914,53.59838883858174,0.0002244697021805,5.031130148246001e-06
COMPLETED,,pinn,all,1.0,0.19,False,0.0191129885284331,0.1010233002787392,0.0191130026740251,0.1010228166493881,1.414559199983123e-08,4.836293510945833e-07,4.838361778672543e-07,-6.8372104632186055,,1.2257219614144891e-20,,0.959570369683206,0.1613012757152319,1.120871645398438,0.9999560007633718,0.0092855175646649,-175.69794230202706,175.69794230202706,4511,1601,3201,2.017621124879254e-06,6.774054289484146e-06,2.017621124879254e-06,6.774054289484146e-06,3.054640103694836e-06,6.62189396299665e-06,2.8377923104546966e-06,7.163875654354494e-06,2.035260848742837e-12,2.2773116725716136e-11,retry_wide_240,0.0358772963054683,4.838361778543968e-07,2.8818059236160312e-08,240,False,5.852307846853105e-06,5.566968656161091e-06,6.013403411137377e-06,13.000685647130013,38.544636603444815,True,51.54532225057483,52.666193895973265,7.163875654354494e-06,6.013403411137377e-06
COMPLETED,,pinn,all,1.0,0.195,False,0.0382070565534107,0.0978340054927779,0.0382065966349675,0.097834149450614,4.599184432046988e-07,1.4395783609622018e-07,4.81922019597922e-07,-9.087533745755882,,9.849581262969492e-23,,0.9752537216991186,0.1644567288458347,1.1397104505449531,0.9999719437396384,0.0075747827584891,-189.79198503399317,189.79198503399317,4512,1601,3201,1.978964877068856e-06,7.808073011965127e-06,1.978964877068856e-06,7.808073011965127e-06,2.567306266431968e-06,7.328999222904691e-06,2.839038505308647e-06,7.889801795667354e-06,1.958544437741239e-12,2.976696666934231e-11,retry_wide_240,0.0346023766951246,4.819220195855392e-07,5.102289928486951e-08,240,False,6.885108818527573e-06,6.442859366814288e-06,7.008212924003973e-06,13.145865561440589,39.09155835863203,True,52.237423920072615,53.37713437061757,7.889801795667354e-06,7.008212924003973e-06
