epoch,loss,compat,ode,bc,gauge,q0,lr
65,0.1950693499230594,0.0021634617160729286,0.0036159810922019916,0.006609240828845787,5.090105263394456e-05,8.092002933979056e-05,0.00019994498569300906
66,0.1791907215858926,0.002068605105533309,0.003440045558844437,0.005987926681761919,4.345681306876775e-05,9.866337643777693e-05,0.00019994328009372255
67,0.16626576574605154,0.001963888332653675,0.0034684403361223363,0.005395592097530527,4.030637107680908e-05,0.00011213675900392407,0.00019994154846519733
68,0.1529299161669419,0.001859778130163311,0.0034537407414633493,0.004801770287087842,3.7593217089184666e-05,0.00011885746354217515,0.00019993979080790814
69,0.13993101064137262,0.0018335832730966132,0.0034103198110020817,0.004209176655880671,3.308446682772247e-05,0.00011908195738619722,0.00019993800712233685
70,0.12769067052663047,0.0017896290267825942,0.003415390076741227,0.0036486964702228614,2.6665500869350182e-05,0.00011365710164333749,0.00019993619740897245
71,0.11936698692196687,0.0019093520510296035,0.0035063578607219866,0.0031608547169051757,1.9927934663474503e-05,0.00010396646431129282,0.00019993436166831113
72,0.10808784324730203,0.0017644317009532346,0.0033461029803246315,0.0027719904633581845,1.542687167359677e-05,9.284009751794023e-05,0.00019993249990085608
73,0.10314334288255057,0.0017977818725089935,0.0034193907418269692,0.0024749764136073184,1.4720884670445713e-05,8.366446796018105e-05,0.0001999306121071178
74,0.09710251851120345,0.0017511257225379818,0.003316771580692831,0.0022360352140149537,1.702841198596243e-05,7.844810686098177e-05,0.0001999286982876138
75,0.09542381602286823,0.001917407481382043,0.0033804270623014024,0.002025529991244146,1.9348707611508507e-05,7.843640751829654e-05,0.00019992675844286877
76,0.08871810225478258,0.0016704890620894129,0.0033306149097292,0.0018421331982610692,1.8643985713750587e-05,8.387815054069835e-05,0.0001999247925734145
77,0.0862102367971949,0.0017081219801803331,0.003360604839674588,0.0017067591872243193,1.3877848541593045e-05,9.488794930102153e-05,0.00019992280067979002
78,0.08389079622461716,0.0017236792636222012,0.003337898876021375,0.0016290306970068787,6.944008880438303e-06,0.00011143015118013217,0.00019992078276254136
79,0.08392352205438194,0.0015623558655649605,0.0036288707079485194,0.001592942560451881,1.5240511020952806e-06,0.00013247357075917118,0.0001999187388222218
80,0.08400757008134606,0.0017216745528011747,0.0035434594404696223,0.001567688013088543,2.4698868672230115e-08,0.00015411592655288484,0.00019991666885939163
81,0.07883341626719005,0.0014442150755832244,0.0033638030981008983,0.0015305619645482242,1.4199523938433123e-06,0.00017489257369614832,0.00019991457287461836
82,0.08355418070203585,0.0016420960337475677,0.003718632217216224,0.001477530666016125,3.962848720754364e-06,0.0001943508246328139,0.00019991245086847662
83,0.08092558575375479,0.0016409253156761724,0.003544657120729926,0.0014293094909126833,4.835715714401439e-06,0.0002076845107063292,0.00019991030284154817
84,0.07810562864570578,0.0015702601768013001,0.0034053541589248604,0.0013971036547898647,4.0741219264687555e-06,0.0002170606813859993,0.00019990812879442196
85,0.07670273658804387,0.0015059567286424915,0.003378639328370611,0.001377988240801345,2.9701120188595067e-06,0.00022431874189644469,0.0001999059287276939
86,0.07908305311952447,0.0016157681328387132,0.003550408133115861,0.0013568598596585422,2.8409326680789626e-06,0.00023204628677030216,0.00019990370264196723
87,0.07813031254002613,0.0016187210221590676,0.003511533376344518,0.0013223228316437212,3.813119221158434e-06,0.000241558026381594,0.00019990145053785225
88,0.07706150587693361,0.0016130867568095964,0.0034926865945197143,0.0012751880438837979,5.00011485964538e-06,0.00025455301359550425,0.00019989917241596634
89,0.07642539821894193,0.0015939740301613677,0.0035486761863042083,0.0012236510245669811,5.258755629465456e-06,0.0002724066406019205,0.0001998968682769341
90,0.07383625096375157,0.0015775315577195633,0.003418592070319082,0.0011715442772239084,4.441291388869485e-06,0.0002958746023931525,0.0001998945381213872
91,0.07329049093291987,0.001661777412251563,0.0033965848548103876,0.0011167727999471235,3.714122633578975e-06,0.0003234792006535159,0.00019989218194996447
92,0.07208584900635995,0.0015545604702951127,0.003503220602455911,0.0010552739099969973,4.025600789097687e-06,0.0003534107418499687,0.0001998897997633119
93,0.0724407857095591,0.0015197497953755882,0.003699838095575736,0.0009870297836863905,5.0431112631804705e-06,0.0003824207236697358,0.00019988739156208253
94,0.074563785900206,0.0015431980788684924,0.004024745672050391,0.0009183702234830509,5.169439213561438e-06,0.00040592930534283833,0.00019988495734693661
95,0.0731555113728987,0.0015441219002952917,0.004021841023212165,0.0008561825366401196,3.722314050217356e-06,0.0004212624111621138,0.00019988249711854153
96,0.07026378972485248,0.001556587508289358,0.0038412998127107926,0.0008029196425617808,2.2652366361534674e-06,0.00042998796706296394,0.0001998800108775717
97,0.07166574918231096,0.0018624404944926733,0.0037686610174957275,0.0007561642005481433,2.31450051464093e-06,0.00043754559617038954,0.00019987749862470877
98,0.06833532776346486,0.0016395981475109105,0.0037350869300137052,0.0007130549039350891,3.2737890951691764e-06,0.00044704531297149955,0.0001998749603606415
99,0.06414785537088624,0.0015956866933009438,0.0034364612133237606,0.0006726013367862501,3.7434956891420573e-06,0.00045968322321847545,0.00019987239608606575
100,0.0732756886820796,0.0015584631828466093,0.004473266970993787,0.0006343214360608425,2.7195842245879274e-06,0.0004780869342963489,0.00019986980580168453
101,0.06911887035786589,0.0015948144012178996,0.0040905558489384404,0.0006047144508683018,1.7087883893646752e-06,0.0004930275057328642,0.000199867189508208
102,0.0649995683630519,0.001539705866453079,0.0037884821990345936,0.0005816548950309807,8.458980755556542e-07,0.0005057518611579787,0.00019986454720635343
103,0.0616958035127267,0.0015894500986956043,0.003454111781493467,0.0005617755602408613,2.467350601875871e-07,0.0005178122819769271,0.00019986187889684524
104,0.06467836052888376,0.0014885276699610197,0.003894237031718954,0.0005423509499268904,3.6945135462021735e-08,0.000530803634514593,0.00019985918458041493
105,0.06437246142306548,0.0015488813706791816,0.003839682946753901,0.0005239544847423981,7.728553886680896e-08,0.0005389456874295163,0.00019985646425780114
106,0.06653417363301743,0.0016215660970845928,0.004017171036200237,0.0005071446469733277,3.9093607025866166e-08,0.0005415476186363585,0.0001998537179297497
107,0.06702997627113724,0.0015658647007820883,0.004149795740712654,0.000493223741075826,8.897034673304678e-08,0.0005392938778799352,0.00019985094559701354
108,0.06605680191159818,0.0015418168025523376,0.004090457336661207,0.000483233466892623,6.939118161027031e-07,0.0005319743091723692,0.00019984814726035268
109,0.06356801334560118,0.0014654973738530005,0.003920533850864846,0.000475999223583066,1.8771662676140052e-06,0.0005232052124647103,0.00019984532292053432
110,0.06243019832085403,0.0015311760913236851,0.003743502069094994,0.0004699418660341191,2.8457939598485645e-06,0.0005159413413193992,0.00019984247257833274
111,0.06116075132935907,0.0015234782996119078,0.0036348449642410897,0.0004646032292156076,2.854541065169468e-06,0.0005115473385864263,0.0001998395962345294
112,0.062011417808708176,0.0014245755331375896,0.003837287670978754,0.00046023882843569593,1.8800919883081605e-06,0.0005109635657203236,0.0001998366938899129
113,0.0605413916544958,0.0015097370215833357,0.0036199548283578284,0.0004575035123096804,9.440290889054328e-07,0.0005108255571043403,0.0001998337655452789
114,0.06795700506822036,0.0014928811834653095,0.004388298439758338,0.00045487852591669813,4.7638317649921275e-07,0.0005111463254588713,0.00019983081120143018
115,0.05952536518274883,0.0015051534115360658,0.0035379116088467997,0.0004524418965741844,4.5877047436484795e-07,0.0005033864048150515,0.00019982783085917676
116,0.06076862039619237,0.0015868776242931345,0.003588933037117669,0.00044826747363811215,4.516430932209012e-07,0.0004944625256561135,0.00019982482451933568
117,0.06085863131275738,0.0015101106638690752,0.0036851451451523623,0.0004430711411724812,4.465039909338168e-07,0.0004856618361811901,0.00019982179218273115
118,0.06744320810868631,0.0014985676599930749,0.00436445425079737,0.0004379533960979666,5.392107882253442e-07,0.0004753759227783347,0.00019981873385019452
119,0.06299775523547828,0.0013647248050523788,0.004053792347231381,0.00043479532504219154,1.1667721179684354e-06,0.0004594771568549919,0.00019981564952256426
120,0.060253004051611464,0.0014186536502419865,0.003721010013821383,0.0004324678359616822,2.070106917441285e-06,0.0004440294063783622,0.00019981253920068587
121,0.06331260045794607,0.0013987327386196292,0.004047760808601362,0.0004305066638377447,2.375317089812665e-06,0.00043201359515735235,0.00019980940288541216
122,0.05873344698633751,0.0013095632156605909,0.0036830005339694785,0.00042975810601623466,2.12647369712135e-06,0.0004209046676701537,0.00019980624057760291
123,0.05718438569368464,0.0013715963651539246,0.003476142084697751,0.0004292445480581849,1.2211023400418316e-06,0.0004129663318043267,0.0001998030522781251
124,0.05844909151120481,0.0013424276506099058,0.0036429653988966928,0.00042822879012813746,3.0585213576071094e-07,0.00040891268266718314,0.00019979983798785287
125,0.059542055050767206,0.0013225527231558623,0.0037773311288367747,0.00042662103423872976,1.0795846066239583e-07,0.00040506224982162105,0.0001997965977076674
126,0.05686504083851411,0.001272767872131017,0.003562992994450144,0.00042446978858865647,1.8036400929372722e-07,0.000397580411060126,0.00019979333143845703
127,0.056335480022377475,0.0012892286212946532,0.0035012260249794773,0.00042094724884982163,1.1988582639738527e-07,0.0003884270422159309,0.00019979003918111716
128,0.059251260867511396,0.0012443061183993874,0.0038474790860760426,0.0004165815202822766,1.7784171115650206e-08,0.0003777576497301949,0.0001997867209365505
129,0.06425730970324052,0.0012411610275540148,0.004356475381422897,0.00041255356279160023,2.9874357639386756e-07,0.00036445851018088854,0.00019978337670566667
130,0.058834219803279846,0.0011895378394076374,0.0038554327998522576,0.0004106408042246966,1.7169732618696165e-06,0.0003467529955227747,0.00019978000648938256
131,0.054910105289318493,0.0011659330910443778,0.0034759704295615674,0.00040919529455410913,3.071641921768658e-06,0.00033227059005893136,0.00019977661028862213
132,0.0543659427294035,0.0012187796527428837,0.003380345014541545,0.00040683291335487625,2.3803778946169116e-06,0.0003251416095901449,0.00019977318810431645
133,0.058250790878955606,0.0011881747419010733,0.00382343528222945,0.00040359300890243055,6.283045960176484e-07,0.0003243013531422524,0.00019976973993740375
134,0.054117175510111665,0.0011699906731745392,0.003440229837334611,0.0004007109831572549,7.507418750714844e-09,0.0003233200598862893,0.00019976626578882938
135,0.055363136805093735,0.001044565133304641,0.0036941079373557033,0.0003967456353244371,4.149339200154741e-07,0.0003229302567109842,0.00019976276565954572
136,0.06346147720203482,0.0012266927217473235,0.004329192689307338,0.0003919172152701927,6.427878608436859e-07,0.00031800517455450887,0.00019975923955051244
137,0.055686081437658554,0.001138428904940389,0.003652006116755457,0.0003889872143369365,1.9869339613587368e-08,0.0003017501992631866,0.0001997556874626962
138,0.05496484466129526,0.0010936248927724606,0.003622681276277245,0.0003857506876899812,8.676921699857336e-07,0.0002850438124826613,0.00019975210939707084
139,0.05376603086828244,0.0010615408344014326,0.0035280516979435774,0.00038178747150063175,2.3435611481969724e-06,0.0002721506721375925,0.0001997485053546173
140,0.05426760059510812,0.0010586261351290963,0.003591427752064458,0.0003768227057093304,2.306076089859741e-06,0.00026546448944074534,0.00019974487533632362
141,0.05869495908065801,0.001113860533267427,0.004002491077508975,0.0003714902262012247,1.0163844886949283e-06,0.000263308764821116,0.00019974121934318505
142,0.05296023734830003,0.0010559296486268772,0.0035031556936551632,0.00036720530723010573,2.5277780877510466e-07,0.00025993428269386465,0.00019973753737620385
143,0.05399987310966835,0.0009739658560925259,0.0037011959691963026,0.000362281157530581,2.631706168437057e-08,0.00025797340287682835,0.00019973382943638945
144,0.053611988194718706,0.001056599428784854,0.003588594148364575,0.0003574861840530508,1.0328742163399342e-07,0.00025258757490911475,0.00019973009552475845
145,0.053140371096606694,0.001098207423410288,0.0035107411139864565,0.0003522404649408662,6.076423821932746e-08,0.0002456553972350427,0.0001997263356423345
146,0.052903035328375286,0.0010454325997390098,0.003552240046490005,0.00034625818877160176,1.1450906531067957e-08,0.00023877009202093007,0.00019972254979014835
147,0.05631985073622154,0.0010218500521363566,0.003930141483083418,0.00033953229034230334,9.289577177732817e-08,0.0002322906879653604,0.000199718737969238
148,0.05304524582387985,0.0009650229610660675,0.0036677099642211295,0.0003330949673627947,5.601722375198044e-07,0.0002237028971447152,0.00019971490018064843
149,0.05479632532880065,0.0010156029298101841,0.0038027493904719658,0.00032610993813380197,9.060336330311391e-07,0.00021746479175955278,0.00019971103642543178
150,0.05316170982788947,0.0010916212412111523,0.003577060318056032,0.00031940416797796863,8.681087565824711e-07,0.00021264828464903277,0.00019970714670464735
151,0.053379657100876325,0.0010203579950045106,0.0036898348312435145,0.00031250278694471305,2.767309950181611e-07,0.0002116188819004314,0.0001997032310193615
152,0.05255197523890336,0.0009888860884811556,0.003653763475240586,0.00030612625778476173,2.9544459907120962e-08,0.00020989555619728594,0.00019969928937064774
153,0.05200248885033659,0.001015982509939002,0.0035847262985027875,0.000299684107993504,1.7186060486136308e-08,0.00020788663011012915,0.00019969532175958673
154,0.053472842971041774,0.0010180354882062083,0.003742610784655242,0.0002931109676040105,4.160890347057639e-08,0.00020490631509311504,0.00019969132818726618
155,0.051496995497089235,0.0010446371678378623,0.003531427878097782,0.00028676539626646427,1.0371124035033176e-08,0.00019886936144482032,0.00019968730865478095
156,0.05220474380536699,0.0009844067411329542,0.003673958840330946,0.0002801941359069334,1.7205272589335633e-07,0.00019301639420882765,0.00019968326316323302
157,0.05250761967970576,0.001037013771457252,0.003660910161756289,0.0002736641484915492,5.509737773936585e-07,0.00018684478827151162,0.00019967919171373153
158,0.05275161748776883,0.0010669528141197208,0.0036655881239039847,0.0002673853269092777,7.850156934623424e-07,0.0001818228351483631,0.00019967509430739264
159,0.049984784650804075,0.0009780000502516342,0.003490804633488352,0.0002615908953523449,6.491990635731535e-07,0.0001781105030499653,0.00019967097094533966
160,0.049016875089795825,0.001017711478946654,0.0033716225871371773,0.0002555483595581815,1.2567237793879907e-07,0.00017776783506862483,0.0001996668216287031
161,0.05048788699335452,0.0010095514854641168,0.003539990445231382,0.0002493724521080474,5.018644238581006e-08,0.0001791715012314759,0.0001996626463586205
162,0.050314996429656686,0.0010080741477149701,0.0035351212221728973,0.00024344889166612674,1.406489745547573e-07,0.00017715022808343733,0.00019965844513623648
163,0.05158747358041226,0.0011366019920124976,0.0035468954133469986,0.00023759995279237087,5.0047096988741295e-09,0.00017158426277812005,0.00019965421796270288
164,0.05083055261044993,0.0009525773839010345,0.0036638220155829735,0.00023220839070290243,2.2390801551797046e-07,0.00016427851287288518,0.00019964996483917862
165,0.049047641108292295,0.0009576570492891226,0.0034826285649570705,0.00022701281852443734,1.0452859534161625e-06,0.00015643517723387592,0.00019964568576682964
166,0.05020887625903493,0.0010564064313613088,0.0035082359161984003,0.00022184470944644518,1.2555859450893032e-06,0.00015180471054795444,0.00019964138074682913
167,0.04726133706099323,0.0008228303204071317,0.003465436068714964,0.00021681913281987425,4.229051337479454e-07,0.00015149514103102272,0.00019963704978035734
168,0.049065213206711596,0.0009015931855508794,0.0035813651880732935,0.0002117234328791265,1.1608128873400408e-08,0.00015136097156568087,0.00019963269286860162
169,0.049766664011972085,0.0009260026043584077,0.0036365725701460183,0.0002066667332601075,7.577601725671651e-08,0.0001501391491270969,0.0001996283100127564
170,0.04878384013420933,0.0009096752231387672,0.0035645119964375018,0.00020180440649285937,5.879808589452567e-08,0.00014605593859764798,0.00019962390121402334
171,0.05060354878628217,0.0009776546368973405,0.0036886284759156712,0.00019700337282539307,6.502016441825498e-09,0.00014050445469137026,0.00019961946647361107
172,0.04909664335036731,0.000911618530162419,0.0036076211619985358,0.00019293917194281263,4.546298990150292e-07,0.00013242100045519222,0.00019961500579273542
173,0.04858623696440408,0.0008654391944322086,0.003605443200029813,0.00018904600403017117,9.649293918045317e-07,0.00012654744877569767,0.00019961051917261936
174,0.04802819876981219,0.0008229006955420835,0.0036026698900672068,0.00018508254099619637,7.084209379535833e-07,0.00012355326506504388,0.00019960600661449285
175,0.048265626028219814,0.0008621801026253889,0.0036002179698162817,0.00018096647009128628,2.2315901977390108e-07,0.00012164489222622459,0.00019960146811959307
176,0.04702785934085276,0.0008231346939624642,0.0035258082044056617,0.0001768501067225455,1.4282227205883355e-08,0.00011967520021002092,0.0001995969036891643
177,0.04780833560844144,0.0008802275941947191,0.0035549821485962793,0.00017252039405903202,5.8302993508161783e-08,0.00011767581931765945,0.00019959231332445783
178,0.048016262291358004,0.0008778654619835979,0.003586551200225629,0.00016839297623471008,4.236144571538149e-08,0.00011368845563220716,0.0001995876970267322
179,0.045428160850469114,0.0007247135516319788,0.0034890896899287156,0.00016440463793809598,2.0356761002503884e-08,0.00010846614851515203,0.00019958305479725295
180,0.04838420166270058,0.0009761380206574934,0.00353982582337957,0.00016021158441734167,2.0331533983114026e-07,0.00010323088152229899,0.0001995783866372928
181,0.04569341771064519,0.000776729474877541,0.003476237017944494,0.00015646858766980675,3.4381029028701717e-07,9.943125215359598e-05,0.00019957369254813156
182,0.047026058642450866,0.0008880755187105259,0.0035070428877484756,0.00015258796629263332,2.311525200818935e-07,9.708914494053435e-05,0.00019956897253105613
183,0.047481735217082134,0.0008257636273835338,0.0036248934188879145,0.00014863716940893018,2.4213661890498108e-08,9.636075040069074e-05,0.00019956422658736056
184,0.04622162276014637,0.0007897168791041929,0.0035434272599188707,0.00014435404228332722,3.1005242491894164e-08,9.565707832025173e-05,0.00019955945471834588
185,0.04687256187520391,0.0007613159608233857,0.0036460762607008783,0.00013977182845325797,3.203090896102911e-08,9.32258569966631e-05,0.00019955465692532044
186,0.04692880925719782,0.0008304070507628898,0.0035921951134077874,0.00013510973358648424,5.929437613594191e-09,8.951984109670889e-05,0.00019954983320959952
187,0.04856676549608585,0.0009575964574124115,0.0036359773030221255,0.00013085575799458166,1.3912731848848243e-07,8.558242697656616e-05,0.00019954498357250557
188,0.04788763912237742,0.0008998875534954048,0.0036291662181394415,0.0001274988994408979,4.712341721099484e-07,8.131575234945639e-05,0.00019954010801536817
189,0.044589474340927186,0.0007811061555975505,0.0034231768568469293,0.0001247357749394189,5.192871769400904e-07,7.837679125969117e-05,0.000199535206539524
190,0.04459696299737378,0.0007485793196313816,0.0034664231545489957,0.00012179098196005426,1.1118616368921788e-07,7.776334520673139e-05,0.00019953027914631675
191,0.04691641765715547,0.0009009635618233539,0.003553975067738498,0.00011825463973708283,1.9385667953049502e-08,7.762064861510082e-05,0.00019952532583709733
192,0.04633892472845792,0.0008418013016504092,0.0035616358829535406,0.00011471462514214134,1.0260379575598541e-07,7.603174332257486e-05,0.00019952034661322376
193,0.04646543073890957,0.0008630202524760785,0.003561097101267516,0.00011112131917358822,1.830818001860146e-08,7.266733108101749e-05,0.00019951534147606107
194,0.04511356714694972,0.0007271765644208558,0.003567461360335516,0.00010783076864179503,1.0572526550098445e-07,6.795497793446028e-05,0.00019951031042698148
195,0.04468497045793666,0.0007374285474637393,0.0035194409330196494,0.00010442317620458089,2.7812129011155776e-07,6.487776515061658e-05,0.00019950525346736425
196,0.04585464191284826,0.0008471559099844096,0.0035340342832269134,0.00010114575551995989,1.982487033583262e-07,6.318706631794039e-05,0.0001995001705985958
