benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error
53,C30,1.9,0.075,0.4689092726029273,0.0226079949575224,0.46390295,0.022977,0.005019903457832126,COMPLETED,,0.46891271562500003,0.022607208333333337,4.7126253983691614e-07,1.9791793736762268e-21,4.712625398369181e-07,True,True,0,0.015,0.008,12,353.8343744550366,3.531738751392617e-06
6,C01,1.0,0.155,-1.1093810174199796e-10,0.0355397248680497,-0.004735917,0.047186714,0.012573037207447929,COMPLETED,,0.0,0.035536323375,1.0082921875326968e-06,3.0938755912267044e-21,1.0082921875327e-06,True,True,0,0.015,0.015,12,350.0564283110434,3.401493051514426e-06
56,C31,1.8,0.14,0.4643068067440054,0.0214988079117178,0.46648142,0.019595783,0.0028897139352825237,COMPLETED,,0.4643036856250001,0.021500079875000005,8.756047415562379e-07,8.126081456629602e-21,8.756047415562461e-07,True,True,0,0.015,0.015,12,390.6769461550284,3.37035227187371e-06
24,C10,1.35,0.09,0.2484573310607619,0.0834671719506741,0.26359472,0.08723993,0.015600456634230982,COMPLETED,,0.24845800125000003,0.08347039875000001,3.629862318251384e-07,5.3481189870295506e-21,3.6298623182514375e-07,True,True,0,0.03,0.03,12,380.7824903150322,3.2956619220693265e-06
4,C00,1.2,0.075,0.1254037605689256,0.1278442189910901,0.10734704,0.15385336,0.03166260528960968,COMPLETED,,0.12540368062499999,0.12784750062499997,2.1241117980148425e-07,4.498670036698812e-21,2.1241117980148875e-07,True,True,0,0.015,0.015,12,276.2280325079337,3.2826075229313374e-06
59,C31,1.85,0.18,0.4905395491810024,0.0108833347589581,0.4934368,0.009939741,0.0030470365094837633,COMPLETED,,0.4905364093749999,0.010882449333333334,1.0509206924014323e-06,8.924620470311882e-21,1.0509206924014412e-06,True,True,0,0.015,0.008,12,430.81499243702274,3.262263059618653e-06
50,C30,1.75,0.055,0.4075496013880763,0.029060765945644,0.4078396,0.029775469,0.0007712973815743802,COMPLETED,,0.40754663125000007,0.029061927333333324,2.517564324202691e-07,8.827639917486154e-22,2.5175643242027e-07,True,True,0,0.03,0.008,12,333.2382421080256,3.1891286516313952e-06
40,C21,1.45,0.12,0.3237488512771395,0.0567621464549422,0.32288265,0.0568684,0.0008726937998836884,COMPLETED,,0.323751790625,0.056760978125000014,5.773252496799965e-07,6.58607536058979e-21,5.773252496800031e-07,True,True,0,0.015,0.015,12,339.1881477709394,3.163030303178354e-06
14,C02,1.05,0.22,0.1435406899321354,0.0776899506702274,0.123977125,0.076965325,0.01957698023740716,COMPLETED,,0.14353767187499997,0.07768928333333334,9.529960139306533e-07,1.8734267254694858e-20,9.52996013930672e-07,True,True,0,0.015,0.008,12,334.177502534003,3.090955742626094e-06
62,C32,1.75,0.21,0.4702734319548457,0.0072567424189534,0.4713069,0.0074733524,0.001055924279597717,COMPLETED,,0.47027174374999986,0.007259181448307291,1.0926256702254963e-06,6.657192837269696e-21,1.092625670225503e-06,True,True,0,0.03,0.015,12,452.4746210320154,2.96629394880844e-06
21,C02,1.2,0.315,0.283776640858734,0.0058299567246247,0.27842215,0.0054094447,0.005370977817783287,COMPLETED,,0.2837737125,0.005829867355810546,1.606784202975208e-06,1.5126664730445164e-20,1.606784202975223e-06,True,True,0,0.06,0.03,12,526.5683417490218,2.9297221130916284e-06
43,C21,1.55,0.2,0.4017552663925157,0.0216202143809181,0.40114295,0.020740166,0.00107210844474801,COMPLETED,,0.40175818437500005,0.021620374333333345,1.0357571409058582e-06,4.18347873463335e-21,1.0357571409058624e-06,True,True,0,0.015,0.008,12,417.18333309399895,2.922363179721233e-06
20,C02,1.2,0.285,0.2745150983935676,0.0207082606481318,0.27126244,0.013288987,0.008100951060900728,COMPLETED,,0.274514393125,0.020710862000000003,1.3187788844882142e-06,1.0502291945906126e-20,1.3187788844882247e-06,True,True,0,0.015,0.008,12,423.58933455799706,2.6952616375129753e-06
9,C01,1.15,0.175,0.193178755219419,0.0858418261519786,0.18696992,0.07698588,0.010815609877794322,COMPLETED,,0.19318085750000002,0.08584330187500004,6.508202061188695e-07,1.342832236022707e-22,6.508202061188696e-07,True,True,0,0.06,0.015,12,342.24544680002145,2.5685291661548865e-06
12,C02,1.0,0.25,0.111546652099929,0.0638826719697617,0.10925421,0.06323137,0.0023831670183481414,COMPLETED,,0.11154913187500003,0.06388241166666665,7.996926552563693e-07,4.8534144716156866e-20,7.996926552564178e-07,True,True,0,0.015,0.008,12,334.4449886310613,2.493399708059254e-06
17,C02,1.1,0.215,0.1820716357575376,0.0726387709774911,0.18110548,0.07240202,0.0009947401535908829,COMPLETED,,0.18207227687499997,0.072636395,7.974945175461314e-07,8.40937518751676e-21,7.974945175461397e-07,True,True,0,0.015,0.008,12,358.0540774590336,2.4609552289113723e-06
60,C31,1.85,0.2,0.4955951008506211,0.0060751576994105,0.49791187,0.004392891,0.002863117276581472,COMPLETED,,0.495597416875,0.00607437703873698,8.499969376931438e-07,8.516902712826541e-21,8.499969376931523e-07,True,True,0,0.015,0.008,12,456.6982522500912,2.4440540114312988e-06
39,C20,1.6,0.11,0.3823053415294019,0.0409883410294948,0.3834287,0.041199483,0.0011430289520276379,COMPLETED,,0.38230565312500003,0.040985941333333345,4.3457741638407435e-07,6.144533465765438e-21,4.345774163840805e-07,True,True,0,0.015,0.008,12,347.8901598609518,2.419841623762342e-06
57,C31,1.85,0.12,0.4719985865793722,0.0222249860031717,0.47470498,0.024992492,0.0038708726134681778,COMPLETED,,0.471999901875,0.022226867000000004,5.158897290230898e-07,6.638943445839727e-21,5.158897290230965e-07,True,True,0,0.015,0.008,12,377.6603023529751,2.2952454458294846e-06
31,C12,1.25,0.235,0.283159755764521,0.0387025891520861,0.27926442,0.042699073,0.005580817490743901,COMPLETED,,0.283160904375,0.03870428133333334,8.094487337740299e-07,1.2990779793371393e-21,8.094487337740312e-07,True,True,0,0.015,0.008,12,384.6075576230651,2.0451854209302035e-06
61,C31,1.9,0.145,0.4941169522172745,0.0161551782261101,0.49321657,0.015344298,0.0012116991698769243,COMPLETED,,0.4941150075,0.016154844875,5.329380095945993e-07,8.547586099079028e-21,5.329380095946078e-07,True,True,0,0.06,0.015,12,403.6833830960095,1.9730809006010804e-06
25,C10,1.4,0.075,0.2608331471465684,0.0767975321674059,0.25927907,0.07435383,0.0028960034634769537,COMPLETED,,0.2608318043749999,0.07679653833333332,1.4424822193146227e-07,3.947018385112723e-21,1.4424822193146621e-07,True,True,0,0.015,0.008,12,310.17970277403947,1.6705513009087853e-06
27,C11,1.25,0.17,0.2524134188561518,0.0696333329101972,0.2534986,0.07070643,0.001526157095159908,COMPLETED,,0.25241461562499995,0.06963221125000002,4.3009686021645123e-07,9.46796172213316e-22,4.300968602164522e-07,True,True,0,0.015,0.03,12,354.35212580196094,1.6402369566018226e-06
37,C20,1.5,0.085,0.3218492869365933,0.0569978921594081,0.3230498,0.05859119,0.0019949510330443993,COMPLETED,,0.321848628125,0.056999393125000006,1.8745344409219128e-07,4.2979973882543586e-21,1.8745344409219557e-07,True,True,0,0.015,0.015,12,399.9096372280037,1.6391859026967352e-06
16,C02,1.05,0.35,0.2055430635370356,0.0033487427887457,0.19153996,0.0017677157,0.014092074202341067,COMPLETED,,0.20554386625,0.0033499875339518224,8.940499236442747e-07,4.74828912550217e-20,8.940499236443222e-07,True,True,0,0.03,0.015,12,407.6779741529608,1.4811275202990716e-06
49,C30,1.7,0.075,0.4008202608716605,0.0347139445851855,0.40207914,0.035488814,0.0014782419523825506,COMPLETED,,0.400819374375,0.034712772333333336,1.6896474351355888e-07,2.4283129148093233e-21,1.6896474351356132e-07,True,True,0,0.015,0.008,12,340.4774289630586,1.4697111056338848e-06
13,C02,1.0,0.315,0.1527202937243574,0.0259287963122211,0.15708551,0.029724361,0.005784585070015775,COMPLETED,,0.15272027562499998,0.025927486,6.463644123640834e-07,5.689638938936689e-20,6.463644123641402e-07,True,True,0,0.015,0.008,12,369.2847213629866,1.3104372184518585e-06
5,C01,1.0,0.145,-5.6069094750228085e-11,0.0290465325718309,-0.00012117624,0.036042523,0.0069970397839790605,COMPLETED,,0.0,0.029047731333333333,4.067504429437198e-07,3.604425083242468e-21,4.067504429437234e-07,True,True,0,0.015,0.008,12,312.6450800480088,1.1987615037461383e-06
0,C00,1.05,0.105,1.861849458323276e-10,0.0596915838649033,0.007198602,0.04076698,0.020247481312928143,COMPLETED,,0.0,0.05969276125,1.8221778420476554e-07,2.94098422828718e-21,1.8221778420476848e-07,True,True,0,0.015,0.03,12,278.4581390520325,1.177385111416738e-06
18,C02,1.1,0.265,0.2071896831590645,0.0445687947481188,0.20907691,0.04986241,0.005619963308073882,COMPLETED,,0.2071888891666667,0.04456944125,4.417536539418628e-07,2.0548012555123896e-20,4.4175365394188334e-07,True,True,0,0.1,0.03,12,365.86032959993463,1.0239084969694878e-06
52,C30,1.8,0.115,0.4550520054455996,0.0254326671624637,0.46476924,0.021065796,0.010653366187960957,COMPLETED,,0.455052443125,0.02543358414453125,2.1474132334392697e-07,6.215892839542182e-21,2.1474132334393319e-07,True,True,0,0.015,0.03,12,369.5742046959931,1.016080395308973e-06
44,C21,1.6,0.12,0.3876599201926229,0.0391748932154282,0.3856686,0.039689995,0.0020568631354606222,COMPLETED,,0.38766078749999994,0.03917437,2.0404572075173575e-07,6.883443862550924e-21,2.0404572075174263e-07,True,True,0,0.06,0.008,12,352.0132774360245,1.0129049661998912e-06
55,C31,1.75,0.14,0.4489475540963262,0.0242005183491091,0.45079383,0.021350902,0.0033954451916643293,COMPLETED,,0.448948126875,0.024199860333333337,2.2437599867444026e-07,8.041115936966212e-21,2.243759986744483e-07,True,True,0,0.015,0.008,12,385.6686976060737,8.723876261966362e-07
7,C01,1.0,0.18,-4.0809311066342696e-10,0.0641392460321991,-0.004451543,0.07258575,0.009547756842611646,COMPLETED,,0.0,0.06413848437500001,1.0759840983053691e-07,2.322544342685932e-21,1.0759840983053923e-07,True,True,0,0.015,0.015,12,331.5789273059927,7.616573084160986e-07
30,C11,1.4,0.19,0.3372147010212746,0.0392805758273937,0.3383765,0.03734803,0.00225488586007014,COMPLETED,,0.3372143906250001,0.03928032166666667,1.2980216860011828e-07,2.3320350579787215e-21,1.298021686001206e-07,True,True,0,0.015,0.008,12,388.40215090906713,4.0117766936444e-07
19,C02,1.15,0.23,0.2240340200598721,0.0560742848095208,0.22727633,0.054944117,0.0034336355405792805,COMPLETED,,0.22403414250000003,0.05607432533333334,4.765752793827555e-08,5.991701460073081e-21,4.765752793828154e-08,True,True,0,0.06,0.008,12,359.9327133820625,1.289719516379546e-07
